"","EH_ID","dpi","labels","weight","weight_dpi0","relative_weight","feces_weight","mouse_strain","infection_history","primary","challenge","strain","sex","experiment"
"198","LM_0384",5,"E10aUFL",18.4,19.28,95.4356846473029,1.39,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"199","LM_0384",6,"E10aXBI",18.48,19.28,95.850622406639,1.18,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"200","LM_0384",7,"E10aKPA",17.85,19.28,92.5829875518672,1.39,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"201","LM_0384",8,"E10aWWH",16.19,19.28,83.9730290456432,0.56,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"202","LM_0384",9,"E10aMGW",15.94,19.28,82.6763485477178,0.21,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"203","LM_0384",10,"E10aVNV",16.46,19.28,85.3734439834025,0.34,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"204","LM_0384",11,"E10aRQH",15.9,19.28,82.4688796680498,NA,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"205","LM_0385",0,"E10aOGD",15.6,15.6,100,NA,"SCHUNT",NA,NA,NA,NA,NA,"E10"
"206","LM_0385",1,"E10aBJK",15.79,15.6,101.217948717949,0.84,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"207","LM_0385",2,"E10aOPZ",16.14,15.6,103.461538461538,0.9,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"208","LM_0385",3,"E10aMHK",16.51,15.6,105.833333333333,1.05,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"209","LM_0385",4,"E10aVSN",16.56,15.6,106.153846153846,1.23,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"210","LM_0385",5,"E10aTJP",16.28,15.6,104.358974358974,0.98,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"211","LM_0385",6,"E10aXOY",16.17,15.6,103.653846153846,0.84,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"212","LM_0385",7,"E10aMTZ",16.14,15.6,103.461538461538,0.87,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"213","LM_0385",8,"E10aPNK",14.87,15.6,95.3205128205128,0.51,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"214","LM_0385",9,"E10aOEW",14.59,15.6,93.525641025641,0.36,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"215","LM_0385",10,"E10aTXB",15.09,15.6,96.7307692307692,0.48,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"216","LM_0385",11,"E10aMYB",15.05,15.6,96.474358974359,0.89,"SCHUNT","E88:E64","E88",NA,"SCHUNT",NA,"E10"
"217","LM_0386",0,"E10aULI",16.9,16.9,100,NA,"PWD",NA,NA,NA,NA,NA,"E10"
"218","LM_0386",1,"E10aZTI",16.37,16.9,96.8639053254438,0.99,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"219","LM_0386",2,"E10aGAF",16.12,16.9,95.3846153846154,1.04,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"220","LM_0386",3,"E10aKVQ",16.32,16.9,96.5680473372781,0.99,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"221","LM_0386",4,"E10aOIN",16.28,16.9,96.3313609467456,1.24,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"222","LM_0386",5,"E10aRNY",15.53,16.9,91.8934911242604,0.99,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"223","LM_0386",6,"E10aVEX",15.81,16.9,93.5502958579882,1.33,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"224","LM_0386",7,"E10aRBK",14.9,16.9,88.1656804733728,0.73,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"225","LM_0386",8,"E10aQPG",13.99,16.9,82.7810650887574,0.25,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"226","LM_0386",9,"E10aXIP",13.65,16.9,80.7692307692308,NA,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"227","LM_0386",10,"E10aVIW",NA,16.9,NA,NA,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"228","LM_0386",11,"E10aQDD",NA,16.9,NA,NA,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"229","LM_0387",0,"E10aVRV",14.16,14.16,100,NA,"PWD",NA,NA,NA,NA,NA,"E10"
"230","LM_0387",1,"E10aMMQ",12.96,14.16,91.5254237288136,0.41,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"231","LM_0387",2,"E10aYHQ",12.41,14.16,87.6412429378531,0.58,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"232","LM_0387",3,"E10aSUW",12.32,14.16,87.0056497175141,0.36,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"233","LM_0387",4,"E10aBBQ",12.74,14.16,89.9717514124294,0.59,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"234","LM_0387",5,"E10aQCJ",11.78,14.16,83.1920903954802,0.4,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"235","LM_0387",6,"E10aCXR",12.04,14.16,85.0282485875706,0.4,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"236","LM_0387",7,"E10aJLH",11.76,14.16,83.0508474576271,0.73,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"237","LM_0387",8,"E10aCCE",11.63,14.16,82.1327683615819,0.11,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"238","LM_0387",9,"E10aOJA",11.45,14.16,80.8615819209039,NA,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"239","LM_0387",10,"E10aSPY",NA,14.16,NA,NA,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"240","LM_0387",11,"E10aZSP",NA,14.16,NA,NA,"PWD","E88:E64","E88",NA,"PWD",NA,"E10"
"241","LM_0388",0,"E10aKDN",22.81,22.81,100,NA,"SCHUNT",NA,NA,NA,NA,NA,"E10"
"242","LM_0388",1,"E10aGRR",22.64,22.81,99.2547128452433,0.59,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"243","LM_0388",2,"E10aSHK",22.08,22.81,96.799649276633,0.73,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"244","LM_0388",3,"E10aSIS",21.96,22.81,96.2735642262166,1,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"245","LM_0388",4,"E10aRHN",22.29,22.81,97.7202981148619,1.1,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"246","LM_0388",5,"E10aUEE",21.6,22.81,94.6953090749671,1.42,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"247","LM_0388",6,"E10aVPQ",21.14,22.81,92.6786497150373,1.66,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"248","LM_0388",7,"E10aGRE",20.87,22.81,91.4949583516002,0.96,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"249","LM_0388",8,"E10aHZR",19.45,22.81,85.2696185883385,0.56,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"250","LM_0388",9,"E10aCSK",18.73,22.81,82.1131082858396,0.31,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"251","LM_0388",10,"E10aDGI",19.36,22.81,84.8750548005261,0.33,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"252","LM_0388",11,"E10aCCB",18.01,22.81,78.9565979833406,0.18,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"253","LM_0389",0,"E10aEVS",19.47,19.47,100,NA,"SCHUNT",NA,NA,NA,NA,NA,"E10"
"254","LM_0389",1,"E10aWMA",18.85,19.47,96.8156137647663,0.97,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"255","LM_0389",2,"E10aSZV",18.82,19.47,96.6615305598357,1.13,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"256","LM_0389",3,"E10aFDU",18.8,19.47,96.5588084232152,1.57,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"257","LM_0389",4,"E10aCTL",19.08,19.47,97.9969183359014,1.35,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"258","LM_0389",5,"E10aLQI",18.46,19.47,94.8125321006677,1.25,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"259","LM_0389",6,"E10aNPL",18.46,19.47,94.8125321006677,1.8,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"260","LM_0389",7,"E10aPZH",18.54,19.47,95.2234206471494,1.4,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"261","LM_0389",8,"E10aVXW",17.29,19.47,88.8032871083719,0.53,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"262","LM_0389",9,"E10aUMB",16.26,19.47,83.5130970724191,0.41,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"263","LM_0389",10,"E10aLZO",17.09,19.47,87.7760657421674,0.6,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"264","LM_0389",11,"E10aHBV",17.26,19.47,88.6492039034412,1.02,"SCHUNT","E88:UNI","E88",NA,"SCHUNT",NA,"E10"
"265","LM_0390",0,"E10aMLP",16.32,16.32,100,NA,"PWD",NA,NA,NA,NA,NA,"E10"
"266","LM_0390",1,"E10aJPT",15.52,16.32,95.0980392156863,0.62,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"267","LM_0390",2,"E10aUOJ",15.45,16.32,94.6691176470588,1.28,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"268","LM_0390",3,"E10aLGU",16.08,16.32,98.5294117647059,1.34,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"269","LM_0390",4,"E10aYKI",16.23,16.32,99.4485294117647,1.12,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"270","LM_0390",5,"E10aOHD",16.94,16.32,103.799019607843,0.84,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"271","LM_0390",6,"E10aKJG",16.64,16.32,101.960784313725,0.9,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"272","LM_0390",7,"E10aNCK",15.22,16.32,93.2598039215686,0.46,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"273","LM_0390",8,"E10aPMC",13.51,16.32,82.781862745098,0.17,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"274","LM_0390",9,"E10aQYJ",13.02,16.32,79.7794117647059,NA,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"275","LM_0390",10,"E10aQWN",NA,16.32,NA,NA,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"276","LM_0390",11,"E10aYOG",NA,16.32,NA,NA,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"277","LM_0391",0,"E10aUKB",15.73,15.73,100,NA,"PWD",NA,NA,NA,NA,NA,"E10"
"278","LM_0391",1,"E10aQHK",13.93,15.73,88.5568976478067,0.96,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"279","LM_0391",2,"E10aXCI",14.28,15.73,90.7819453273999,1.26,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"280","LM_0391",3,"E10aCXG",14.73,15.73,93.6427209154482,1.53,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"281","LM_0391",4,"E10aHBZ",14.68,15.73,93.3248569612206,1.26,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"282","LM_0391",5,"E10aZYQ",13.27,15.73,84.3610934520025,0.96,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"283","LM_0391",6,"E10aNPM",13.02,15.73,82.7717736808646,0.76,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"284","LM_0391",7,"E10aGYU",14.05,15.73,89.319771137953,0.57,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"285","LM_0391",8,"E10aKZW",11.69,15.73,74.3165924984107,0.15,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"286","LM_0391",9,"E10aHXV",NA,15.73,NA,NA,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"287","LM_0391",10,"E10aNNQ",NA,15.73,NA,NA,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"288","LM_0391",11,"E10aCLH",NA,15.73,NA,NA,"PWD","E88:UNI","E88",NA,"PWD",NA,"E10"
"289","LM_0392",0,"E10aICP",24.31,24.31,100,NA,"SCHUNT",NA,NA,NA,NA,NA,"E10"
"290","LM_0392",1,"E10aQUW",23.69,24.31,97.4496092143151,1.39,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"291","LM_0392",2,"E10aSZX",24.75,24.31,101.809954751131,1.28,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"292","LM_0392",3,"E10aWDE.1",23.54,24.31,96.8325791855204,1.19,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"293","LM_0392",4,"E10aCBB",21.16,24.31,87.0423693953106,0.82,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"294","LM_0392",5,"E10aVWS",24.97,24.31,102.714932126697,1.25,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"295","LM_0392",6,"E10aZNH",25.39,24.31,104.442616207322,1.29,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"296","LM_0392",7,"E10aOKS",25.29,24.31,104.031262854792,2.25,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"297","LM_0392",8,"E10aYZU",25.42,24.31,104.566022213081,1.8,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"298","LM_0392",9,"E10aXVU",25.6,24.31,105.306458247635,1.63,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"299","LM_0392",10,"E10aKYA",25.68,24.31,105.635540929659,1.59,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"300","LM_0392",11,"E10aZVP",26.01,24.31,106.993006993007,1.42,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"301","LM_0393",0,"E10aYFO",16.97,16.97,100,NA,"SCHUNT",NA,NA,NA,NA,NA,"E10"
"302","LM_0393",1,"E10aXHF",17.48,16.97,103.005303476724,0.58,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"303","LM_0393",2,"E10aGBB",17.27,16.97,101.767825574543,1.3,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"304","LM_0393",3,"E10aOVS",17.69,16.97,104.242781378904,1.33,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"305","LM_0393",4,"E10aVKD.1",17.81,16.97,104.949911608721,1.91,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"306","LM_0393",5,"E10aYSJ",17.8,16.97,104.89098408957,1.51,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"307","LM_0393",6,"E10aQTG",17.66,16.97,104.06599882145,0.93,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"308","LM_0393",7,"E10aEEB",17.57,16.97,103.535651149087,0.81,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"309","LM_0393",8,"E10aOET",17.82,16.97,105.008839127873,0.83,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"310","LM_0393",9,"E10aSQR",17.73,16.97,104.47849145551,0.86,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"311","LM_0393",10,"E10aTDF",17.18,16.97,101.23747790218,1.12,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"312","LM_0393",11,"E10aRZO",17.19,16.97,101.296405421332,0.58,"SCHUNT","UNI:UNI","UNI",NA,"SCHUNT",NA,"E10"
"313","LM_0394",0,"E10aMTH",14.48,14.48,100,NA,"PWD",NA,NA,NA,NA,NA,"E10"
"314","LM_0394",1,"E10aCWZ",16.23,14.48,112.085635359116,0.9,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"315","LM_0394",2,"E10aABE",16.01,14.48,110.566298342541,0.83,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"316","LM_0394",3,"E10aJTJ",16.33,14.48,112.776243093923,1.46,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"317","LM_0394",4,"E10aDFU",16.05,14.48,110.842541436464,1.13,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"318","LM_0394",5,"E10aMSM",16.29,14.48,112.5,1.24,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"319","LM_0394",6,"E10aGDN",16.44,14.48,113.53591160221,1.02,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"320","LM_0394",7,"E10aCQA",16.65,14.48,114.986187845304,1.09,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"321","LM_0394",8,"E10aXCZ",16.73,14.48,115.538674033149,0.8,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"322","LM_0394",9,"E10aMJU",17.02,14.48,117.541436464088,1.16,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"323","LM_0394",10,"E10aZTV",16.83,14.48,116.229281767956,0.76,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"324","LM_0394",11,"E10aUTY",16.76,14.48,115.745856353591,0.9,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"325","LM_0395",0,"E10aZIW",15.38,15.38,100,NA,"PWD",NA,NA,NA,NA,NA,"E10"
"326","LM_0395",1,"E10aZYB",14.34,15.38,93.2379713914174,1.04,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"327","LM_0395",2,"E10aWYZ",14.52,15.38,94.408322496749,0.65,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"328","LM_0395",3,"E10aETD",14.65,15.38,95.2535760728219,0.56,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"329","LM_0395",4,"E10aLQF",14.47,15.38,94.0832249674902,0.6,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"330","LM_0395",5,"E10aDGV",14.58,15.38,94.7984395318596,0.62,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"331","LM_0395",6,"E10aRFH",14.94,15.38,97.1391417425228,0.66,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"332","LM_0395",7,"E10aYFN",15.29,15.38,99.4148244473342,0.89,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"333","LM_0395",8,"E10aPON",15.32,15.38,99.6098829648895,0.6,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"334","LM_0395",9,"E10aPHT",15.55,15.38,101.10533159948,0.66,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"335","LM_0395",10,"E10aGEU",15.62,15.38,101.560468140442,0.71,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"336","LM_0395",11,"E10aMFX",15.44,15.38,100.390117035111,0.49,"PWD","UNI:UNI","UNI",NA,"PWD",NA,"E10"
"337","LM_0396",0,"E10aNJL",17.64,17.64,100,NA,"SCHUNT",NA,NA,NA,NA,NA,"E10"
"338","LM_0396",1,"E10aVXC",17.03,17.64,96.5419501133787,1.21,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"339","LM_0396",2,"E10aNVX",17.62,17.64,99.8866213151927,1.54,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"340","LM_0396",3,"E10aYXX",17.81,17.64,100.963718820862,1.71,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"341","LM_0396",4,"E10aCQF",17.44,17.64,98.8662131519275,1.98,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"342","LM_0396",5,"E10aSLN",17.95,17.64,101.757369614512,1.62,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"343","LM_0396",6,"E10aUQM",18.52,17.64,104.988662131519,1.46,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"344","LM_0396",7,"E10aKJN",17.69,17.64,100.283446712018,1.27,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"345","LM_0396",8,"E10aLCS",17.72,17.64,100.453514739229,0.8,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"346","LM_0396",9,"E10aCWA",18.17,17.64,103.004535147392,0.94,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"347","LM_0396",10,"E10aEID",17.56,17.64,99.546485260771,0.98,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"348","LM_0396",11,"E10aPAU",17.98,17.64,101.927437641723,0.98,"SCHUNT","UNI:E64","UNI",NA,"SCHUNT",NA,"E10"
"349","LM_0397",0,"E10aVNF",18.45,18.45,100,NA,"PWD",NA,NA,NA,NA,NA,"E10"
"350","LM_0397",1,"E10aTHK",17.35,18.45,94.0379403794038,0.58,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"351","LM_0397",2,"E10aERX",17.36,18.45,94.0921409214092,0.7,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"352","LM_0397",3,"E10aLYR",17.38,18.45,94.2005420054201,0.65,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"353","LM_0397",4,"E10aEVY",17.47,18.45,94.6883468834688,0.92,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"354","LM_0397",5,"E10aAHK",17.81,18.45,96.5311653116531,1.35,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"355","LM_0397",6,"E10aWQO",17.95,18.45,97.289972899729,1.21,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"356","LM_0397",7,"E10aXES",18.15,18.45,98.3739837398374,1.25,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"357","LM_0397",8,"E10aIFF",18.04,18.45,97.7777777777778,1.12,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"358","LM_0397",9,"E10aIKG",18.67,18.45,101.192411924119,1.1,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"359","LM_0397",10,"E10aBSE",18.07,18.45,97.940379403794,0.83,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"360","LM_0397",11,"E10aKWX",18.02,18.45,97.6693766937669,0.69,"PWD","UNI:E64","UNI",NA,"PWD",NA,"E10"
"361","LM_0398",0,"E10aQRQ",15.67,15.67,100,NA,"SCHUNT",NA,NA,NA,NA,NA,"E10"
"362","LM_0398",1,"E10aESZ",16.35,15.67,104.339502233567,1.34,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"363","LM_0398",2,"E10aLUW",16.94,15.67,108.10465858328,1.33,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"364","LM_0398",3,"E10aGMH",16.93,15.67,108.040842373963,1.52,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"365","LM_0398",4,"E10aZJS",17.3,15.67,110.402042118698,1.44,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"366","LM_0398",5,"E10aUZZ",17.51,15.67,111.742182514359,1.25,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"367","LM_0398",6,"E10aSOB",17.46,15.67,111.423101467773,1.62,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"368","LM_0398",7,"E10aRJY",17.94,15.67,114.486279514997,1.98,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"369","LM_0398",8,"E10aQSC.1",17.91,15.67,114.294830887045,1.53,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"370","LM_0398",9,"E10aIAU",17.97,15.67,114.677728142948,1.67,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"371","LM_0398",10,"E10aWCG",17.81,15.67,113.656668793874,1.45,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"372","LM_0398",11,"E10aQNV",17.36,15.67,110.784939374601,1.55,"SCHUNT","UNI:E88","UNI",NA,"SCHUNT",NA,"E10"
"373","LM_0399",0,"E10aAQA",15.27,15.27,100,NA,"PWD",NA,NA,NA,NA,NA,"E10"
"374","LM_0399",1,"E10aGTL",14.59,15.27,95.5468238375901,0.53,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
"375","LM_0399",2,"E10aRVA",14.7,15.27,96.2671905697446,0.55,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
"376","LM_0399",3,"E10aQFC",14.89,15.27,97.5114603798297,0.54,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
"377","LM_0399",4,"E10aSBP",15.26,15.27,99.9345121152587,0.41,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
"378","LM_0399",5,"E10aIXJ",15.03,15.27,98.4282907662083,0.94,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
"379","LM_0399",6,"E10aJFX",15.26,15.27,99.9345121152587,0.9,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
"380","LM_0399",7,"E10aZAK",15.45,15.27,101.178781925344,0.63,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
"381","LM_0399",8,"E10aPSW",15.49,15.27,101.440733464309,0.7,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
"382","LM_0399",9,"E10aXCN",15.86,15.27,103.863785199738,0.61,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
"383","LM_0399",10,"E10aUBS",15.31,15.27,100.261951538965,0.6,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
"384","LM_0399",11,"E10aRHO",15.36,15.27,100.589390962672,0.74,"PWD","UNI:E88","UNI",NA,"PWD",NA,"E10"
