"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","EXP","faeces_weight","HybridStatus","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","Strain","Wchange","weight","weight_dpi0"
"1783",NA,NA,NA,2,"LM_0261",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bDMP",NA,"E64","PWD_SCHUNT",100.195058517555,15.41,15.38
"1784",NA,NA,NA,9,"LM_0261",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bIMU",NA,"E64","PWD_SCHUNT",NA,NA,15.38
"1785",NA,NA,NA,0,"LM_0261",NA,"5.2b",1.7,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bCNO",0,"E64","PWD_SCHUNT",100,15.38,15.38
"1786",NA,NA,NA,8,"LM_0261",NA,"5.2b",1.89,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bHQS",142857.142857143,"E64","PWD_SCHUNT",107.152145643693,16.48,15.38
"1787",NA,NA,NA,10,"LM_0261",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bCIN",NA,"E64","PWD_SCHUNT",NA,NA,15.38
"1788",NA,NA,NA,6,"LM_0262",NA,"5.2b",0.88,"parental strains",NA,NA,NA,NA,NA,"5.2bMUX",31250,"E64","BUSNA_BUSNA",107.677165354331,16.41,15.24
"1789",NA,NA,NA,11,"LM_0262",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bFQR",NA,"E64","BUSNA_BUSNA",NA,NA,15.24
"1790",NA,NA,NA,2,"LM_0262",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bEUX",NA,"E64","BUSNA_BUSNA",105.643044619423,16.1,15.24
"1791",NA,NA,NA,9,"LM_0262",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bGHW",NA,"E64","BUSNA_BUSNA",NA,NA,15.24
"1792",NA,NA,NA,10,"LM_0262",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bRTX",NA,"E64","BUSNA_BUSNA",NA,NA,15.24
"1793",NA,NA,NA,0,"LM_0262",NA,"5.2b",2.75,"parental strains",NA,NA,NA,NA,NA,"5.2bCTU",92727.2727272727,"E64","BUSNA_BUSNA",100,15.24,15.24
"1794",NA,NA,NA,1,"LM_0262",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bKTV",NA,"E64","BUSNA_BUSNA",97.7034120734908,14.89,15.24
"1795",NA,NA,NA,5,"LM_0262",NA,"5.2b",0.87,"parental strains",NA,NA,NA,NA,NA,"5.2bPSW",112068.965517241,"E64","BUSNA_BUSNA",101.902887139108,15.53,15.24
"1796",NA,NA,NA,7,"LM_0262",NA,"5.2b",1.01,"parental strains",NA,NA,NA,NA,NA,"5.2bNOY",7425.74257425743,"E64","BUSNA_BUSNA",108.333333333333,16.51,15.24
"1797",NA,NA,NA,8,"LM_0262",NA,"5.2b",0.97,"parental strains",NA,NA,NA,NA,NA,"5.2bORT",12886.5979381443,"E64","BUSNA_BUSNA",106.299212598425,16.2,15.24
"1798",NA,NA,NA,3,"LM_0262",NA,"5.2b",1.43,"parental strains",NA,NA,NA,NA,NA,"5.2bANV",6993.00699300699,"E64","BUSNA_BUSNA",105.446194225722,16.07,15.24
"1799",NA,NA,NA,4,"LM_0262",NA,"5.2b",1.55,"parental strains",NA,NA,NA,NA,NA,"5.2bGMO",3225.8064516129,"E64","BUSNA_BUSNA",101.377952755906,15.45,15.24
"1800",NA,NA,NA,2,"LM_0263",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bDEL",NA,"E64","PWD_SCHUNT",98.8088792636708,18.25,18.47
"1801",NA,NA,NA,9,"LM_0263",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bJUW",NA,"E64","PWD_SCHUNT",NA,NA,18.47
"1802",NA,NA,NA,1,"LM_0263",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bTVZ",NA,"E64","PWD_SCHUNT",102.652950730915,18.96,18.47
"1803",NA,NA,NA,4,"LM_0263",NA,"5.2b",0.83,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bJPS",27108.4337349398,"E64","PWD_SCHUNT",92.203573362209,17.03,18.47
"1804",NA,NA,NA,8,"LM_0263",NA,"5.2b",1.24,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bBMZ",36290.3225806452,"E64","PWD_SCHUNT",99.3502977801841,18.35,18.47
"1805",NA,NA,NA,0,"LM_0263",NA,"5.2b",1.4,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bFGS",1785.71428571429,"E64","PWD_SCHUNT",100,18.47,18.47
"1806",NA,NA,NA,11,"LM_0263",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bBWZ",NA,"E64","PWD_SCHUNT",NA,NA,18.47
"1807",NA,NA,NA,7,"LM_0263",NA,"5.2b",1.17,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bEGR",153846.153846154,"E64","PWD_SCHUNT",102.598808879264,18.95,18.47
"1808",NA,NA,NA,10,"LM_0263",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bGMZ",NA,"E64","PWD_SCHUNT",NA,NA,18.47
"1809",NA,NA,NA,5,"LM_0263",NA,"5.2b",0.6,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bAPS",95833.3333333333,"E64","PWD_SCHUNT",93.2322685435842,17.22,18.47
"1810",NA,NA,NA,6,"LM_0263",NA,"5.2b",0.69,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bMNQ",1605072.46376812,"E64","PWD_SCHUNT",96.9680563075257,17.91,18.47
"1811",NA,NA,NA,3,"LM_0263",NA,"5.2b",1.86,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bHSW",0,"E64","PWD_SCHUNT",96.8056307525717,17.88,18.47
"1812",NA,NA,NA,9,"LM_0264",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bBPZ",NA,"E64","PWD_PWD",NA,NA,17.69
"1813",NA,NA,NA,4,"LM_0264",NA,"5.2b",1.26,"parental strains",NA,NA,NA,NA,NA,"5.2bHNW",1984.12698412698,"E64","PWD_PWD",91.4075749010741,16.17,17.69
"1814",NA,NA,NA,2,"LM_0264",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bCOY",NA,"E64","PWD_PWD",94.5732052006783,16.73,17.69
"1815",NA,NA,NA,7,"LM_0264",NA,"5.2b",0.49,"parental strains",NA,NA,NA,NA,NA,"5.2bGIJ",602040.816326531,"E64","PWD_PWD",89.1464104013567,15.77,17.69
"1816",NA,NA,NA,8,"LM_0264",NA,"5.2b",0.93,"parental strains",NA,NA,NA,NA,NA,"5.2bEGT",77956.9892473118,"E64","PWD_PWD",93.3860938383267,16.52,17.69
"1817",NA,NA,NA,1,"LM_0264",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bNSX",NA,"E64","PWD_PWD",82.9847371396269,14.68,17.69
"1818",NA,NA,NA,3,"LM_0264",NA,"5.2b",1.37,"parental strains",NA,NA,NA,NA,NA,"5.2bFGM",0,"E64","PWD_PWD",93.5556811758055,16.55,17.69
"1819",NA,NA,NA,6,"LM_0264",NA,"5.2b",0.29,"parental strains",NA,NA,NA,NA,NA,"5.2bBGP",2646551.72413793,"E64","PWD_PWD",80.7235726399095,14.28,17.69
"1820",NA,NA,NA,10,"LM_0264",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bQST",NA,"E64","PWD_PWD",NA,NA,17.69
"1821",NA,NA,NA,11,"LM_0264",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bBRT",NA,"E64","PWD_PWD",NA,NA,17.69
"1822",NA,NA,NA,0,"LM_0264",NA,"5.2b",1.45,"parental strains",NA,NA,NA,NA,NA,"5.2bAQZ",0,"E64","PWD_PWD",100,17.69,17.69
"1823",NA,NA,NA,5,"LM_0264",NA,"5.2b",0.09,"parental strains",NA,NA,NA,NA,NA,"5.2bFPT",666666.666666667,"E64","PWD_PWD",80.8931599773884,14.31,17.69
"1824",NA,NA,NA,9,"LM_0265",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bBER",NA,"E64","BUSNA_STRA",NA,NA,23.29
"1825",NA,NA,NA,8,"LM_0265",NA,"5.2b",1.5,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bCFI",26666.6666666667,"E64","BUSNA_STRA",96.0498067840275,22.37,23.29
"1826",NA,NA,NA,5,"LM_0265",NA,"5.2b",0.68,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bENP",426470.588235294,"E64","BUSNA_STRA",98.6689566337484,22.98,23.29
"1827",NA,NA,NA,11,"LM_0265",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bKPS",NA,"E64","BUSNA_STRA",NA,NA,23.29
"1828",NA,NA,NA,3,"LM_0265",NA,"5.2b",1.29,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bFTU",0,"E64","BUSNA_STRA",106.268784886217,24.75,23.29
"1829",NA,NA,NA,1,"LM_0265",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bGPZ",NA,"E64","BUSNA_STRA",102.103907256333,23.78,23.29
"1830",NA,NA,NA,6,"LM_0265",NA,"5.2b",1.08,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bMRW",1395833.33333333,"E64","BUSNA_STRA",98.2395878059253,22.88,23.29
"1831",NA,NA,NA,4,"LM_0265",NA,"5.2b",1.21,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bDGZ",2066.11570247934,"E64","BUSNA_STRA",97.8960927436668,22.8,23.29
"1832",NA,NA,NA,10,"LM_0265",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bENU",NA,"E64","BUSNA_STRA",NA,NA,23.29
"1833",NA,NA,NA,0,"LM_0265",NA,"5.2b",1.48,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bMPQ",0,"E64","BUSNA_STRA",100,23.29,23.29
"1834",NA,NA,NA,2,"LM_0265",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bBJT",NA,"E64","BUSNA_STRA",106.69815371404,24.85,23.29
"1835",NA,NA,NA,7,"LM_0265",NA,"5.2b",1.2,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bGOX",347916.666666667,"E64","BUSNA_STRA",96.951481322456,22.58,23.29
"1836",NA,NA,NA,6,"LM_0266",NA,"5.2b",0.76,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bBLS",2082236.84210526,"E64","SCHUNT_STRA",102.716186252772,18.53,18.04
"1837",NA,NA,NA,10,"LM_0266",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bBVZ",NA,"E64","SCHUNT_STRA",NA,NA,18.04
"1838",NA,NA,NA,11,"LM_0266",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bETV",NA,"E64","SCHUNT_STRA",NA,NA,18.04
"1839",NA,NA,NA,8,"LM_0266",NA,"5.2b",0.82,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bLNV",548780.487804878,"E64","SCHUNT_STRA",106.651884700665,19.24,18.04
"1840",NA,NA,NA,1,"LM_0266",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bDPQ",NA,"E64","SCHUNT_STRA",103.658536585366,18.7,18.04
"1841",NA,NA,NA,7,"LM_0266",NA,"5.2b",0.49,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bBIV",750000,"E64","SCHUNT_STRA",104.545454545455,18.86,18.04
"1842",NA,NA,NA,3,"LM_0266",NA,"5.2b",1.68,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bPQS",0,"E64","SCHUNT_STRA",106.152993348115,19.15,18.04
"1843",NA,NA,NA,4,"LM_0266",NA,"5.2b",0.97,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bHRZ",NA,"E64","SCHUNT_STRA",107.594235033259,19.41,18.04
"1844",NA,NA,NA,0,"LM_0266",NA,"5.2b",1.06,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bCTY",7075.47169811321,"E64","SCHUNT_STRA",100,18.04,18.04
"1845",NA,NA,NA,5,"LM_0266",NA,"5.2b",0.52,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bDIU",149038.461538462,"E64","SCHUNT_STRA",103.325942350333,18.64,18.04
"1846",NA,NA,NA,2,"LM_0266",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bDGL",NA,"E64","SCHUNT_STRA",104.490022172949,18.85,18.04
"1847",NA,NA,NA,9,"LM_0266",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bCEI",NA,"E64","SCHUNT_STRA",NA,NA,18.04
"1848",NA,NA,NA,8,"LM_0267",NA,"5.2b",1.6,"parental strains",NA,NA,NA,NA,NA,"5.2bEQT",9375,"E64","STRA_STRA",110.961466517022,29.66,26.73
"1849",NA,NA,NA,2,"LM_0267",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bNQZ",NA,"E64","STRA_STRA",101.309390198279,27.08,26.73
"1850",NA,NA,NA,6,"LM_0267",NA,"5.2b",1.13,"parental strains",NA,NA,NA,NA,NA,"5.2bGOR",769911.504424779,"E64","STRA_STRA",110.512532734755,29.54,26.73
"1851",NA,NA,NA,10,"LM_0267",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bGJP",NA,"E64","STRA_STRA",NA,NA,26.73
"1852",NA,NA,NA,4,"LM_0267",NA,"5.2b",1.96,"parental strains",NA,NA,NA,NA,NA,"5.2bHIJ",3826.5306122449,"E64","STRA_STRA",102.955480733259,27.52,26.73
"1853",NA,NA,NA,7,"LM_0267",NA,"5.2b",0.93,"parental strains",NA,NA,NA,NA,NA,"5.2bCMR",56451.6129032258,"E64","STRA_STRA",110.400299289188,29.51,26.73
"1854",NA,NA,NA,0,"LM_0267",NA,"5.2b",1.17,"parental strains",NA,NA,NA,NA,NA,"5.2bAPV",205128.205128205,"E64","STRA_STRA",100,26.73,26.73
"1855",NA,NA,NA,5,"LM_0267",NA,"5.2b",1.03,"parental strains",NA,NA,NA,NA,NA,"5.2bMOP",240291.262135922,"E64","STRA_STRA",105.910961466517,28.31,26.73
"1856",NA,NA,NA,3,"LM_0267",NA,"5.2b",2.63,"parental strains",NA,NA,NA,NA,NA,"5.2bBPY",4752.85171102662,"E64","STRA_STRA",106.098017209128,28.36,26.73
"1857",NA,NA,NA,1,"LM_0267",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bITZ",NA,"E64","STRA_STRA",99.9625888514777,26.72,26.73
"1858",NA,NA,NA,9,"LM_0267",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bBFT",NA,"E64","STRA_STRA",NA,NA,26.73
"1859",NA,NA,NA,11,"LM_0267",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bCLW",NA,"E64","STRA_STRA",NA,NA,26.73
"1860",NA,NA,NA,5,"LM_0268",NA,"5.2b",0.48,"parental strains",NA,NA,NA,NA,NA,"5.2bBGS",41666.6666666667,"E64","SCHUNT_SCHUNT",95.6690727373681,17.23,18.01
"1861",NA,NA,NA,11,"LM_0268",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bHKS",NA,"E64","SCHUNT_SCHUNT",NA,NA,18.01
"1862",NA,NA,NA,1,"LM_0268",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bEJR",NA,"E64","SCHUNT_SCHUNT",100.777345918934,18.15,18.01
"1863",NA,NA,NA,9,"LM_0268",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bARW",NA,"E64","SCHUNT_SCHUNT",NA,NA,18.01
"1864",NA,NA,NA,8,"LM_0268",NA,"5.2b",0.71,"parental strains",NA,NA,NA,NA,NA,"5.2bIPV",56338.0281690141,"E64","SCHUNT_SCHUNT",99.8889505830094,17.99,18.01
"1865",NA,NA,NA,7,"LM_0268",NA,"5.2b",0.45,"parental strains",NA,NA,NA,NA,NA,"5.2bFIQ",94444.4444444444,"E64","SCHUNT_SCHUNT",97.9455857856746,17.64,18.01
"1866",NA,NA,NA,4,"LM_0268",NA,"5.2b",0.91,"parental strains",NA,NA,NA,NA,NA,"5.2bMSX",NA,"E64","SCHUNT_SCHUNT",91.6712937257079,16.51,18.01
"1867",NA,NA,NA,10,"LM_0268",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bKVX",NA,"E64","SCHUNT_SCHUNT",NA,NA,18.01
"1868",NA,NA,NA,6,"LM_0268",NA,"5.2b",0.77,"parental strains",NA,NA,NA,NA,NA,"5.2bDKL",483766.233766234,"E64","SCHUNT_SCHUNT",93.1149361465852,16.77,18.01
"1869",NA,NA,NA,2,"LM_0268",NA,"5.2b",NA,"parental strains",NA,NA,NA,NA,NA,"5.2bOPX",NA,"E64","SCHUNT_SCHUNT",101.110494169906,18.21,18.01
"1870",NA,NA,NA,0,"LM_0268",NA,"5.2b",1.6,"parental strains",NA,NA,NA,NA,NA,"5.2bBNZ",NA,"E64","SCHUNT_SCHUNT",100,18.01,18.01
"1871",NA,NA,NA,3,"LM_0268",NA,"5.2b",0.83,"parental strains",NA,NA,NA,NA,NA,"5.2bFIV",48192.7710843373,"E64","SCHUNT_SCHUNT",98.7229317046086,17.78,18.01
"1872",NA,NA,NA,5,"LM_0269",NA,"5.2b",0.61,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bLNR",131147.540983607,"E64","STRA_SCHUNT",97.6605276256844,19.62,20.09
"1873",NA,NA,NA,7,"LM_0269",NA,"5.2b",0.55,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bAKY",331818.181818182,"E64","STRA_SCHUNT",101.19462419114,20.33,20.09
"1874",NA,NA,NA,8,"LM_0269",NA,"5.2b",0.87,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bCDO",48850.5747126437,"E64","STRA_SCHUNT",100.846192135391,20.26,20.09
"1875",NA,NA,NA,2,"LM_0269",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bDJO",NA,"E64","STRA_SCHUNT",101.841712294674,20.46,20.09
"1876",NA,NA,NA,3,"LM_0269",NA,"5.2b",1.41,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bGTV",17730.4964539007,"E64","STRA_SCHUNT",103.185664509706,20.73,20.09
"1877",NA,NA,NA,4,"LM_0269",NA,"5.2b",1.03,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bAGR",2427.18446601942,"E64","STRA_SCHUNT",100.746640119462,20.24,20.09
"1878",NA,NA,NA,1,"LM_0269",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bBCU",NA,"E64","STRA_SCHUNT",104.081632653061,20.91,20.09
"1879",NA,NA,NA,6,"LM_0269",NA,"5.2b",0.52,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bGNS",875000,"E64","STRA_SCHUNT",98.4071677451468,19.77,20.09
"1880",NA,NA,NA,11,"LM_0269",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bACM",NA,"E64","STRA_SCHUNT",NA,NA,20.09
"1881",NA,NA,NA,10,"LM_0269",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bEOW",NA,"E64","STRA_SCHUNT",NA,NA,20.09
"1882",NA,NA,NA,0,"LM_0269",NA,"5.2b",2.33,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bAFM",727467.811158798,"E64","STRA_SCHUNT",100,20.09,20.09
"1883",NA,NA,NA,9,"LM_0269",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bDHL",NA,"E64","STRA_SCHUNT",NA,NA,20.09
"1884",NA,NA,NA,0,"LM_0270",NA,"5.2b",1.47,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bBDO",236394.557823129,"E64","SCHUNT_STRA",100,19.14,19.14
"1885",NA,NA,NA,1,"LM_0270",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bJTZ",NA,"E64","SCHUNT_STRA",103.866248693835,19.88,19.14
"1886",NA,NA,NA,8,"LM_0270",NA,"5.2b",1.08,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bRUZ",2314.81481481481,"E64","SCHUNT_STRA",111.859979101358,21.41,19.14
"1887",NA,NA,NA,4,"LM_0270",NA,"5.2b",1.75,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bBMU",2857.14285714286,"E64","SCHUNT_STRA",106.635318704284,20.41,19.14
"1888",NA,NA,NA,9,"LM_0270",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bFKR",NA,"E64","SCHUNT_STRA",NA,NA,19.14
"1889",NA,NA,NA,6,"LM_0270",NA,"5.2b",1.06,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bKQS",757075.471698113,"E64","SCHUNT_STRA",108.516196447231,20.77,19.14
"1890",NA,NA,NA,7,"LM_0270",NA,"5.2b",0.67,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bBNQ",48507.4626865672,"E64","SCHUNT_STRA",110.919540229885,21.23,19.14
"1891",NA,NA,NA,2,"LM_0270",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bEFQ",NA,"E64","SCHUNT_STRA",104.806687565308,20.06,19.14
"1892",NA,NA,NA,5,"LM_0270",NA,"5.2b",0.92,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bILW",309782.608695652,"E64","SCHUNT_STRA",107.784743991641,20.63,19.14
"1893",NA,NA,NA,3,"LM_0270",NA,"5.2b",1.47,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bAEI",0,"E64","SCHUNT_STRA",106.844305120167,20.45,19.14
"1894",NA,NA,NA,10,"LM_0270",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bBLO",NA,"E64","SCHUNT_STRA",NA,NA,19.14
"1895",NA,NA,NA,11,"LM_0270",NA,"5.2b",NA,"outbred hybrids",NA,NA,NA,NA,NA,"5.2bKLX",NA,"E64","SCHUNT_STRA",NA,NA,19.14
"1896",NA,NA,NA,11,"LM_0271",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bDGW",NA,"E64","STRA_BUSNA",NA,NA,21.28
"1897",NA,NA,NA,1,"LM_0271",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bCEU",NA,"E64","STRA_BUSNA",98.3082706766917,20.92,21.28
"1898",NA,NA,NA,5,"LM_0271",NA,"5.2b",0.38,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bNVX",72368.4210526316,"E64","STRA_BUSNA",98.3082706766917,20.92,21.28
"1899",NA,NA,NA,9,"LM_0271",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bADM",NA,"E64","STRA_BUSNA",NA,NA,21.28
"1900",NA,NA,NA,2,"LM_0271",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bADU",NA,"E64","STRA_BUSNA",101.550751879699,21.61,21.28
"1901",NA,NA,NA,8,"LM_0271",NA,"5.2b",1.44,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bORS",440972.222222222,"E64","STRA_BUSNA",104.135338345865,22.16,21.28
"1902",NA,NA,NA,6,"LM_0271",NA,"5.2b",0.63,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bGIN",1583333.33333333,"E64","STRA_BUSNA",99.4830827067669,21.17,21.28
"1903",NA,NA,NA,3,"LM_0271",NA,"5.2b",1.61,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bKYZ",0,"E64","STRA_BUSNA",100.093984962406,21.3,21.28
"1904",NA,NA,NA,0,"LM_0271",NA,"5.2b",1.85,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bBDE",0,"E64","STRA_BUSNA",100,21.28,21.28
"1905",NA,NA,NA,7,"LM_0271",NA,"5.2b",0.77,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bAGP",1704545.45454545,"E64","STRA_BUSNA",106.25,22.61,21.28
"1906",NA,NA,NA,4,"LM_0271",NA,"5.2b",1.4,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bLRV",8928.57142857143,"E64","STRA_BUSNA",98.7781954887218,21.02,21.28
"1907",NA,NA,NA,10,"LM_0271",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bHNO",NA,"E64","STRA_BUSNA",NA,NA,21.28
"1908",NA,NA,NA,10,"LM_0272",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bKQV",NA,"E64","BUSNA_STRA",NA,NA,16.13
"1909",NA,NA,NA,9,"LM_0272",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bAMN",NA,"E64","BUSNA_STRA",NA,NA,16.13
"1910",NA,NA,NA,7,"LM_0272",NA,"5.2b",0.61,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bDSV",270491.803278689,"E64","BUSNA_STRA",107.253564786113,17.3,16.13
"1911",NA,NA,NA,8,"LM_0272",NA,"5.2b",1.12,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bQRW",82589.2857142857,"E64","BUSNA_STRA",107.873527588345,17.4,16.13
"1912",NA,NA,NA,2,"LM_0272",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bMST",NA,"E64","BUSNA_STRA",98.6980781153131,15.92,16.13
"1913",NA,NA,NA,11,"LM_0272",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bBJY",NA,"E64","BUSNA_STRA",NA,NA,16.13
"1914",NA,NA,NA,3,"LM_0272",NA,"5.2b",1.31,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bDKY",0,"E64","BUSNA_STRA",100.743955362678,16.25,16.13
"1915",NA,NA,NA,6,"LM_0272",NA,"5.2b",0.67,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bBHL",2078358.20895522,"E64","BUSNA_STRA",104.587724736516,16.87,16.13
"1916",NA,NA,NA,4,"LM_0272",NA,"5.2b",1.01,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bIKY",0,"E64","BUSNA_STRA",97.9541227526349,15.8,16.13
"1917",NA,NA,NA,5,"LM_0272",NA,"5.2b",0.48,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bGPU",130208.333333333,"E64","BUSNA_STRA",97.3961562306262,15.71,16.13
"1918",NA,NA,NA,1,"LM_0272",NA,"5.2b",NA,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bCNY",NA,"E64","BUSNA_STRA",100.18598884067,16.16,16.13
"1919",NA,NA,NA,0,"LM_0272",NA,"5.2b",1.3,"inter subsp. hybrids",NA,NA,NA,NA,NA,"5.2bCPX",0,"E64","BUSNA_STRA",100,16.13,16.13
