"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","EXP","faeces_weight","HybridStatus","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","Strain","Wchange","weight","weight_dpi0"
"148",NA,NA,NA,2,"LM_0332",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E88",NA,"P3aSHB",NA,"Eflab","SWISS",97.0588235294118,59.4,61.2
"149",NA,NA,NA,3,"LM_0335",NA,"P3",NA,NA,NA,NA,NA,"E88:UNI",NA,"P3aSMP",NA,"E88","SWISS",98.1781376518219,48.5,49.4
"150",NA,NA,NA,11,"LM_0336",NA,"P3",2.91,NA,NA,NA,NA,"E88:E64",NA,"P3aSMX",6872.85223367698,"E88","SWISS",85.9344894026975,44.6,51.9
"151",NA,NA,NA,6,"LM_0333",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E64",NA,"P3aSNB",NA,"Eflab","SWISS",98.6717267552182,52,52.7
"152",NA,NA,NA,9,"LM_0342",NA,"P3",NA,NA,NA,NA,NA,"E139:E64",NA,"P3aSOX",NA,"E139","SWISS",92.9824561403509,53,57
"153",NA,NA,NA,6,"LM_0339",NA,"P3",1.17,NA,NA,321.44271867591,NA,"E64:E64",NA,"P3aSQC",1623931.62393162,"E64","SWISS",89.1129032258064,44.2,49.6
"154",NA,NA,NA,1,"LM_0335",NA,"P3",NA,NA,NA,NA,NA,"E88:UNI",NA,"P3aSRB",NA,"E88","SWISS",97.5708502024292,48.2,49.4
"155",NA,NA,NA,5,"LM_0340",NA,"P3",1.45,NA,NA,80.4682673343534,NA,"E64:UNI",NA,"P3aSRE",637931.034482759,"E64","SWISS",89.5412844036697,48.8,54.5
"156",NA,NA,NA,10,"LM_0336",NA,"P3",0.81,NA,NA,NA,NA,"E88:E64",NA,"P3aSVD",67901.2345679012,"E88","SWISS",84.0077071290944,43.6,51.9
"157",NA,NA,NA,4,"LM_0341",NA,"P3",1.68,NA,NA,56.5514684871042,NA,"E139:E88",NA,"P3aSVZ",0,"E139","SWISS",90.8629441624366,53.7,59.1
"158",NA,NA,NA,5,"LM_0346",NA,"P3",4.04,NA,NA,0,NA,"UNI:UNI",NA,"P3aSWK",0,"UNI","SWISS",97.0315398886828,52.3,53.9
"159",NA,NA,NA,8,"LM_0338",NA,"P3",NA,NA,NA,NA,NA,"E64:E88",NA,"P3aTBA",NA,"E64","SWISS",95.1267056530214,48.8,51.3
"160",NA,NA,NA,1,"LM_0338",NA,"P3",NA,NA,NA,NA,NA,"E64:E88",NA,"P3aTCS",NA,"E64","SWISS",98.2456140350877,50.4,51.3
"161",NA,NA,NA,11,"LM_0339",NA,"P3",NA,NA,NA,NA,NA,"E64:E64",NA,"P3aTKS",NA,"E64","SWISS",93.1451612903226,46.2,49.6
"162",NA,NA,NA,1,"LM_0341",NA,"P3",NA,NA,NA,NA,NA,"E139:E88",NA,"P3aTLE",NA,"E139","SWISS",91.8781725888325,54.3,59.1
"163",NA,NA,NA,3,"LM_0332",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E88",NA,"P3aTNB",NA,"Eflab","SWISS",96.4052287581699,59,61.2
"164",NA,NA,NA,6,"LM_0344",NA,"P3",1.4,NA,NA,0,NA,"UNI:E88",NA,"P3aTOW",0,"UNI","SWISS",97.6653696498055,50.2,51.4
"165",NA,NA,NA,7,"LM_0332",NA,"P3",1.46,NA,NA,NA,NA,"Eflab:E88",NA,"P3aTQH",0,"Eflab","SWISS",93.7908496732026,57.4,61.2
"166",NA,NA,NA,8,"LM_0337",NA,"P3",2.76,NA,NA,NA,NA,"E88:UNI",NA,"P3aTQK",603260.869565217,"E88","SWISS",94.6308724832215,42.3,44.7
"167",NA,NA,NA,7,"LM_0335",NA,"P3",1.9,NA,NA,NA,NA,"E88:UNI",NA,"P3aTSI",236842.105263158,"E88","SWISS",95.1417004048583,47,49.4
"168",NA,NA,NA,6,"LM_0343",NA,"P3",0.86,NA,NA,151.400530521322,NA,"E139:UNI",NA,"P3aTSY",1505813.95348837,"E139","SWISS",86.2876254180602,51.6,59.8
"169",NA,NA,NA,4,"LM_0340",NA,"P3",2.56,NA,NA,9.40265410976475,NA,"E64:UNI",NA,"P3aTVC",0,"E64","SWISS",92.1100917431193,50.2,54.5
"170",NA,NA,NA,8,"LM_0335",NA,"P3",2.37,NA,NA,NA,NA,"E88:UNI",NA,"P3aUAS",179324.894514768,"E88","SWISS",91.2955465587045,45.1,49.4
"171",NA,NA,NA,3,"LM_0347",NA,"P3",NA,NA,NA,NA,NA,"E88:E88",NA,"P3aULZ",NA,"E88","SWISS",95.5244755244755,68.3,71.5
"172",NA,NA,NA,8,"LM_0334",NA,"P3",0.95,NA,NA,NA,NA,"Eflab:UNI",NA,"P3aURW",126315.789473684,"Eflab","SWISS",87.9684418145957,44.6,50.7
"173",NA,NA,NA,3,"LM_0338",NA,"P3",2.4,NA,NA,30.5064882715071,NA,"E64:E88",NA,"P3aUWS",0,"E64","SWISS",98.2456140350877,50.4,51.3
"174",NA,NA,NA,8,"LM_0336",NA,"P3",2.75,NA,NA,NA,NA,"E88:E64",NA,"P3aUXG",249090.909090909,"E88","SWISS",92.2928709055877,47.9,51.9
"175",NA,NA,NA,3,"LM_0340",NA,"P3",1.16,NA,NA,0,NA,"E64:UNI",NA,"P3aUZT",4310.34482758621,"E64","SWISS",96.697247706422,52.7,54.5
"176",NA,NA,NA,3,"LM_0336",NA,"P3",NA,NA,NA,NA,NA,"E88:E64",NA,"P3aVAC",NA,"E88","SWISS",97.3025048169557,50.5,51.9
"177",NA,NA,NA,11,"LM_0344",NA,"P3",NA,NA,NA,NA,NA,"UNI:E88",NA,"P3aVEB",NA,"UNI","SWISS",97.2762645914397,50,51.4
"178",NA,NA,NA,9,"LM_0337",NA,"P3",1.4,NA,NA,NA,NA,"E88:UNI",NA,"P3aVKX",582142.857142857,"E88","SWISS",88.8143176733781,39.7,44.7
"179",NA,NA,NA,5,"LM_0335",NA,"P3",NA,NA,NA,NA,NA,"E88:UNI",NA,"P3aVQF",NA,"E88","SWISS",96.9635627530364,47.9,49.4
"180",NA,NA,NA,1,"LM_0347",NA,"P3",NA,NA,NA,NA,NA,"E88:E88",NA,"P3aVUI",NA,"E88","SWISS",90.6293706293706,64.8,71.5
"181",NA,NA,NA,2,"LM_0344",NA,"P3",NA,NA,NA,NA,NA,"UNI:E88",NA,"P3aWEK",NA,"UNI","SWISS",101.167315175097,52,51.4
"182",NA,NA,NA,3,"LM_0334",NA,"P3",NA,NA,NA,NA,NA,"Eflab:UNI",NA,"P3aWMH",NA,"Eflab","SWISS",95.8579881656805,48.6,50.7
"183",NA,NA,NA,5,"LM_0343",NA,"P3",1.8,NA,NA,32.2562706625771,NA,"E139:UNI",NA,"P3aWMM",227777.777777778,"E139","SWISS",89.1304347826087,53.3,59.8
"184",NA,NA,NA,6,"LM_0334",NA,"P3",NA,NA,NA,NA,NA,"Eflab:UNI",NA,"P3aWRE",NA,"Eflab","SWISS",96.2524654832347,48.8,50.7
"185",NA,NA,NA,10,"LM_0335",NA,"P3",1.54,NA,NA,NA,NA,"E88:UNI",NA,"P3aWSE",51948.0519480519,"E88","SWISS",86.0323886639676,42.5,49.4
"186",NA,NA,NA,7,"LM_0336",NA,"P3",3.37,NA,NA,NA,NA,"E88:E64",NA,"P3aWTG",234421.364985163,"E88","SWISS",95.7610789980732,49.7,51.9
"187",NA,NA,NA,5,"LM_0334",NA,"P3",NA,NA,NA,NA,NA,"Eflab:UNI",NA,"P3aXBC",NA,"Eflab","SWISS",95.6607495069034,48.5,50.7
"188",NA,NA,NA,9,"LM_0338",NA,"P3",NA,NA,NA,NA,NA,"E64:E88",NA,"P3aXUQ",NA,"E64","SWISS",86.1598440545809,44.2,51.3
"189",NA,NA,NA,11,"LM_0342",NA,"P3",NA,NA,NA,NA,NA,"E139:E64",NA,"P3aXVS",NA,"E139","SWISS",86.8421052631579,49.5,57
"190",NA,NA,NA,3,"LM_0342",NA,"P3",1.8,NA,NA,4.06682666577567,NA,"E139:E64",NA,"P3aXYE",0,"E139","SWISS",98.7719298245614,56.3,57
"191",NA,NA,NA,9,"LM_0332",NA,"P3",0.64,NA,NA,NA,NA,"Eflab:E88",NA,"P3aYJG",242187.5,"Eflab","SWISS",81.5359477124183,49.9,61.2
"192",NA,NA,NA,2,"LM_0335",NA,"P3",NA,NA,NA,NA,NA,"E88:UNI",NA,"P3aYKB",NA,"E88","SWISS",94.1295546558704,46.5,49.4
"193",NA,NA,NA,0,"LM_0341",NA,"P3",NA,NA,NA,NA,NA,"E139:E88",NA,"P3aYKT",NA,"E139","SWISS",100,59.1,59.1
"194",NA,NA,NA,10,"LM_0345",NA,"P3",NA,NA,NA,NA,NA,"UNI:E64",NA,"P3aYKY",NA,"UNI","SWISS",94.3986820428336,57.3,60.7
"195",NA,NA,NA,2,"LM_0336",NA,"P3",NA,NA,NA,NA,NA,"E88:E64",NA,"P3aYLP",NA,"E88","SWISS",96.5317919075144,50.1,51.9
"196",NA,NA,NA,8,"LM_0347",NA,"P3",4.86,NA,NA,NA,NA,"E88:E88",NA,"P3aYMT",187242.798353909,"E88","SWISS",89.0909090909091,63.7,71.5
"197",NA,NA,NA,6,"LM_0342",NA,"P3",1.96,NA,NA,25.4754716010109,NA,"E139:E64",NA,"P3aYNS",627551.020408163,"E139","SWISS",92.4561403508772,52.7,57
"198",NA,NA,NA,11,"LM_0335",NA,"P3",3.06,NA,NA,NA,NA,"E88:UNI",NA,"P3aYTP",19607.8431372549,"E88","SWISS",88.2591093117409,43.6,49.4
"199",NA,NA,NA,4,"LM_0332",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E88",NA,"P3aYTT",NA,"Eflab","SWISS",96.7320261437908,59.2,61.2
"200",NA,NA,NA,10,"LM_0342",NA,"P3",NA,NA,NA,NA,NA,"E139:E64",NA,"P3aYUI",NA,"E139","SWISS",89.8245614035088,51.2,57
"201",NA,NA,NA,10,"LM_0346",NA,"P3",NA,NA,NA,NA,NA,"UNI:UNI",NA,"P3aYYU",NA,"UNI","SWISS",97.9591836734694,52.8,53.9
"202",NA,NA,NA,2,"LM_0341",NA,"P3",NA,NA,NA,NA,NA,"E139:E88",NA,"P3aZGF",NA,"E139","SWISS",91.7089678510998,54.2,59.1
"203",NA,NA,NA,0,"LM_0344",NA,"P3",NA,NA,NA,NA,NA,"UNI:E88",NA,"P3aZPZ",NA,"UNI","SWISS",100,51.4,51.4
"204",NA,NA,NA,6,"LM_0346",NA,"P3",3.92,NA,NA,247.11678102021,NA,"UNI:UNI",NA,"P3aZQY",0,"UNI","SWISS",97.4025974025974,52.5,53.9
"205",NA,NA,NA,6,"LM_0338",NA,"P3",0.7,NA,NA,264.226489898267,NA,"E64:E88",NA,"P3aZTI",514285.714285714,"E64","SWISS",88.3040935672515,45.3,51.3
"206",NA,NA,NA,3,"LM_0344",NA,"P3",NA,NA,NA,NA,NA,"UNI:E88",NA,"P3aZTL",NA,"UNI","SWISS",100.389105058366,51.6,51.4
"207",NA,NA,NA,1,"LM_0332",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E88",NA,"P3aZUX",NA,"Eflab","SWISS",97.3856209150327,59.6,61.2
"208",NA,NA,NA,1,"LM_0334",NA,"P3",NA,NA,NA,NA,NA,"Eflab:UNI",NA,"P3aZXF",NA,"Eflab","SWISS",117.357001972387,59.5,50.7
"209","E64",NA,NA,5,"LM_0336",NA,"P3",0.67,NA,NA,NA,NA,"E88:E64",NA,"P3bAGV",649253.731343284,NA,"SWISS",95.4110898661568,46,52.3
"210","UNI",NA,NA,6,"LM_0337",NA,"P3",1.59,NA,NA,NA,NA,"E88:UNI",NA,"P3bAHV",0,NA,"SWISS",98.8864142538975,44.4,44.9
"211","E88",NA,NA,5,"LM_0332",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E88",NA,"P3bAOV",NA,NA,"SWISS",97.8557504873294,50.2,51.3
"212","E88",NA,NA,0,"LM_0332",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E88",NA,"P3bBHI",NA,NA,"SWISS",100,51.3,51.3
"213","E64",NA,NA,3,"LM_0342",NA,"P3",1.87,NA,NA,NA,NA,"E139:E64",NA,"P3bBPM",8021.39037433155,NA,"SWISS",94.2446043165468,51.2,55.6
"214","E88",NA,NA,7,"LM_0341",NA,"P3",1.98,NA,NA,NA,NA,"E139:E88",NA,"P3bBPO",540404.04040404,NA,"SWISS",93.8037865748709,54.5,58.1
"215","E64",NA,NA,8,"LM_0333",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E64",NA,"P3bBTL",NA,NA,"SWISS",91.4,45.7,50
"216","E64",NA,NA,5,"LM_0339",NA,"P3",1.11,NA,NA,NA,NA,"E64:E64",NA,"P3bBUX",445945.945945946,NA,"SWISS",95.2577319587629,44.7,48.5
"217","UNI",NA,NA,4,"LM_0346",NA,"P3",NA,NA,NA,NA,NA,"UNI:UNI",NA,"P3bBZL",NA,NA,"SWISS",96.6165413533835,52.3,53.2
"218","E88",NA,NA,7,"LM_0332",NA,"P3",2.9,NA,NA,NA,NA,"Eflab:E88",NA,"P3bCRA",32758.6206896552,NA,"SWISS",97.0760233918129,49.8,51.3
"219","UNI",NA,NA,4,"LM_0343",NA,"P3",NA,NA,NA,NA,NA,"E139:UNI",NA,"P3bCTS",NA,NA,"SWISS",95.929203539823,55.1,56.5
"220","E64",NA,NA,5,"LM_0333",NA,"P3",1.69,NA,NA,NA,NA,"Eflab:E64",NA,"P3bDGY",162721.893491124,NA,"SWISS",97,47.4,50
"221","E88",NA,NA,7,"LM_0344",NA,"P3",NA,NA,NA,NA,NA,"UNI:E88",NA,"P3bECK",NA,NA,"SWISS",NA,NA,48.6
"222","UNI",NA,NA,5,"LM_0346",NA,"P3",1.04,NA,NA,NA,NA,"UNI:UNI",NA,"P3bEFI",19230.7692307692,NA,"SWISS",98.3082706766917,52.1,53.2
"223","E64",NA,NA,1,"LM_0345",NA,"P3",NA,NA,NA,NA,NA,"UNI:E64",NA,"P3bERF",NA,NA,"SWISS",98.3108108108108,58.2,59.2
"224","E88",NA,NA,4,"LM_0332",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E88",NA,"P3bEVI",NA,NA,"SWISS",96.2962962962963,50.2,51.3
"225","UNI",NA,NA,0,"LM_0334",NA,"P3",NA,NA,NA,NA,NA,"Eflab:UNI",NA,"P3bEVN",NA,NA,"SWISS",100,47.3,47.3
"226","E64",NA,NA,8,"LM_0342",NA,"P3",NA,NA,NA,NA,NA,"E139:E64",NA,"P3bEVY",NA,NA,"SWISS",85.2517985611511,47.4,55.6
"227","E88",NA,NA,6,"LM_0341",NA,"P3",NA,NA,NA,NA,NA,"E139:E88",NA,"P3bEWH",NA,NA,"SWISS",94.1480206540448,54.7,58.1
"228","UNI",NA,NA,7,"LM_0340",NA,"P3",1.67,NA,NA,NA,NA,"E64:UNI",NA,"P3bFPD",5988.02395209581,NA,"SWISS",94.9626865671642,50.9,53.6
"229","UNI",NA,NA,1,"LM_0337",NA,"P3",NA,NA,NA,NA,NA,"E88:UNI",NA,"P3bFUT",NA,NA,"SWISS",96.4365256124722,43.3,44.9
"230","E88",NA,NA,3,"LM_0338",NA,"P3",NA,NA,NA,NA,NA,"E64:E88",NA,"P3bFVQ",NA,NA,"SWISS",99.402390438247,49.9,50.2
"231","UNI",NA,NA,4,"LM_0334",NA,"P3",NA,NA,NA,NA,NA,"Eflab:UNI",NA,"P3bFWC",NA,NA,"SWISS",97.8858350951374,46.5,47.3
"232","E88",NA,NA,4,"LM_0338",NA,"P3",NA,NA,NA,NA,NA,"E64:E88",NA,"P3bHET",NA,NA,"SWISS",99.402390438247,48.6,50.2
"233","E88",NA,NA,3,"LM_0341",NA,"P3",NA,NA,NA,NA,NA,"E139:E88",NA,"P3bHPH",NA,NA,"SWISS",94.3201376936317,54.9,58.1
"234","E88",NA,NA,0,"LM_0347",NA,"P3",NA,NA,NA,NA,NA,"E88:E88",NA,"P3bHSH",NA,NA,"SWISS",100,69.1,69.1
"235","E88",NA,NA,6,"LM_0344",NA,"P3",NA,NA,NA,NA,NA,"UNI:E88",NA,"P3bHSI",NA,NA,"SWISS",NA,NA,48.6
"236","E64",NA,NA,4,"LM_0345",NA,"P3",2.13,NA,NA,NA,NA,"UNI:E64",NA,"P3bHYO",23474.1784037559,NA,"SWISS",97.8040540540541,56.7,59.2
"237","UNI",NA,NA,0,"LM_0346",NA,"P3",NA,NA,NA,NA,NA,"UNI:UNI",NA,"P3bIAU",NA,NA,"SWISS",100,53.2,53.2
"238","E88",NA,NA,5,"LM_0347",NA,"P3",NA,NA,NA,NA,NA,"E88:E88",NA,"P3bICF",NA,NA,"SWISS",93.1982633863965,63.5,69.1
"239","E64",NA,NA,8,"LM_0345",NA,"P3",NA,NA,NA,NA,NA,"UNI:E64",NA,"P3bIHD",NA,NA,"SWISS",89.1891891891892,52.8,59.2
"240","E64",NA,NA,4,"LM_0336",NA,"P3",2.12,NA,NA,NA,NA,"E88:E64",NA,"P3bINX",0,NA,"SWISS",91.9694072657744,49.9,52.3
"241","E64",NA,NA,3,"LM_0336",NA,"P3",1.81,NA,NA,NA,NA,"E88:E64",NA,"P3bIPY",0,NA,"SWISS",95.9847036328872,48.1,52.3
"242","E88",NA,NA,3,"LM_0332",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E88",NA,"P3bISY",NA,NA,"SWISS",96.2962962962963,49.4,51.3
"243","E64",NA,NA,4,"LM_0342",NA,"P3",2.74,NA,NA,NA,NA,"E139:E64",NA,"P3bJAH",1824.81751824818,NA,"SWISS",92.0863309352518,52.2,55.6
"244","UNI",NA,NA,0,"LM_0340",NA,"P3",NA,NA,NA,NA,NA,"E64:UNI",NA,"P3bJAT",NA,NA,"SWISS",100,53.6,53.6
"245","E64",NA,NA,8,"LM_0339",NA,"P3",NA,NA,NA,NA,NA,"E64:E64",NA,"P3bJUN",NA,NA,"SWISS",90.1030927835052,43.7,48.5
"246","UNI",NA,NA,6,"LM_0343",NA,"P3",2.02,NA,NA,NA,NA,"E139:UNI",NA,"P3bJVY",0,NA,"SWISS",96.1061946902655,54.3,56.5
"247","E64",NA,NA,1,"LM_0342",NA,"P3",NA,NA,NA,NA,NA,"E139:E64",NA,"P3bKLB",NA,NA,"SWISS",97.3021582733813,54.1,55.6
"248","E64",NA,NA,0,"LM_0336",NA,"P3",NA,NA,NA,NA,NA,"E88:E64",NA,"P3bKTN",NA,NA,"SWISS",100,52.3,52.3
"249","UNI",NA,NA,7,"LM_0343",NA,"P3",2.25,NA,NA,NA,NA,"E139:UNI",NA,"P3bLAV",0,NA,"SWISS",95.5752212389381,54,56.5
"250","E64",NA,NA,6,"LM_0339",NA,"P3",0.88,NA,NA,NA,NA,"E64:E64",NA,"P3bLBS",198863.636363636,NA,"SWISS",90.9278350515464,44.1,48.5
"251","UNI",NA,NA,6,"LM_0340",NA,"P3",1.72,NA,NA,NA,NA,"E64:UNI",NA,"P3bLCA",0,NA,"SWISS",95.5223880597015,51.2,53.6
"252","E64",NA,NA,6,"LM_0345",NA,"P3",1,NA,NA,NA,NA,"UNI:E64",NA,"P3bLFC",1130000,NA,"SWISS",93.4121621621621,55.3,59.2
"253","UNI",NA,NA,3,"LM_0343",NA,"P3",NA,NA,NA,NA,NA,"E139:UNI",NA,"P3bLNN",NA,NA,"SWISS",97.5221238938053,54.2,56.5
"254","UNI",NA,NA,5,"LM_0343",NA,"P3",1.8,NA,NA,NA,NA,"E139:UNI",NA,"P3bLOR",0,NA,"SWISS",97.5221238938053,54.6,56.5
"255","E88",NA,NA,7,"LM_0347",NA,"P3",2.57,NA,NA,NA,NA,"E88:E88",NA,"P3bLSG",0,NA,"SWISS",91.1722141823444,63,69.1
"256","E88",NA,NA,5,"LM_0341",NA,"P3",NA,NA,NA,NA,NA,"E139:E88",NA,"P3bLZC",NA,NA,"SWISS",93.1153184165232,54.7,58.1
"257","E64",NA,NA,0,"LM_0345",NA,"P3",NA,NA,NA,NA,NA,"UNI:E64",NA,"P3bMRS",NA,NA,"SWISS",100,59.2,59.2
"258","E64",NA,NA,6,"LM_0333",NA,"P3",0.97,NA,NA,NA,NA,"Eflab:E64",NA,"P3bMUY",690721.649484536,NA,"SWISS",92.6,46.3,50
"259","UNI",NA,NA,3,"LM_0346",NA,"P3",NA,NA,NA,NA,NA,"UNI:UNI",NA,"P3bNPG",NA,NA,"SWISS",97.1804511278195,51.4,53.2
"260","UNI",NA,NA,5,"LM_0337",NA,"P3",1.58,NA,NA,NA,NA,"E88:UNI",NA,"P3bNSX",0,NA,"SWISS",96.6592427616927,44.2,44.9
"261","E64",NA,NA,6,"LM_0336",NA,"P3",0.78,NA,NA,NA,NA,"E88:E64",NA,"P3bNYU",160256.41025641,NA,"SWISS",84.8948374760994,44.4,52.3
"262","E88",NA,NA,1,"LM_0344",NA,"P3",NA,NA,NA,NA,NA,"UNI:E88",NA,"P3bNZA",NA,NA,"SWISS",98.3539094650206,47.8,48.6
"263","E88",NA,NA,0,"LM_0341",NA,"P3",NA,NA,NA,NA,NA,"E139:E88",NA,"P3bOAH",NA,NA,"SWISS",100,58.1,58.1
"264","UNI",NA,NA,4,"LM_0337",NA,"P3",NA,NA,NA,NA,NA,"E88:UNI",NA,"P3bOCL",NA,NA,"SWISS",98.8864142538975,43.4,44.9
"265","E64",NA,NA,0,"LM_0342",NA,"P3",NA,NA,NA,NA,NA,"E139:E64",NA,"P3bOGG",NA,NA,"SWISS",100,55.6,55.6
"266","E88",NA,NA,1,"LM_0332",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E88",NA,"P3bOKQ",NA,NA,"SWISS",99.4152046783626,51,51.3
"267","E64",NA,NA,5,"LM_0345",NA,"P3",2.02,NA,NA,NA,NA,"UNI:E64",NA,"P3bOKR",445544.554455446,NA,"SWISS",95.777027027027,57.9,59.2
"268","UNI",NA,NA,7,"LM_0335",NA,"P3",2.44,NA,NA,NA,NA,"E88:UNI",NA,"P3bONI",0,NA,"SWISS",97.8723404255319,46,47
"269","E64",NA,NA,1,"LM_0333",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E64",NA,"P3bORK",NA,NA,"SWISS",98.4,49.2,50
"270","UNI",NA,NA,7,"LM_0334",NA,"P3",1.59,NA,NA,NA,NA,"Eflab:UNI",NA,"P3bOYV",NA,NA,"SWISS",97.6744186046512,46.2,47.3
"271","E88",NA,NA,4,"LM_0344",NA,"P3",NA,NA,NA,NA,NA,"UNI:E88",NA,"P3bPBP",NA,NA,"SWISS",NA,NA,48.6
"272","E64",NA,NA,4,"LM_0333",NA,"P3",1.84,NA,NA,NA,NA,"Eflab:E64",NA,"P3bPFK",0,NA,"SWISS",98,48.5,50
"273","UNI",NA,NA,7,"LM_0337",NA,"P3",1.49,NA,NA,NA,NA,"E88:UNI",NA,"P3bQAP",10067.1140939597,NA,"SWISS",97.7728285077951,43.9,44.9
"274","UNI",NA,NA,6,"LM_0334",NA,"P3",2.25,NA,NA,NA,NA,"Eflab:UNI",NA,"P3bQIT",0,NA,"SWISS",99.3657505285412,47,47.3
"275","UNI",NA,NA,1,"LM_0343",NA,"P3",NA,NA,NA,NA,NA,"E139:UNI",NA,"P3bQJG",NA,NA,"SWISS",97.6991150442478,55.2,56.5
"276","UNI",NA,NA,4,"LM_0340",NA,"P3",NA,NA,NA,NA,NA,"E64:UNI",NA,"P3bQKK",NA,NA,"SWISS",95.7089552238806,52.8,53.6
"277","UNI",NA,NA,5,"LM_0340",NA,"P3",1.37,NA,NA,NA,NA,"E64:UNI",NA,"P3bQOV",0,NA,"SWISS",98.5074626865672,52.3,53.6
"278","E88",NA,NA,6,"LM_0338",NA,"P3",NA,NA,NA,NA,NA,"E64:E88",NA,"P3bQSG",NA,NA,"SWISS",98.605577689243,49.5,50.2
"279","UNI",NA,NA,5,"LM_0334",NA,"P3",1.6,NA,NA,NA,NA,"Eflab:UNI",NA,"P3bQTR",3125,NA,"SWISS",98.3086680761099,46.9,47.3
"280","E64",NA,NA,1,"LM_0336",NA,"P3",NA,NA,NA,NA,NA,"E88:E64",NA,"P3bRDY",NA,NA,"SWISS",97.5143403441683,51,52.3
"281","UNI",NA,NA,6,"LM_0335",NA,"P3",1.51,NA,NA,NA,NA,"E88:UNI",NA,"P3bRMA",0,NA,"SWISS",98.5106382978723,46.3,47
"282","E88",NA,NA,5,"LM_0338",NA,"P3",NA,NA,NA,NA,NA,"E64:E88",NA,"P3bRPF",NA,NA,"SWISS",96.8127490039841,50,50.2
"283","E88",NA,NA,1,"LM_0338",NA,"P3",NA,NA,NA,NA,NA,"E64:E88",NA,"P3bRYZ",NA,NA,"SWISS",97.6095617529881,49,50.2
"284","E64",NA,NA,4,"LM_0339",NA,"P3",1.65,NA,NA,NA,NA,"E64:E64",NA,"P3bSNM",0,NA,"SWISS",95.4639175257732,46.2,48.5
"285","E88",NA,NA,4,"LM_0341",NA,"P3",NA,NA,NA,NA,NA,"E139:E88",NA,"P3bSWG",NA,NA,"SWISS",94.4922547332186,54.1,58.1
"286","E88",NA,NA,0,"LM_0344",NA,"P3",NA,NA,NA,NA,NA,"UNI:E88",NA,"P3bTIQ",NA,NA,"SWISS",100,48.6,48.6
"287","E64",NA,NA,3,"LM_0333",NA,"P3",3.18,NA,NA,NA,NA,"Eflab:E64",NA,"P3bTMN",0,NA,"SWISS",97.8,49,50
"288","UNI",NA,NA,1,"LM_0334",NA,"P3",NA,NA,NA,NA,NA,"Eflab:UNI",NA,"P3bTPK",NA,NA,"SWISS",98.9429175475687,46.8,47.3
"289","E64",NA,NA,1,"LM_0339",NA,"P3",NA,NA,NA,NA,NA,"E64:E64",NA,"P3bTTE",NA,NA,"SWISS",97.5257731958763,47.3,48.5
"290","UNI",NA,NA,0,"LM_0335",NA,"P3",NA,NA,NA,NA,NA,"E88:UNI",NA,"P3bTTH",NA,NA,"SWISS",100,47,47
"291","E88",NA,NA,6,"LM_0332",NA,"P3",NA,NA,NA,NA,NA,"Eflab:E88",NA,"P3bUBY",NA,NA,"SWISS",96.4912280701754,49.5,51.3
"292","UNI",NA,NA,0,"LM_0337",NA,"P3",NA,NA,NA,NA,NA,"E88:UNI",NA,"P3bUDX",NA,NA,"SWISS",100,44.9,44.9
"293","E88",NA,NA,6,"LM_0347",NA,"P3",2.9,NA,NA,NA,NA,"E88:E88",NA,"P3bUFY",NA,NA,"SWISS",90.5933429811867,62.6,69.1
"294","UNI",NA,NA,3,"LM_0337",NA,"P3",NA,NA,NA,NA,NA,"E88:UNI",NA,"P3bUQN",NA,NA,"SWISS",97.5501113585746,44.4,44.9
"295","E64",NA,NA,0,"LM_0339",NA,"P3",NA,NA,NA,NA,NA,"E64:E64",NA,"P3bUUP",NA,NA,"SWISS",100,48.5,48.5
"296","UNI",NA,NA,1,"LM_0346",NA,"P3",NA,NA,NA,NA,NA,"UNI:UNI",NA,"P3bUYT",NA,NA,"SWISS",99.0601503759399,52.7,53.2
"297","UNI",NA,NA,0,"LM_0343",NA,"P3",NA,NA,NA,NA,NA,"E139:UNI",NA,"P3bVAA",NA,NA,"SWISS",100,56.5,56.5
"298","E64",NA,NA,3,"LM_0339",NA,"P3",1.73,NA,NA,NA,NA,"E64:E64",NA,"P3bVEO",0,NA,"SWISS",97.7319587628866,46.3,48.5
"299","E88",NA,NA,4,"LM_0347",NA,"P3",NA,NA,NA,NA,NA,"E88:E88",NA,"P3bVIZ",NA,NA,"SWISS",92.3299565846599,64.4,69.1
"300","UNI",NA,NA,7,"LM_0346",NA,"P3",1.66,NA,NA,NA,NA,"UNI:UNI",NA,"P3bVLZ",0,NA,"SWISS",96.2406015037594,51.2,53.2
