"","dpi.diss","inf.strain","EH_ID","dpi_of_perc","perc_of_dpi1","name","value"
"1010","9dpi","Uninf","LM0023",4,103.77358490566,"Day9_.g",34.6
"1011","9dpi","Uninf","LM0023",4,103.77358490566,"Day10_.g",NA
"1012","9dpi","Uninf","LM0023",4,103.77358490566,"Day11_.g",NA
"1013","9dpi","Eflab","LM0080",4,99.23273657289,"Day.1_.g",39.1
"1014","9dpi","Eflab","LM0080",4,99.23273657289,"Day2_.g",38.8
"1015","9dpi","Eflab","LM0080",4,99.23273657289,"Day3_.g",38.3
"1016","9dpi","Eflab","LM0080",4,99.23273657289,"Day4_.g",38.8
"1017","9dpi","Eflab","LM0080",4,99.23273657289,"Day5_.g",39.1
"1018","9dpi","Eflab","LM0080",4,99.23273657289,"Day6_.g",37.6
"1019","9dpi","Eflab","LM0080",4,99.23273657289,"Day7_.g",36.4
"1020","9dpi","Eflab","LM0080",4,99.23273657289,"Day8_.g",32.4
"1021","9dpi","Eflab","LM0080",4,99.23273657289,"Day9_.g",30
"1022","9dpi","Eflab","LM0080",4,99.23273657289,"Day10_.g",NA
"1023","9dpi","Eflab","LM0080",4,99.23273657289,"Day11_.g",NA
"1024","9dpi","Efwild","LM0030",4,98.9130434782609,"Day.1_.g",36.8
"1025","9dpi","Efwild","LM0030",4,98.9130434782609,"Day2_.g",36.8
"1026","9dpi","Efwild","LM0030",4,98.9130434782609,"Day3_.g",36.1
"1027","9dpi","Efwild","LM0030",4,98.9130434782609,"Day4_.g",36.4
"1028","9dpi","Efwild","LM0030",4,98.9130434782609,"Day5_.g",35.9
"1029","9dpi","Efwild","LM0030",4,98.9130434782609,"Day6_.g",35.9
"1030","9dpi","Efwild","LM0030",4,98.9130434782609,"Day7_.g",36.2
"1031","9dpi","Efwild","LM0030",4,98.9130434782609,"Day8_.g",34
"1032","9dpi","Efwild","LM0030",4,98.9130434782609,"Day9_.g",31.9
"1033","9dpi","Efwild","LM0030",4,98.9130434782609,"Day10_.g",NA
"1034","9dpi","Efwild","LM0030",4,98.9130434782609,"Day11_.g",NA
"1035","9dpi","EI64","LM0066",4,94.0476190476191,"Day.1_.g",33.6
"1036","9dpi","EI64","LM0066",4,94.0476190476191,"Day2_.g",32.5
"1037","9dpi","EI64","LM0066",4,94.0476190476191,"Day3_.g",32.3
"1038","9dpi","EI64","LM0066",4,94.0476190476191,"Day4_.g",31.6
"1039","9dpi","EI64","LM0066",4,94.0476190476191,"Day5_.g",30.9
"1040","9dpi","EI64","LM0066",4,94.0476190476191,"Day6_.g",32.4
"1041","9dpi","EI64","LM0066",4,94.0476190476191,"Day7_.g",33
"1042","9dpi","EI64","LM0066",4,94.0476190476191,"Day8_.g",33.7
"1043","9dpi","EI64","LM0066",4,94.0476190476191,"Day9_.g",32.8
"1044","9dpi","EI64","LM0066",4,94.0476190476191,"Day10_.g",NA
"1045","9dpi","EI64","LM0066",4,94.0476190476191,"Day11_.g",NA
"1046","9dpi","Uninf","LM0089",4,90,"Day.1_.g",40
"1047","9dpi","Uninf","LM0089",4,90,"Day2_.g",40
"1048","9dpi","Uninf","LM0089",4,90,"Day3_.g",35.1
"1049","9dpi","Uninf","LM0089",4,90,"Day4_.g",36
"1050","9dpi","Uninf","LM0089",4,90,"Day5_.g",35
"1051","9dpi","Uninf","LM0089",4,90,"Day6_.g",34
"1052","9dpi","Uninf","LM0089",4,90,"Day7_.g",35
"1053","9dpi","Uninf","LM0089",4,90,"Day8_.g",36
"1054","9dpi","Uninf","LM0089",4,90,"Day9_.g",36.3
"1055","9dpi","Uninf","LM0089",4,90,"Day10_.g",NA
"1056","9dpi","Uninf","LM0089",4,90,"Day11_.g",NA
"1057","11dpi","Eflab","LM0021",4,97.7777777777778,"Day.1_.g",36
"1058","11dpi","Eflab","LM0021",4,97.7777777777778,"Day2_.g",35
"1059","11dpi","Eflab","LM0021",4,97.7777777777778,"Day3_.g",34.5
"1060","11dpi","Eflab","LM0021",4,97.7777777777778,"Day4_.g",35.2
"1061","11dpi","Eflab","LM0021",4,97.7777777777778,"Day5_.g",34.8
"1062","11dpi","Eflab","LM0021",4,97.7777777777778,"Day6_.g",35.4
"1063","11dpi","Eflab","LM0021",4,97.7777777777778,"Day7_.g",32
"1064","11dpi","Eflab","LM0021",4,97.7777777777778,"Day8_.g",27.7
"1065","11dpi","Eflab","LM0021",4,97.7777777777778,"Day9_.g",25
"1066","11dpi","Eflab","LM0021",4,97.7777777777778,"Day10_.g",33.5
"1067","11dpi","Eflab","LM0021",4,97.7777777777778,"Day11_.g",33.5
"1068","11dpi","Efwild","LM0048",4,101.129943502825,"Day.1_.g",35.4
"1069","11dpi","Efwild","LM0048",4,101.129943502825,"Day2_.g",35.6
"1070","11dpi","Efwild","LM0048",4,101.129943502825,"Day3_.g",35.4
"1071","11dpi","Efwild","LM0048",4,101.129943502825,"Day4_.g",35.8
"1072","11dpi","Efwild","LM0048",4,101.129943502825,"Day5_.g",35.3
"1073","11dpi","Efwild","LM0048",4,101.129943502825,"Day6_.g",35.4
"1074","11dpi","Efwild","LM0048",4,101.129943502825,"Day7_.g",34.7
"1075","11dpi","Efwild","LM0048",4,101.129943502825,"Day8_.g",30.2
"1076","11dpi","Efwild","LM0048",4,101.129943502825,"Day9_.g",25
"1077","11dpi","Efwild","LM0048",4,101.129943502825,"Day10_.g",24.5
"1078","11dpi","Efwild","LM0048",4,101.129943502825,"Day11_.g",23.5
"1079","11dpi","EI64","LM0072",4,89.8203592814371,"Day.1_.g",33.4
"1080","11dpi","EI64","LM0072",4,89.8203592814371,"Day2_.g",31.6
"1081","11dpi","EI64","LM0072",4,89.8203592814371,"Day3_.g",35.4
"1082","11dpi","EI64","LM0072",4,89.8203592814371,"Day4_.g",30
"1083","11dpi","EI64","LM0072",4,89.8203592814371,"Day5_.g",28
"1084","11dpi","EI64","LM0072",4,89.8203592814371,"Day6_.g",30.5
"1085","11dpi","EI64","LM0072",4,89.8203592814371,"Day7_.g",31.6
"1086","11dpi","EI64","LM0072",4,89.8203592814371,"Day8_.g",32.6
"1087","11dpi","EI64","LM0072",4,89.8203592814371,"Day9_.g",33.8
"1088","11dpi","EI64","LM0072",4,89.8203592814371,"Day10_.g",34.3
"1089","11dpi","EI64","LM0072",4,89.8203592814371,"Day11_.g",34.4
"1090","11dpi","Uninf","LM0032",4,100,"Day.1_.g",34
"1091","11dpi","Uninf","LM0032",4,100,"Day2_.g",34.6
"1092","11dpi","Uninf","LM0032",4,100,"Day3_.g",35
"1093","11dpi","Uninf","LM0032",4,100,"Day4_.g",34
"1094","11dpi","Uninf","LM0032",4,100,"Day5_.g",34
"1095","11dpi","Uninf","LM0032",4,100,"Day6_.g",34
"1096","11dpi","Uninf","LM0032",4,100,"Day7_.g",34
"1097","11dpi","Uninf","LM0032",4,100,"Day8_.g",34
"1098","11dpi","Uninf","LM0032",4,100,"Day9_.g",34
"1099","11dpi","Uninf","LM0032",4,100,"Day10_.g",34
"1100","11dpi","Uninf","LM0032",4,100,"Day11_.g",34.5
"1101","11dpi","Eflab","LM0025",4,97.6190476190476,"Day.1_.g",42
"1102","11dpi","Eflab","LM0025",4,97.6190476190476,"Day2_.g",41.9
"1103","11dpi","Eflab","LM0025",4,97.6190476190476,"Day3_.g",40.5
"1104","11dpi","Eflab","LM0025",4,97.6190476190476,"Day4_.g",41
"1105","11dpi","Eflab","LM0025",4,97.6190476190476,"Day5_.g",41
"1106","11dpi","Eflab","LM0025",4,97.6190476190476,"Day6_.g",40
"1107","11dpi","Eflab","LM0025",4,97.6190476190476,"Day7_.g",39.4
"1108","11dpi","Eflab","LM0025",4,97.6190476190476,"Day8_.g",35.5
"1109","11dpi","Eflab","LM0025",4,97.6190476190476,"Day9_.g",32.3
"1110","11dpi","Eflab","LM0025",4,97.6190476190476,"Day10_.g",31.8
"1111","11dpi","Eflab","LM0025",4,97.6190476190476,"Day11_.g",33
"1112","11dpi","Efwild","LM0027",4,97.8260869565217,"Day.1_.g",27.6
"1113","11dpi","Efwild","LM0027",4,97.8260869565217,"Day2_.g",27.4
"1114","11dpi","Efwild","LM0027",4,97.8260869565217,"Day3_.g",28.3
"1115","11dpi","Efwild","LM0027",4,97.8260869565217,"Day4_.g",27
"1116","11dpi","Efwild","LM0027",4,97.8260869565217,"Day5_.g",28.4
"1117","11dpi","Efwild","LM0027",4,97.8260869565217,"Day6_.g",28.4
"1118","11dpi","Efwild","LM0027",4,97.8260869565217,"Day7_.g",27.4
"1119","11dpi","Efwild","LM0027",4,97.8260869565217,"Day8_.g",24.7
"1120","11dpi","Efwild","LM0027",4,97.8260869565217,"Day9_.g",22.8
"1121","11dpi","Efwild","LM0027",4,97.8260869565217,"Day10_.g",21.1
"1122","11dpi","Efwild","LM0027",4,97.8260869565217,"Day11_.g",24.7
"1123","11dpi","EI64","LM0078",4,98.2658959537572,"Day.1_.g",34.6
"1124","11dpi","EI64","LM0078",4,98.2658959537572,"Day2_.g",35.2
"1125","11dpi","EI64","LM0078",4,98.2658959537572,"Day3_.g",34.3
"1126","11dpi","EI64","LM0078",4,98.2658959537572,"Day4_.g",34
"1127","11dpi","EI64","LM0078",4,98.2658959537572,"Day5_.g",32.6
"1128","11dpi","EI64","LM0078",4,98.2658959537572,"Day6_.g",34.4
"1129","11dpi","EI64","LM0078",4,98.2658959537572,"Day7_.g",34.1
"1130","11dpi","EI64","LM0078",4,98.2658959537572,"Day8_.g",34.9
"1131","11dpi","EI64","LM0078",4,98.2658959537572,"Day9_.g",35
"1132","11dpi","EI64","LM0078",4,98.2658959537572,"Day10_.g",35
"1133","11dpi","EI64","LM0078",4,98.2658959537572,"Day11_.g",34.9
"1134","11dpi","Uninf","LM0049",4,100,"Day.1_.g",34
"1135","11dpi","Uninf","LM0049",4,100,"Day2_.g",33
"1136","11dpi","Uninf","LM0049",4,100,"Day3_.g",33.8
"1137","11dpi","Uninf","LM0049",4,100,"Day4_.g",34
"1138","11dpi","Uninf","LM0049",4,100,"Day5_.g",34
"1139","11dpi","Uninf","LM0049",4,100,"Day6_.g",34.6
"1140","11dpi","Uninf","LM0049",4,100,"Day7_.g",34
"1141","11dpi","Uninf","LM0049",4,100,"Day8_.g",34
"1142","11dpi","Uninf","LM0049",4,100,"Day9_.g",33.4
"1143","11dpi","Uninf","LM0049",4,100,"Day10_.g",34
"1144","11dpi","Uninf","LM0049",4,100,"Day11_.g",34
"1145","11dpi","Eflab","LM0031",4,98.1651376146789,"Day.1_.g",32.7
"1146","11dpi","Eflab","LM0031",4,98.1651376146789,"Day2_.g",32.8
"1147","11dpi","Eflab","LM0031",4,98.1651376146789,"Day3_.g",36.5
"1148","11dpi","Eflab","LM0031",4,98.1651376146789,"Day4_.g",32.1
"1149","11dpi","Eflab","LM0031",4,98.1651376146789,"Day5_.g",32.9
"1150","11dpi","Eflab","LM0031",4,98.1651376146789,"Day6_.g",32.6
"1151","11dpi","Eflab","LM0031",4,98.1651376146789,"Day7_.g",31.4
"1152","11dpi","Eflab","LM0031",4,98.1651376146789,"Day8_.g",28
"1153","11dpi","Eflab","LM0031",4,98.1651376146789,"Day9_.g",25
"1154","11dpi","Eflab","LM0031",4,98.1651376146789,"Day10_.g",23.2
"1155","11dpi","Eflab","LM0031",4,98.1651376146789,"Day11_.g",23.1
"1156","11dpi","Efwild","LM0054",4,98.0645161290323,"Day.1_.g",31
"1157","11dpi","Efwild","LM0054",4,98.0645161290323,"Day2_.g",31.2
"1158","11dpi","Efwild","LM0054",4,98.0645161290323,"Day3_.g",30.9
"1159","11dpi","Efwild","LM0054",4,98.0645161290323,"Day4_.g",30.4
"1160","11dpi","Efwild","LM0054",4,98.0645161290323,"Day5_.g",30.8
"1161","11dpi","Efwild","LM0054",4,98.0645161290323,"Day6_.g",30.7
"1162","11dpi","Efwild","LM0054",4,98.0645161290323,"Day7_.g",30
"1163","11dpi","Efwild","LM0054",4,98.0645161290323,"Day8_.g",28
"1164","11dpi","Efwild","LM0054",4,98.0645161290323,"Day9_.g",25.4
"1165","11dpi","Efwild","LM0054",4,98.0645161290323,"Day10_.g",NA
"1166","11dpi","Efwild","LM0054",4,98.0645161290323,"Day11_.g",NA
"1167","11dpi","EI64","LM0071",4,84.375,"Day.1_.g",32
"1168","11dpi","EI64","LM0071",4,84.375,"Day2_.g",32
"1169","11dpi","EI64","LM0071",4,84.375,"Day3_.g",30
"1170","11dpi","EI64","LM0071",4,84.375,"Day4_.g",27
"1171","11dpi","EI64","LM0071",4,84.375,"Day5_.g",24
"1172","11dpi","EI64","LM0071",4,84.375,"Day6_.g",28
"1173","11dpi","EI64","LM0071",4,84.375,"Day7_.g",30.8
"1174","11dpi","EI64","LM0071",4,84.375,"Day8_.g",31.7
"1175","11dpi","EI64","LM0071",4,84.375,"Day9_.g",32.5
"1176","11dpi","EI64","LM0071",4,84.375,"Day10_.g",32.5
"1177","11dpi","EI64","LM0071",4,84.375,"Day11_.g",33.1
"1178","11dpi","Uninf","LM0053",4,103.896103896104,"Day.1_.g",30.8
"1179","11dpi","Uninf","LM0053",4,103.896103896104,"Day2_.g",31
"1180","11dpi","Uninf","LM0053",4,103.896103896104,"Day3_.g",32
"1181","11dpi","Uninf","LM0053",4,103.896103896104,"Day4_.g",32
"1182","11dpi","Uninf","LM0053",4,103.896103896104,"Day5_.g",32
"1183","11dpi","Uninf","LM0053",4,103.896103896104,"Day6_.g",33
"1184","11dpi","Uninf","LM0053",4,103.896103896104,"Day7_.g",33
"1185","11dpi","Uninf","LM0053",4,103.896103896104,"Day8_.g",34
"1186","11dpi","Uninf","LM0053",4,103.896103896104,"Day9_.g",34
"1187","11dpi","Uninf","LM0053",4,103.896103896104,"Day10_.g",34.2
"1188","11dpi","Uninf","LM0053",4,103.896103896104,"Day11_.g",34.5
"1189","7dip","Eflab","LM0075",5,100,"Day.1_.g",40
"1190","7dip","Eflab","LM0075",5,100,"Day2_.g",39
"1191","7dip","Eflab","LM0075",5,100,"Day3_.g",39
"1192","7dip","Eflab","LM0075",5,100,"Day4_.g",40
"1193","7dip","Eflab","LM0075",5,100,"Day5_.g",40
"1194","7dip","Eflab","LM0075",5,100,"Day6_.g",39
"1195","7dip","Eflab","LM0075",5,100,"Day7_.g",NA
"1196","7dip","Eflab","LM0075",5,100,"Day8_.g",NA
"1197","7dip","Eflab","LM0075",5,100,"Day9_.g",NA
"1198","7dip","Eflab","LM0075",5,100,"Day10_.g",NA
"1199","7dip","Eflab","LM0075",5,100,"Day11_.g",NA
"1200","7dip","Efwild","LM0094",5,97.9228486646884,"Day.1_.g",33.7
"1201","7dip","Efwild","LM0094",5,97.9228486646884,"Day2_.g",32
"1202","7dip","Efwild","LM0094",5,97.9228486646884,"Day3_.g",32
"1203","7dip","Efwild","LM0094",5,97.9228486646884,"Day4_.g",32.3
"1204","7dip","Efwild","LM0094",5,97.9228486646884,"Day5_.g",33
"1205","7dip","Efwild","LM0094",5,97.9228486646884,"Day6_.g",32.9
"1206","7dip","Efwild","LM0094",5,97.9228486646884,"Day7_.g",NA
"1207","7dip","Efwild","LM0094",5,97.9228486646884,"Day8_.g",NA
"1208","7dip","Efwild","LM0094",5,97.9228486646884,"Day9_.g",NA
"1209","7dip","Efwild","LM0094",5,97.9228486646884,"Day10_.g",NA
"1210","7dip","Efwild","LM0094",5,97.9228486646884,"Day11_.g",NA
"1211","7dip","EI64","LM0029",5,86.4661654135338,"Day.1_.g",39.9
"1212","7dip","EI64","LM0029",5,86.4661654135338,"Day2_.g",39.2
"1213","7dip","EI64","LM0029",5,86.4661654135338,"Day3_.g",38
"1214","7dip","EI64","LM0029",5,86.4661654135338,"Day4_.g",35
"1215","7dip","EI64","LM0029",5,86.4661654135338,"Day5_.g",34.5
"1216","7dip","EI64","LM0029",5,86.4661654135338,"Day6_.g",36.8
"1217","7dip","EI64","LM0029",5,86.4661654135338,"Day7_.g",NA
"1218","7dip","EI64","LM0029",5,86.4661654135338,"Day8_.g",NA
"1219","7dip","EI64","LM0029",5,86.4661654135338,"Day9_.g",NA
"1220","7dip","EI64","LM0029",5,86.4661654135338,"Day10_.g",NA
"1221","7dip","EI64","LM0029",5,86.4661654135338,"Day11_.g",NA
"1222","7dip","Uninf","LM0085",5,98.3957219251337,"Day.1_.g",37.4
"1223","7dip","Uninf","LM0085",5,98.3957219251337,"Day2_.g",36.2
"1224","7dip","Uninf","LM0085",5,98.3957219251337,"Day3_.g",35.2
"1225","7dip","Uninf","LM0085",5,98.3957219251337,"Day4_.g",33.4
"1226","7dip","Uninf","LM0085",5,98.3957219251337,"Day5_.g",36.8
"1227","7dip","Uninf","LM0085",5,98.3957219251337,"Day6_.g",36.2
"1228","7dip","Uninf","LM0085",5,98.3957219251337,"Day7_.g",NA
"1229","7dip","Uninf","LM0085",5,98.3957219251337,"Day8_.g",NA
"1230","7dip","Uninf","LM0085",5,98.3957219251337,"Day9_.g",NA
"1231","7dip","Uninf","LM0085",5,98.3957219251337,"Day10_.g",NA
"1232","7dip","Uninf","LM0085",5,98.3957219251337,"Day11_.g",NA
"1233","7dip","Eflab","LM0079",5,104.034582132565,"Day.1_.g",34.7
"1234","7dip","Eflab","LM0079",5,104.034582132565,"Day2_.g",34.6
"1235","7dip","Eflab","LM0079",5,104.034582132565,"Day3_.g",34.5
"1236","7dip","Eflab","LM0079",5,104.034582132565,"Day4_.g",36.6
"1237","7dip","Eflab","LM0079",5,104.034582132565,"Day5_.g",36.1
"1238","7dip","Eflab","LM0079",5,104.034582132565,"Day6_.g",34
"1239","7dip","Eflab","LM0079",5,104.034582132565,"Day7_.g",NA
"1240","7dip","Eflab","LM0079",5,104.034582132565,"Day8_.g",NA
"1241","7dip","Eflab","LM0079",5,104.034582132565,"Day9_.g",NA
"1242","7dip","Eflab","LM0079",5,104.034582132565,"Day10_.g",NA
"1243","7dip","Eflab","LM0079",5,104.034582132565,"Day11_.g",NA
"1244","7dip","Efwild","LM0024",5,99.5110024449878,"Day.1_.g",40.9
"1245","7dip","Efwild","LM0024",5,99.5110024449878,"Day2_.g",41.2
"1246","7dip","Efwild","LM0024",5,99.5110024449878,"Day3_.g",40.9
"1247","7dip","Efwild","LM0024",5,99.5110024449878,"Day4_.g",40.6
"1248","7dip","Efwild","LM0024",5,99.5110024449878,"Day5_.g",40.7
"1249","7dip","Efwild","LM0024",5,99.5110024449878,"Day6_.g",35
"1250","7dip","Efwild","LM0024",5,99.5110024449878,"Day7_.g",NA
"1251","7dip","Efwild","LM0024",5,99.5110024449878,"Day8_.g",NA
"1252","7dip","Efwild","LM0024",5,99.5110024449878,"Day9_.g",NA
"1253","7dip","Efwild","LM0024",5,99.5110024449878,"Day10_.g",NA
"1254","7dip","Efwild","LM0024",5,99.5110024449878,"Day11_.g",NA
"1255","7dip","EI64","LM0084",5,89.6648044692737,"Day.1_.g",35.8
"1256","7dip","EI64","LM0084",5,89.6648044692737,"Day2_.g",33.2
"1257","7dip","EI64","LM0084",5,89.6648044692737,"Day3_.g",32.7
"1258","7dip","EI64","LM0084",5,89.6648044692737,"Day4_.g",32.9
"1259","7dip","EI64","LM0084",5,89.6648044692737,"Day5_.g",32.1
"1260","7dip","EI64","LM0084",5,89.6648044692737,"Day6_.g",40.1
"1261","7dip","EI64","LM0084",5,89.6648044692737,"Day7_.g",NA
"1262","7dip","EI64","LM0084",5,89.6648044692737,"Day8_.g",NA
"1263","7dip","EI64","LM0084",5,89.6648044692737,"Day9_.g",NA
"1264","7dip","EI64","LM0084",5,89.6648044692737,"Day10_.g",NA
"1265","7dip","EI64","LM0084",5,89.6648044692737,"Day11_.g",NA
"1266","7dip","Uninf","LM0042",5,89.5,"Day.1_.g",40
"1267","7dip","Uninf","LM0042",5,89.5,"Day2_.g",40.6
"1268","7dip","Uninf","LM0042",5,89.5,"Day3_.g",36.6
"1269","7dip","Uninf","LM0042",5,89.5,"Day4_.g",37.5
"1270","7dip","Uninf","LM0042",5,89.5,"Day5_.g",35.8
"1271","7dip","Uninf","LM0042",5,89.5,"Day6_.g",34
"1272","7dip","Uninf","LM0042",5,89.5,"Day7_.g",NA
"1273","7dip","Uninf","LM0042",5,89.5,"Day8_.g",NA
"1274","7dip","Uninf","LM0042",5,89.5,"Day9_.g",NA
"1275","7dip","Uninf","LM0042",5,89.5,"Day10_.g",NA
"1276","7dip","Uninf","LM0042",5,89.5,"Day11_.g",NA
"1277","7dip","Eflab","LM0059",5,97.9381443298969,"Day.1_.g",38.8
"1278","7dip","Eflab","LM0059",5,97.9381443298969,"Day2_.g",37.7
"1279","7dip","Eflab","LM0059",5,97.9381443298969,"Day3_.g",37.3
"1280","7dip","Eflab","LM0059",5,97.9381443298969,"Day4_.g",37.4
"1281","7dip","Eflab","LM0059",5,97.9381443298969,"Day5_.g",38
"1282","7dip","Eflab","LM0059",5,97.9381443298969,"Day6_.g",33.4
"1283","7dip","Eflab","LM0059",5,97.9381443298969,"Day7_.g",NA
"1284","7dip","Eflab","LM0059",5,97.9381443298969,"Day8_.g",NA
"1285","7dip","Eflab","LM0059",5,97.9381443298969,"Day9_.g",NA
"1286","7dip","Eflab","LM0059",5,97.9381443298969,"Day10_.g",NA
"1287","7dip","Eflab","LM0059",5,97.9381443298969,"Day11_.g",NA
"1288","7dip","Efwild","LM0046",5,98.7562189054726,"Day.1_.g",40.2
"1289","7dip","Efwild","LM0046",5,98.7562189054726,"Day2_.g",40.3
"1290","7dip","Efwild","LM0046",5,98.7562189054726,"Day3_.g",38.4
"1291","7dip","Efwild","LM0046",5,98.7562189054726,"Day4_.g",38.5
"1292","7dip","Efwild","LM0046",5,98.7562189054726,"Day5_.g",39.7
"1293","7dip","Efwild","LM0046",5,98.7562189054726,"Day6_.g",37.6
"1294","7dip","Efwild","LM0046",5,98.7562189054726,"Day7_.g",NA
"1295","7dip","Efwild","LM0046",5,98.7562189054726,"Day8_.g",NA
"1296","7dip","Efwild","LM0046",5,98.7562189054726,"Day9_.g",NA
"1297","7dip","Efwild","LM0046",5,98.7562189054726,"Day10_.g",NA
"1298","7dip","Efwild","LM0046",5,98.7562189054726,"Day11_.g",NA
"1299","7dip","EI64","LM0043",5,93.7655860349127,"Day.1_.g",40.1
"1300","7dip","EI64","LM0043",5,93.7655860349127,"Day2_.g",39.3
"1301","7dip","EI64","LM0043",5,93.7655860349127,"Day3_.g",38
"1302","7dip","EI64","LM0043",5,93.7655860349127,"Day4_.g",36.3
"1303","7dip","EI64","LM0043",5,93.7655860349127,"Day5_.g",37.6
"1304","7dip","EI64","LM0043",5,93.7655860349127,"Day6_.g",35.7
"1305","7dip","EI64","LM0043",5,93.7655860349127,"Day7_.g",NA
"1306","7dip","EI64","LM0043",5,93.7655860349127,"Day8_.g",NA
"1307","7dip","EI64","LM0043",5,93.7655860349127,"Day9_.g",NA
"1308","7dip","EI64","LM0043",5,93.7655860349127,"Day10_.g",NA
"1309","7dip","EI64","LM0043",5,93.7655860349127,"Day11_.g",NA
"1310","7dip","Uninf","LM0065",5,98.0629539951574,"Day.1_.g",41.3
"1311","7dip","Uninf","LM0065",5,98.0629539951574,"Day2_.g",41.2
"1312","7dip","Uninf","LM0065",5,98.0629539951574,"Day3_.g",40
"1313","7dip","Uninf","LM0065",5,98.0629539951574,"Day4_.g",40
"1314","7dip","Uninf","LM0065",5,98.0629539951574,"Day5_.g",40.5
"1315","7dip","Uninf","LM0065",5,98.0629539951574,"Day6_.g",39
"1316","7dip","Uninf","LM0065",5,98.0629539951574,"Day7_.g",NA
"1317","7dip","Uninf","LM0065",5,98.0629539951574,"Day8_.g",NA
"1318","7dip","Uninf","LM0065",5,98.0629539951574,"Day9_.g",NA
"1319","7dip","Uninf","LM0065",5,98.0629539951574,"Day10_.g",NA
"1320","7dip","Uninf","LM0065",5,98.0629539951574,"Day11_.g",NA
"1321","9dpi","Eflab","LM0033",5,93.75,"Day.1_.g",48
"1322","9dpi","Eflab","LM0033",5,93.75,"Day2_.g",47.8
"1323","9dpi","Eflab","LM0033",5,93.75,"Day3_.g",46.7
"1324","9dpi","Eflab","LM0033",5,93.75,"Day4_.g",46.7
"1325","9dpi","Eflab","LM0033",5,93.75,"Day5_.g",45
"1326","9dpi","Eflab","LM0033",5,93.75,"Day6_.g",45
"1327","9dpi","Eflab","LM0033",5,93.75,"Day7_.g",45.6
"1328","9dpi","Eflab","LM0033",5,93.75,"Day8_.g",42.6
"1329","9dpi","Eflab","LM0033",5,93.75,"Day9_.g",39.4
"1330","9dpi","Eflab","LM0033",5,93.75,"Day10_.g",NA
"1331","9dpi","Eflab","LM0033",5,93.75,"Day11_.g",NA
"1332","9dpi","Efwild","LM0045",5,95.5,"Day.1_.g",40
"1333","9dpi","Efwild","LM0045",5,95.5,"Day2_.g",39.9
"1334","9dpi","Efwild","LM0045",5,95.5,"Day3_.g",37.4
"1335","9dpi","Efwild","LM0045",5,95.5,"Day4_.g",37.8
"1336","9dpi","Efwild","LM0045",5,95.5,"Day5_.g",38.2
"1337","9dpi","Efwild","LM0045",5,95.5,"Day6_.g",38
"1338","9dpi","Efwild","LM0045",5,95.5,"Day7_.g",38.4
"1339","9dpi","Efwild","LM0045",5,95.5,"Day8_.g",35.8
"1340","9dpi","Efwild","LM0045",5,95.5,"Day9_.g",32.3
"1341","9dpi","Efwild","LM0045",5,95.5,"Day10_.g",NA
"1342","9dpi","Efwild","LM0045",5,95.5,"Day11_.g",NA
"1343","9dpi","EI64","LM0056",5,93.9759036144578,"Day.1_.g",41.5
"1344","9dpi","EI64","LM0056",5,93.9759036144578,"Day2_.g",41
"1345","9dpi","EI64","LM0056",5,93.9759036144578,"Day3_.g",34.3
"1346","9dpi","EI64","LM0056",5,93.9759036144578,"Day4_.g",34.8
"1347","9dpi","EI64","LM0056",5,93.9759036144578,"Day5_.g",39
"1348","9dpi","EI64","LM0056",5,93.9759036144578,"Day6_.g",41
"1349","9dpi","EI64","LM0056",5,93.9759036144578,"Day7_.g",40.2
"1350","9dpi","EI64","LM0056",5,93.9759036144578,"Day8_.g",42.2
"1351","9dpi","EI64","LM0056",5,93.9759036144578,"Day9_.g",48.8
"1352","9dpi","EI64","LM0056",5,93.9759036144578,"Day10_.g",NA
"1353","9dpi","EI64","LM0056",5,93.9759036144578,"Day11_.g",NA
"1354","9dpi","Uninf","LM0091",5,101.408450704225,"Day.1_.g",35.5
"1355","9dpi","Uninf","LM0091",5,101.408450704225,"Day2_.g",35.3
"1356","9dpi","Uninf","LM0091",5,101.408450704225,"Day3_.g",34.8
"1357","9dpi","Uninf","LM0091",5,101.408450704225,"Day4_.g",37
"1358","9dpi","Uninf","LM0091",5,101.408450704225,"Day5_.g",36
"1359","9dpi","Uninf","LM0091",5,101.408450704225,"Day6_.g",36
"1360","9dpi","Uninf","LM0091",5,101.408450704225,"Day7_.g",36.5
"1361","9dpi","Uninf","LM0091",5,101.408450704225,"Day8_.g",36.5
"1362","9dpi","Uninf","LM0091",5,101.408450704225,"Day9_.g",37
"1363","9dpi","Uninf","LM0091",5,101.408450704225,"Day10_.g",NA
"1364","9dpi","Uninf","LM0091",5,101.408450704225,"Day11_.g",NA
"1365","9dpi","Eflab","LM0073",5,100.324675324675,"Day.1_.g",30.8
"1366","9dpi","Eflab","LM0073",5,100.324675324675,"Day2_.g",30.6
"1367","9dpi","Eflab","LM0073",5,100.324675324675,"Day3_.g",30.6
"1368","9dpi","Eflab","LM0073",5,100.324675324675,"Day4_.g",30.6
"1369","9dpi","Eflab","LM0073",5,100.324675324675,"Day5_.g",30.9
"1370","9dpi","Eflab","LM0073",5,100.324675324675,"Day6_.g",30.4
"1371","9dpi","Eflab","LM0073",5,100.324675324675,"Day7_.g",29.1
"1372","9dpi","Eflab","LM0073",5,100.324675324675,"Day8_.g",26.8
