"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","faeces_weight","HybridStatus","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","Strain","weight","weight_dpi0","Wchange","EXP","currentInf"
"400","E88",-8.0425,-8.25,8,"LM_0266","neg",2.79,"outbred hybrids",31.8333333333333,9.65487230528789,-4.0675,"E64:E88",0.862500000000001,"E7aIOS",0,"E64","SCHUNT_STRA",19.59,23.94,81.83,"E7","E64"
"401","E88",NA,NA,1,"LM_0266",NA,1.28,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7aJTV",0,"E64","SCHUNT_STRA",22.67,23.94,94.7,"E7","E64"
"402","E88",NA,NA,2,"LM_0266",NA,1.18,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7aJUV",0,"E64","SCHUNT_STRA",23.01,23.94,96.12,"E7","E64"
"403","E88",NA,NA,3,"LM_0268",NA,1.27,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aAWZ",0,"E64","SCHUNT_SCHUNT",19.66,20.84,94.34,"E7","E64"
"404","E88",NA,NA,7,"LM_0268",NA,1.58,"parental strains",NA,2.08448327372888,NA,"E64:E88",NA,"E7aAYZ",0,"E64","SCHUNT_SCHUNT",19.2,20.84,92.13,"E7","E64"
"405","E88",NA,NA,1,"LM_0268",NA,1.96,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aCPW",0,"E64","SCHUNT_SCHUNT",19.76,20.84,94.82,"E7","E64"
"406","E88",NA,NA,4,"LM_0268",NA,2.21,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aDGZ",0,"E64","SCHUNT_SCHUNT",19.79,20.84,94.96,"E7","E64"
"407","E88",NA,NA,2,"LM_0268",NA,1.14,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aEIU",0,"E64","SCHUNT_SCHUNT",19.69,20.84,94.48,"E7","E64"
"408","E88",NA,NA,5,"LM_0268",NA,2.5,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aERS",0,"E64","SCHUNT_SCHUNT",19.55,20.84,93.81,"E7","E64"
"409","E88",NA,NA,6,"LM_0268",NA,1.53,"parental strains",NA,0,NA,"E64:E88",NA,"E7aGHV",0,"E64","SCHUNT_SCHUNT",18.85,20.84,90.45,"E7","E64"
"410","E88",-16.435,-8.15,8,"LM_0268","neg",2.11,"parental strains",210,4.78446213666117,-12.48,"E64:E88",-8.365,"E7aGSW",0,"E64","SCHUNT_SCHUNT",19.11,20.84,91.7,"E7","E64"
"411","E88",NA,NA,0,"LM_0268",NA,2.33,"parental strains",NA,NA,NA,"E64:E88",NA,"E7aKWX",0,"E64","SCHUNT_SCHUNT",20.84,20.84,100,"E7","E64"
"412","E64",NA,NA,6,"LM_0269",NA,1.31,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bAQY",11450.3816793893,"E64","STRA_SCHUNT",19.71,21.6,91.25,"E7","E64"
"413","E64",NA,NA,0,"LM_0269",NA,1,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bBIW",0,"E64","STRA_SCHUNT",21.6,21.6,100,"E7","E64"
"414","E64",NA,NA,2,"LM_0269",NA,1.61,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bEIV",0,"E64","STRA_SCHUNT",21.65,21.6,100.2314815,"E7","E64"
"415","E64",NA,NA,5,"LM_0269",NA,1.9,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bGPR",25000,"E64","STRA_SCHUNT",21.34,21.6,98.7962963,"E7","E64"
"416","E64",NA,NA,1,"LM_0269",NA,1.05,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bHJW",0,"E64","STRA_SCHUNT",22.21,21.6,102.8240741,"E7","E64"
"417","E64",NA,NA,7,"LM_0269",NA,1.78,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bIQW",7022.47191011236,"E64","STRA_SCHUNT",20.85,21.6,96.52777778,"E7","E64"
"418","E64",-6.3075,-7.91,8,"LM_0269","pos",1.22,"outbred hybrids",NA,NA,-3.8175,"E64:E64",-13.0275,"E7bLOT",0,"E64","STRA_SCHUNT",21.19,21.6,98.10185185,"E7","E64"
"419","E64",NA,NA,3,"LM_0269",NA,1.31,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bMNP",0,"E64","STRA_SCHUNT",21.5,21.6,99.53703704,"E7","E64"
"420","E64",NA,NA,4,"LM_0269",NA,0.94,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bSUZ",0,"E64","STRA_SCHUNT",21.51,21.6,99.58333333,"E7","E64"
"421","E64",NA,NA,2,"LM_0270",NA,2.23,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bAOZ",0,"E64","SCHUNT_STRA",24.55,23.89,102.7626622,"E7","E64"
"422","E64",NA,NA,3,"LM_0270",NA,1.18,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bARS",0,"E64","SCHUNT_STRA",22.9,23.89,95.8560067,"E7","E64"
"423","E64",NA,NA,5,"LM_0270",NA,2.08,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bBGV",86538.4615384615,"E64","SCHUNT_STRA",22.61,23.89,94.64210967,"E7","E64"
"424","E64",NA,NA,4,"LM_0270",NA,1.75,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bBTZ",0,"E64","SCHUNT_STRA",22.6,23.89,94.60025115,"E7","E64"
"425","E64",NA,NA,7,"LM_0270",NA,1.4,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bEKV",23214.2857142857,"E64","SCHUNT_STRA",22.62,23.89,94.68396819,"E7","E64"
"426","E64",NA,NA,0,"LM_0270",NA,1.91,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bGQU",0,"E64","SCHUNT_STRA",23.89,23.89,100,"E7","E64"
"427","E64",-10.955,-9.75,8,"LM_0270","neg",1.58,"outbred hybrids",NA,NA,-8.01,"E64:E64",-5.455,"E7bKMQ",0,"E64","SCHUNT_STRA",23.01,23.89,96.3164504,"E7","E64"
"428","E64",NA,NA,6,"LM_0270",NA,1.38,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bNRU",57971.0144927536,"E64","SCHUNT_STRA",22.5,23.89,94.18166597,"E7","E64"
"429","E64",NA,NA,1,"LM_0270",NA,1.62,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bOSZ",0,"E64","SCHUNT_STRA",22.92,23.89,95.93972373,"E7","E64"
"430","E88",NA,NA,3,"LM_0271",NA,1.8,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aACO",0,"E64","STRA_BUSNA",23.33,24.25,96.21,"E7","E64"
"431","E88",NA,NA,4,"LM_0271",NA,4.02,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aAGI",0,"E64","STRA_BUSNA",22.8,24.25,94.02,"E7","E64"
"432","E88",NA,NA,2,"LM_0271",NA,2.44,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aBEW",1024.59016393443,"E64","STRA_BUSNA",23.76,24.25,97.98,"E7","E64"
"433","E88",NA,NA,0,"LM_0271",NA,1.39,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aCKO",0,"E64","STRA_BUSNA",24.25,24.25,100,"E7","E64"
"434","E88",NA,NA,5,"LM_0271",NA,0.88,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aFHQ",0,"E64","STRA_BUSNA",23.3,24.25,96.08,"E7","E64"
"435","E88",NA,NA,1,"LM_0271",NA,2.07,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7aHKT",0,"E64","STRA_BUSNA",24.24,24.25,99.96,"E7","E64"
"436","E88",NA,NA,7,"LM_0271",NA,1.79,"inter subsp. hybrids",NA,1.80062932217711,NA,"E64:E88",NA,"E7aKQW",0,"E64","STRA_BUSNA",23.28,24.25,96,"E7","E64"
"437","E88",NA,NA,6,"LM_0271",NA,3.69,"inter subsp. hybrids",NA,3.2902118260771,NA,"E64:E88",NA,"E7aPQZ",0,"E64","STRA_BUSNA",22.66,24.25,93.44,"E7","E64"
"438","E88",-10.305,-9.2,8,"LM_0271","neg",2.08,"inter subsp. hybrids",110.833333333333,1.65664455658793,-8.22,"E64:E88",-4.755,"E7aPSU",0,"E64","STRA_BUSNA",23.34,24.25,96.25,"E7","E64"
"439","E88",NA,NA,0,"LM_0272",NA,0.83,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bAOT",0,"E64","BUSNA_STRA",22.77,22.77,100,"E7","E88"
"440","E88",-12.895,-10.55,8,"LM_0272","neg",1.48,"inter subsp. hybrids",NA,NA,-9.9,"E64:E88",-6.865,"E7bAYZ",0,"E64","BUSNA_STRA",22.78,22.77,100.0439174,"E7","E88"
"441","E88",NA,NA,2,"LM_0272",NA,1.68,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bCKS",0,"E64","BUSNA_STRA",23.14,22.77,101.6249451,"E7","E88"
"442","E88",NA,NA,4,"LM_0272",NA,1.17,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bCTU",0,"E64","BUSNA_STRA",23.14,22.77,101.6249451,"E7","E88"
"443","E88",NA,NA,1,"LM_0272",NA,1.83,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bEWX",0,"E64","BUSNA_STRA",22.6,22.77,99.2534036,"E7","E88"
"444","E88",NA,NA,6,"LM_0272",NA,1.92,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bHWY",0,"E64","BUSNA_STRA",23.26,22.77,102.1519543,"E7","E88"
"445","E88",NA,NA,5,"LM_0272",NA,2.28,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bJQZ",0,"E64","BUSNA_STRA",22.53,22.77,98.94598155,"E7","E88"
"446","E88",NA,NA,3,"LM_0272",NA,1.28,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bLQW",0,"E64","BUSNA_STRA",22.5,22.77,98.81422925,"E7","E88"
"447","E88",NA,NA,7,"LM_0272",NA,1.27,"inter subsp. hybrids",NA,3.15681996639047,NA,"E64:E88",NA,"E7bLVZ",0,"E64","BUSNA_STRA",22.87,22.77,100.4391744,"E7","E88"
"448","E88",NA,NA,0,"LM_0273",NA,1.82,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bAHV",0,"E64","STRA_SCHUNT",21.7,21.7,100,"E7","E88"
"449","E88",NA,NA,4,"LM_0273",NA,1.43,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bBQV",0,"E64","STRA_SCHUNT",22.17,21.7,102.1658986,"E7","E88"
"450","E88",NA,NA,3,"LM_0273",NA,1.82,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bCLX",0,"E64","STRA_SCHUNT",21.47,21.7,98.94009217,"E7","E88"
"451","E88",NA,NA,7,"LM_0273",NA,1.94,"outbred hybrids",NA,1.70480602443531,NA,"E64:E88",NA,"E7bDIS",0,"E64","STRA_SCHUNT",21.72,21.7,100.0921659,"E7","E88"
"452","E88",NA,NA,2,"LM_0273",NA,1.82,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bGTV",0,"E64","STRA_SCHUNT",20.67,21.7,95.25345622,"E7","E88"
"453","E88",NA,NA,6,"LM_0273",NA,1.49,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bKPZ",0,"E64","STRA_SCHUNT",22.27,21.7,102.6267281,"E7","E88"
"454","E88",-7.9625,-10.42,8,"LM_0273","neg",2,"outbred hybrids",NA,NA,-6.1625,"E64:E88",-3.4275,"E7bKQW",0,"E64","STRA_SCHUNT",21.81,21.7,100.5069124,"E7","E88"
"455","E88",NA,NA,5,"LM_0273",NA,2.94,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bMPW",0,"E64","STRA_SCHUNT",20.96,21.7,96.58986175,"E7","E88"
"456","E88",NA,NA,1,"LM_0273",NA,2.07,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bOSX",0,"E64","STRA_SCHUNT",20.87,21.7,96.17511521,"E7","E88"
"457","E88",NA,NA,4,"LM_0275",NA,0.84,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bABL",0,"E64","SCHUNT_PWD",22.54,20.83,108.2093135,"E7","E88"
"458","E88",NA,NA,7,"LM_0275",NA,1.13,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bACH",0,"E64","SCHUNT_PWD",22.93,20.83,110.0816131,"E7","E88"
"459","E88",NA,NA,2,"LM_0275",NA,1.3,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bAFK",0,"E64","SCHUNT_PWD",21.51,20.83,103.2645223,"E7","E88"
"460","E88",NA,NA,1,"LM_0275",NA,1.01,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bGPT",0,"E64","SCHUNT_PWD",21.63,20.83,103.8406145,"E7","E88"
"461","E88",NA,NA,6,"LM_0275",NA,1.24,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bHLP",0,"E64","SCHUNT_PWD",22.25,20.83,106.8170907,"E7","E88"
"462","E88",NA,NA,0,"LM_0275",NA,1.2,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bIJP",0,"E64","SCHUNT_PWD",20.83,20.83,100,"E7","E88"
"463","E88",-9.04,4.14,8,"LM_0275","neg",1.19,"inter subsp. hybrids",NA,NA,-5.23,"E64:E88",-3.14,"E7bMNW",0,"E64","SCHUNT_PWD",22.47,20.83,107.8732597,"E7","E88"
"464","E88",NA,NA,5,"LM_0275",NA,1.27,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bNOU",0,"E64","SCHUNT_PWD",21.34,20.83,102.4483917,"E7","E88"
"465","E88",NA,NA,3,"LM_0275",NA,1.56,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bUWZ",0,"E64","SCHUNT_PWD",21.81,20.83,104.7047528,"E7","E88"
"466","E88",NA,NA,1,"LM_0276",NA,2.22,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bABW",0,"E64","STRA_STRA",30.73,29.59,103.8526529,"E7","E88"
"467","E88",NA,NA,2,"LM_0276",NA,1.87,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bBDP",0,"E64","STRA_STRA",30.37,29.59,102.6360257,"E7","E88"
"468","E88",-9.66,-10.61,8,"LM_0276","neg",1,"parental strains",NA,NA,-6.19,"E64:E88",-3.74,"E7bBGY",0,"E64","STRA_STRA",31.04,29.59,104.9003042,"E7","E88"
"469","E88",NA,NA,7,"LM_0276",NA,2.6,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bDTV",0,"E64","STRA_STRA",31.27,29.59,105.6775938,"E7","E88"
"470","E88",NA,NA,5,"LM_0276",NA,3.5,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bEHR",0,"E64","STRA_STRA",30.47,29.59,102.9739777,"E7","E88"
"471","E88",NA,NA,3,"LM_0276",NA,2.38,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bESY",0,"E64","STRA_STRA",32.1,29.59,108.4825955,"E7","E88"
"472","E88",NA,NA,0,"LM_0276",NA,1.74,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bPQT",0,"E64","STRA_STRA",29.59,29.59,100,"E7","E88"
"473","E88",NA,NA,4,"LM_0276",NA,1.17,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bPVZ",0,"E64","STRA_STRA",32.25,29.59,108.9895235,"E7","E88"
"474","E88",NA,NA,6,"LM_0276",NA,1.79,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bRXZ",0,"E64","STRA_STRA",31.62,29.59,106.8604258,"E7","E88"
"475","E88",NA,NA,3,"LM_0277",NA,1.62,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bABP",0,"E64","BUSNA_STRA",24.49,23.88,102.5544389,"E7","E88"
"476","E88",NA,NA,1,"LM_0277",NA,1.69,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bADS",0,"E64","BUSNA_STRA",24.07,23.88,100.7956449,"E7","E88"
"477","E88",NA,NA,5,"LM_0277",NA,1.61,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bART",0,"E64","BUSNA_STRA",21.36,23.88,89.44723618,"E7","E88"
"478","E88",NA,NA,6,"LM_0277",NA,1.9,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bBIN",0,"E64","BUSNA_STRA",24.21,23.88,101.3819095,"E7","E88"
"479","E88",NA,NA,2,"LM_0277",NA,1.54,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bBRZ",0,"E64","BUSNA_STRA",23.99,23.88,100.4606365,"E7","E88"
"480","E88",-10.64,-10.39,8,"LM_0277","neg",1.52,"inter subsp. hybrids",NA,NA,-6.145,"E64:E88",-3.945,"E7bCEK",0,"E64","BUSNA_STRA",23.62,23.88,98.91122278,"E7","E88"
"481","E88",NA,NA,7,"LM_0277",NA,1.13,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bEFU",0,"E64","BUSNA_STRA",24.1,23.88,100.921273,"E7","E88"
"482","E88",NA,NA,0,"LM_0277",NA,0.78,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bELQ",0,"E64","BUSNA_STRA",23.88,23.88,100,"E7","E88"
"483","E88",NA,NA,4,"LM_0277",NA,1.48,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bSWZ",0,"E64","BUSNA_STRA",24.13,23.88,101.0469012,"E7","E88"
"484","E88",NA,NA,5,"LM_0278",NA,2.53,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bCIM",0,"E64","SCHUNT_PWD",21.09,20.88,101.0057471,"E7","E88"
"485","E88",NA,NA,6,"LM_0278",NA,1.77,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bDHY",0,"E64","SCHUNT_PWD",22.59,20.88,108.1896552,"E7","E88"
"486","E88",-9.91,-10.99,8,"LM_0278","neg",1.17,"inter subsp. hybrids",NA,NA,-8.825,"E64:E88",-5.355,"E7bDTU",0,"E64","SCHUNT_PWD",22.24,20.88,106.51341,"E7","E88"
"487","E88",NA,NA,4,"LM_0278",NA,1.12,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bGVY",0,"E64","SCHUNT_PWD",22.15,20.88,106.0823755,"E7","E88"
"488","E88",NA,NA,0,"LM_0278",NA,2,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bILR",0,"E64","SCHUNT_PWD",20.88,20.88,100,"E7","E88"
"489","E88",NA,NA,3,"LM_0278",NA,1.11,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bKMP",0,"E64","SCHUNT_PWD",21.63,20.88,103.591954,"E7","E88"
"490","E88",NA,NA,1,"LM_0278",NA,1.67,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bLMV",0,"E64","SCHUNT_PWD",21.71,20.88,103.9750958,"E7","E88"
"491","E88",NA,NA,7,"LM_0278",NA,1.26,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bMQS",0,"E64","SCHUNT_PWD",22.31,20.88,106.848659,"E7","E88"
"492","E88",NA,NA,2,"LM_0278",NA,2.62,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bQVX",0,"E64","SCHUNT_PWD",21.56,20.88,103.256705,"E7","E88"
"493","E64",NA,NA,4,"LM_0279",NA,0.68,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bBHX",0,"E64","BUSNA_BUSNA",21.64,21.35,101.3583138,"E7","E64"
"494","E64",NA,NA,5,"LM_0279",NA,1.32,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bBMS",39772.7272727273,"E64","BUSNA_BUSNA",20.86,21.35,97.70491803,"E7","E64"
"495","E64",NA,NA,0,"LM_0279",NA,1.09,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bBNQ",0,"E64","BUSNA_BUSNA",21.35,21.35,100,"E7","E64"
"496","E64",-12.4775,-9.18,8,"LM_0279","neg",1.1,"parental strains",NA,NA,-8.6525,"E64:E64",-12.0475,"E7bFPV",4545.45454545455,"E64","BUSNA_BUSNA",21.27,21.35,99.62529274,"E7","E64"
"497","E64",NA,NA,1,"LM_0279",NA,1.46,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bHIY",0,"E64","BUSNA_BUSNA",20.86,21.35,97.70491803,"E7","E64"
"498","E64",NA,NA,7,"LM_0279",NA,1.7,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bLNT",105882.352941176,"E64","BUSNA_BUSNA",20.41,21.35,95.5971897,"E7","E64"
"499","E64",NA,NA,6,"LM_0279",NA,1.89,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNOY",108465.608465608,"E64","BUSNA_BUSNA",21.42,21.35,100.3278689,"E7","E64"
"500","E64",NA,NA,3,"LM_0279",NA,1.4,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bQSV",0,"E64","BUSNA_BUSNA",21.12,21.35,98.92271663,"E7","E64"
"501","E64",NA,NA,2,"LM_0279",NA,1.67,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bSTZ",0,"E64","BUSNA_BUSNA",21.49,21.35,100.6557377,"E7","E64"
"502","E64",NA,NA,6,"LM_0280",NA,2.72,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bAVW",89154.4117647059,"E64","SCHUNT_SCHUNT",18.55,17.57,105.5776892,"E7","E64"
"503","E64",NA,NA,7,"LM_0280",NA,1.17,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bDVW",23504.2735042735,"E64","SCHUNT_SCHUNT",18.64,17.57,106.089926,"E7","E64"
"504","E64",NA,NA,2,"LM_0280",NA,3.1,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bFJY",0,"E64","SCHUNT_SCHUNT",19.16,17.57,109.0495162,"E7","E64"
"505","E64",NA,NA,4,"LM_0280",NA,1.07,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bHKN",0,"E64","SCHUNT_SCHUNT",18.12,17.57,103.1303358,"E7","E64"
"506","E64",NA,NA,0,"LM_0280",NA,1.28,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bIMP",0,"E64","SCHUNT_SCHUNT",17.57,17.57,100,"E7","E64"
"507","E64",NA,NA,5,"LM_0280",NA,1.64,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bLQU",1524.39024390244,"E64","SCHUNT_SCHUNT",18.96,17.57,107.9112123,"E7","E64"
"508","E64",-10.185,-7.12,8,"LM_0280","pos",1.42,"parental strains",NA,NA,-5.19,"E64:E64",-3.255,"E7bMRZ",0,"E64","SCHUNT_SCHUNT",18.5,17.57,105.2931133,"E7","E64"
"509","E64",NA,NA,3,"LM_0280",NA,1.18,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNXY",0,"E64","SCHUNT_SCHUNT",18.57,17.57,105.6915196,"E7","E64"
"510","E64",NA,NA,1,"LM_0280",NA,2.67,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bOSY",0,"E64","SCHUNT_SCHUNT",17.68,17.57,100.6260672,"E7","E64"
"511","E88",NA,NA,7,"LM_0282",NA,1.64,"parental strains",NA,0,NA,"E64:E88",NA,"E7bABC",0,"E64","STRA_STRA",34.57,30.09,114.8886673,"E7","E88"
"512","E88",NA,NA,3,"LM_0282",NA,1.65,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bAUW",0,"E64","STRA_STRA",32.85,30.09,109.1724826,"E7","E88"
"513","E88",NA,NA,4,"LM_0282",NA,1.75,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bFGZ",0,"E64","STRA_STRA",33.15,30.09,110.1694915,"E7","E88"
"514","E88",-5.255,-12.69,8,"LM_0282","neg",1.96,"parental strains",NA,NA,-5.85,"E64:E88",-11.83,"E7bFRU",0,"E64","STRA_STRA",35.04,30.09,116.4506481,"E7","E88"
"515","E88",NA,NA,1,"LM_0282",NA,2.34,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bGLS",0,"E64","STRA_STRA",30.62,30.09,101.7613825,"E7","E88"
"516","E88",NA,NA,6,"LM_0282",NA,2.13,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bHNO",0,"E64","STRA_STRA",34.11,30.09,113.3599202,"E7","E88"
"517","E88",NA,NA,5,"LM_0282",NA,2.84,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bIOZ",0,"E64","STRA_STRA",32.47,30.09,107.9096045,"E7","E88"
"518","E88",NA,NA,2,"LM_0282",NA,2.35,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bRWX",0,"E64","STRA_STRA",31.29,30.09,103.9880359,"E7","E88"
"519","E88",NA,NA,0,"LM_0282",NA,2.25,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bRWZ",0,"E64","STRA_STRA",30.09,30.09,100,"E7","E88"
"520","E88",NA,NA,7,"LM_0283",NA,1.13,"parental strains",NA,2.97703725107771,NA,"E64:E88",NA,"E7bAJN",0,"E64","PWD_PWD",19.07,19.1,99.84293194,"E7","E88"
"521","E88",NA,NA,6,"LM_0283",NA,1.59,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bAWX",0,"E64","PWD_PWD",19.3,19.1,101.0471204,"E7","E88"
"522","E88",NA,NA,3,"LM_0283",NA,1.12,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bBMR",0,"E64","PWD_PWD",18.88,19.1,98.84816754,"E7","E88"
"523","E88",NA,NA,4,"LM_0283",NA,1.05,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bCGR",0,"E64","PWD_PWD",19.54,19.1,102.3036649,"E7","E88"
"524","E88",NA,NA,2,"LM_0283",NA,1.7,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bFJN",0,"E64","PWD_PWD",18.42,19.1,96.43979058,"E7","E88"
"525","E88",NA,NA,0,"LM_0283",NA,1.31,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bJMO",0,"E64","PWD_PWD",19.1,19.1,100,"E7","E88"
"526","E88",NA,NA,1,"LM_0283",NA,1.5,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bKPU",0,"E64","PWD_PWD",19.4,19.1,101.5706806,"E7","E88"
"527","E88",-10.3775,-10.57,8,"LM_0283","neg",1.49,"parental strains",NA,NA,-5.16249999999999,"E64:E88",-2.8525,"E7bLYZ",0,"E64","PWD_PWD",19.35,19.1,101.3089005,"E7","E88"
"528","E88",NA,NA,5,"LM_0283",NA,1.81,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bQRS",0,"E64","PWD_PWD",18.4,19.1,96.33507853,"E7","E88"
"529","E64",NA,NA,2,"LM_0284",NA,2.2,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bCRX",0,"E64","STRA_BUSNA",22.43,22.39,100.1786512,"E7","E64"
"530","E64",NA,NA,1,"LM_0284",NA,1.86,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bFMN",0,"E64","STRA_BUSNA",21.88,22.39,97.72219741,"E7","E64"
"531","E64",NA,NA,3,"LM_0284",NA,1.95,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bFMV",0,"E64","STRA_BUSNA",22.76,22.39,101.6525234,"E7","E64"
"532","E64",NA,NA,7,"LM_0284",NA,1.29,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bKLQ",29069.7674418605,"E64","STRA_BUSNA",22.4,22.39,100.0446628,"E7","E64"
