"","experiment","labels","EH_ID","dpi","weight","batch","relative_weight","weight_dpi0","feces_weight","infection_history","primary_infection","challenge_infection","mouse_strain","sex","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","OPG","dilution"
"156","E10","E10aLQS","LM_0377",8,17.1,"a",94.8945615982242,18.02,1.21,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"157","E10","E10aLTC","LM_0374",0,17.27,"a",100,17.27,NA,"E64:E88","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"158","E10","E10aLUW","LM_0398",2,16.94,"a",108.10465858328,15.67,1.33,"UNI:E88","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"159","E10","E10aLYR","LM_0397",3,17.38,"a",94.2005420054201,18.45,0.65,"UNI:E64","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"160","E10","E10aLZC","LM_0382",11,NA,"a",NA,17.96,NA,"E88:E88","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"161","E10","E10aLZO","LM_0389",10,17.09,"a",87.7760657421674,19.47,0.6,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,0,1,0,0,0.25,4166.66666666667,1
"162","E10","E10aMFI","LM_0375",2,14.63,"a",97.2093023255814,15.05,0.61,"E64:E88","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"163","E10","E10aMFO","LM_0374",5,14.28,"a",82.6867400115808,17.27,0.83,"E64:E88","E64",NA,"PWD_PWD",NA,148,175,136,161,155,1867469.87951807,1
"164","E10","E10aMFX","LM_0395",11,15.44,"a",100.390117035111,15.38,0.49,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"165","E10","E10aMGW","LM_0384",9,15.94,"a",82.6763485477178,19.28,0.21,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,119,65,124,87,98.75,4702380.95238095,1
"166","E10","E10aMHK","LM_0385",3,16.51,"a",105.833333333333,15.6,1.05,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"167","E10","E10aMJU","LM_0394",9,17.02,"a",117.541436464088,14.48,1.16,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"168","E10","E10aMLP","LM_0390",0,16.32,"a",100,16.32,NA,"E88:UNI","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"169","E10","E10aMMQ","LM_0387",1,12.96,"a",91.5254237288136,14.16,0.41,"E88:E64","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"170","E10","E10aMSM","LM_0394",5,16.29,"a",112.5,14.48,1.24,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"171","E10","E10aMTH","LM_0394",0,14.48,"a",100,14.48,NA,"UNI:UNI","UNI",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"172","E10","E10aMTZ","LM_0385",7,16.14,"a",103.461538461538,15.6,0.87,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,10,8,7,7,8,91954.0229885057,1
"173","E10","E10aMVN","LM_0376",8,16.31,"a",91.7839054586382,17.77,1.11,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"174","E10","E10aMYB","LM_0385",11,15.05,"a",96.474358974359,15.6,0.89,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,3,3,1,5,3,33707.8651685393,1
"175","E10","E10aNCK","LM_0390",7,15.22,"a",93.2598039215686,16.32,0.46,"E88:UNI","E88",NA,"PWD_PWD",NA,9,15,16,17,14.25,309782.608695652,1
"176","E10","E10aNED","LM_0376",1,17.27,"a",97.1862689926843,17.77,1.28,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"177","E10","E10aNIC","LM_0380",9,16.42,"a",82.8456104944501,19.82,0.34,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,242,207,258,220,231.75,6816176.47058824,1
"178","E10","E10aNJL","LM_0396",0,17.64,"a",100,17.64,NA,"UNI:E64","UNI",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,NA
"179","E10","E10aNJY","LM_0370",2,16.47,"a",101.353846153846,16.25,0.98,"E64:E64","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"180","E10","E10aNKZ","LM_0369",11,17.19,"a",89.4380853277836,19.22,1.41,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,1,0.25,1773.04964539007,1
"181","E10","E10aNLL","LM_0382",1,16.97,"a",94.4877505567929,17.96,0.88,"E88:E88","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"182","E10","E10aNMG","LM_0371",7,NA,"a",NA,16.15,NA,"E64:E64","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"183","E10","E10aNNQ","LM_0391",10,NA,"a",NA,15.73,NA,"E88:UNI","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"184","E10","E10aNPL","LM_0389",6,18.46,"a",94.8125321006677,19.47,1.8,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"185","E10","E10aNPM","LM_0391",6,13.02,"a",82.7717736808646,15.73,0.76,"E88:UNI","E88",NA,"PWD_PWD",NA,4,7,5,2,4.5,59210.5263157895,1
"186","E10","E10aNVX","LM_0396",2,17.62,"a",99.8866213151927,17.64,1.54,"UNI:E64","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"187","E10","E10aOAS","LM_0378",3,15.06,"a",98.046875,15.36,1.25,"E64:UNI","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"188","E10","E10aOET","LM_0393",8,17.82,"a",105.008839127873,16.97,0.83,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"189","E10","E10aOEW","LM_0385",9,14.59,"a",93.525641025641,15.6,0.36,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,6,12,17,6,10.25,284722.222222222,1
"190","E10","E10aOGD","LM_0385",0,15.6,"a",100,15.6,NA,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,NA
"191","E10","E10aOHD","LM_0390",5,16.94,"a",103.799019607843,16.32,0.84,"E88:UNI","E88",NA,"PWD_PWD",NA,1,1,3,2,1.75,20833.3333333333,1
"192","E10","E10aOIK","LM_0378",1,14.62,"a",95.1822916666667,15.36,0.77,"E64:UNI","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"193","E10","E10aOIN","LM_0386",4,16.28,"a",96.3313609467456,16.9,1.24,"E88:E64","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"194","E10","E10aOJA","LM_0387",9,11.45,"a",80.8615819209039,14.16,NA,"E88:E64","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"195","E10","E10aOKS","LM_0392",7,25.29,"a",104.031262854792,24.31,2.25,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"196","E10","E10aOLO","LM_0373",0,25.04,"a",100,25.04,NA,"E64:E88","E64",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,NA
"197","E10","E10aOMR","LM_0376",9,16.47,"a",92.6842993809792,17.77,0.88,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"198","E10","E10aOOZ","LM_0371",1,15.89,"a",98.390092879257,16.15,0.94,"E64:E64","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"199","E10","E10aOPZ","LM_0385",2,16.14,"a",103.461538461538,15.6,0.9,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"200","E10","E10aOTB","LM_0371",9,NA,"a",NA,16.15,NA,"E64:E64","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"201","E10","E10aOVS","LM_0393",3,17.69,"a",104.242781378904,16.97,1.33,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"202","E10","E10aOXT","LM_0381",3,15.07,"a",101.824324324324,14.8,1.31,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"203","E10","E10aOZK","LM_0368",4,19.59,"a",91.0739191073919,21.51,1.21,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"204","E10","E10aPAU","LM_0396",11,17.98,"a",101.927437641723,17.64,0.98,"UNI:E64","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"205","E10","E10aPHJ","LM_0376",0,17.77,"a",100,17.77,NA,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,NA
"206","E10","E10aPHT","LM_0395",9,15.55,"a",101.10533159948,15.38,0.66,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"207","E10","E10aPIY","LM_0383",7,12.74,"a",90.7407407407407,14.04,0.49,"E88:E88","E88",NA,"PWD_PWD",NA,14,12,8,9,10.75,219387.755102041,1
"208","E10","E10aPKZ","LM_0374",7,NA,"a",NA,17.27,NA,"E64:E88","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"209","E10","E10aPMC","LM_0390",8,13.51,"a",82.781862745098,16.32,0.17,"E88:UNI","E88",NA,"PWD_PWD",NA,5,2,2,0,2.25,132352.941176471,1
"210","E10","E10aPMN","LM_0368",9,20.57,"a",95.629939562994,21.51,1.22,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"211","E10","E10aPNK","LM_0385",8,14.87,"a",95.3205128205128,15.6,0.51,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,26,8,9,18,15.25,299019.607843137,1
"212","E10","E10aPON","LM_0395",8,15.32,"a",99.6098829648895,15.38,0.6,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"213","E10","E10aPSI","LM_0378",11,NA,"a",NA,15.36,NA,"E64:UNI","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"214","E10","E10aPSW","LM_0399",8,15.49,"a",101.440733464309,15.27,0.7,"UNI:E88","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"215","E10","E10aPVS","LM_0380",11,16.64,"a",83.9556004036327,19.82,1.03,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,18,25,23,13,19.75,191747.572815534,1
"216","E10","E10aPZH","LM_0389",7,18.54,"a",95.2234206471494,19.47,1.4,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,0,1,2,1,1,7142.85714285714,1
"217","E10","E10aQBG","LM_0369",8,17.82,"a",92.7159209157128,19.22,1.74,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,2,0,0.5,2873.5632183908,1
"218","E10","E10aQCJ","LM_0387",5,11.78,"a",83.1920903954802,14.16,0.4,"E88:E64","E88",NA,"PWD_PWD",NA,7,1,10,4,5.5,137500,1
"219","E10","E10aQDD","LM_0386",11,NA,"a",NA,16.9,NA,"E88:E64","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"220","E10","E10aQFC","LM_0399",3,14.89,"a",97.5114603798297,15.27,0.54,"UNI:E88","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"221","E10","E10aQHA","LM_0375",11,15.24,"a",101.262458471761,15.05,1.34,"E64:E88","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"222","E10","E10aQHK","LM_0391",1,13.93,"a",88.5568976478067,15.73,0.96,"E88:UNI","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"223","E10","E10aQIP","LM_0384",0,19.28,"a",100,19.28,NA,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,NA
"224","E10","E10aQJO","LM_0369",2,18.73,"a",97.4505723204995,19.22,1.56,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"225","E10","E10aQNV","LM_0398",11,17.36,"a",110.784939374601,15.67,1.55,"UNI:E88","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"226","E10","E10aQPC","LM_0377",3,17.28,"a",95.8934517203108,18.02,0.91,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"227","E10","E10aQPG","LM_0386",8,13.99,"a",82.7810650887574,16.9,0.25,"E88:E64","E88",NA,"PWD_PWD",NA,59,40,51,33,45.75,1830000,1
"228","E10","E10aQRQ","LM_0398",0,15.67,"a",100,15.67,NA,"UNI:E88","UNI",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,NA
"229","E10","E10aQSC","LM_0376",4,16.52,"a",92.9656724817108,17.77,1.13,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,2,0,0,0.5,4424.77876106195,1
"230","E10","E10aQSC.1","LM_0398",8,17.91,"a",114.294830887045,15.67,1.53,"UNI:E88","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"231","E10","E10aQTG","LM_0393",6,17.66,"a",104.06599882145,16.97,0.93,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"232","E10","E10aQUT","LM_0373",4,22.78,"a",90.9744408945687,25.04,2.17,"E64:E88","E64",NA,"SCHUNT_SCHUNT",NA,3,4,2,3,3,13824.8847926267,1
"233","E10","E10aQUW","LM_0392",1,23.69,"a",97.4496092143151,24.31,1.39,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"234","E10","E10aQWN","LM_0390",10,NA,"a",NA,16.32,NA,"E88:UNI","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"235","E10","E10aQWZ","LM_0371",2,14.9,"a",92.2600619195046,16.15,1.2,"E64:E64","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"236","E10","E10aQYJ","LM_0390",9,13.02,"a",79.7794117647059,16.32,NA,"E88:UNI","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"237","E10","E10aQYU","LM_0379",4,13.41,"a",90.6081081081081,14.8,1.14,"E64:UNI","E64",NA,"PWD_PWD",NA,3,0,1,1,1.25,10964.9122807018,1
"238","E10","E10aRBK","LM_0386",7,14.9,"a",88.1656804733728,16.9,0.73,"E88:E64","E88",NA,"PWD_PWD",NA,4,3,0,1,2,27397.2602739726,1
"239","E10","E10aRFH","LM_0395",6,14.94,"a",97.1391417425228,15.38,0.66,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"240","E10","E10aRHN","LM_0388",4,22.29,"a",97.7202981148619,22.81,1.1,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"241","E10","E10aRHO","LM_0399",11,15.36,"a",100.589390962672,15.27,0.74,"UNI:E88","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"242","E10","E10aRIP","LM_0371",0,16.15,"a",100,16.15,NA,"E64:E64","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"243","E10","E10aRJW","LM_0378",0,15.36,"a",100,15.36,NA,"E64:UNI","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"244","E10","E10aRJY","LM_0398",7,17.94,"a",114.486279514997,15.67,1.98,"UNI:E88","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"245","E10","E10aRMO","LM_0370",7,16.71,"a",102.830769230769,16.25,1.7,"E64:E64","E64",NA,"PWD_PWD",NA,75,84,72,79,77.5,455882.352941177,1
"246","E10","E10aRNY","LM_0386",5,15.53,"a",91.8934911242604,16.9,0.99,"E88:E64","E88",NA,"PWD_PWD",NA,1,2,2,2,1.75,17676.7676767677,1
"247","E10","E10aRPZ","LM_0384",4,17.94,"a",93.0497925311203,19.28,1.42,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"248","E10","E10aRQH","LM_0384",11,15.9,"a",82.4688796680498,19.28,NA,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,1
"249","E10","E10aRRD","LM_0383",1,13.59,"a",96.7948717948718,14.04,0.68,"E88:E88","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"250","E10","E10aRVA","LM_0399",2,14.7,"a",96.2671905697446,15.27,0.55,"UNI:E88","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"251","E10","E10aRZO","LM_0393",11,17.19,"a",101.296405421332,16.97,0.58,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"252","E10","E10aSAO","LM_0378",6,NA,"a",NA,15.36,NA,"E64:UNI","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"253","E10","E10aSBP","LM_0399",4,15.26,"a",99.9345121152587,15.27,0.41,"UNI:E88","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"254","E10","E10aSDI","LM_0382",7,14.73,"a",82.0155902004454,17.96,0.64,"E88:E88","E88",NA,"PWD_PWD",NA,23,19,18,12,18,281250,1
"255","E10","E10aSDV","LM_0380",6,20.05,"a",101.160443995964,19.82,1.23,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"256","E10","E10aSHK","LM_0388",2,22.08,"a",96.799649276633,22.81,0.73,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"257","E10","E10aSIS","LM_0388",3,21.96,"a",96.2735642262166,22.81,1,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"258","E10","E10aSLC","LM_0368",1,20.23,"a",94.0492794049279,21.51,0.87,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"259","E10","E10aSLN","LM_0396",5,17.95,"a",101.757369614512,17.64,1.62,"UNI:E64","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"260","E10","E10aSOB","LM_0398",6,17.46,"a",111.423101467773,15.67,1.62,"UNI:E88","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"261","E10","E10aSPY","LM_0387",10,NA,"a",NA,14.16,NA,"E88:E64","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"262","E10","E10aSQR","LM_0393",9,17.73,"a",104.47849145551,16.97,0.86,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"263","E10","E10aSTP","LM_0373",1,24.47,"a",97.723642172524,25.04,2.87,"E64:E88","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"264","E10","E10aSTP.1","LM_0377",9,17.25,"a",95.7269700332963,18.02,1.26,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,0,2,0,0.5,3968.25396825397,1
"265","E10","E10aSUW","LM_0387",3,12.32,"a",87.0056497175141,14.16,0.36,"E88:E64","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"266","E10","E10aSZL","LM_0369",1,18.56,"a",96.5660770031218,19.22,2.13,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"267","E10","E10aSZV","LM_0389",2,18.82,"a",96.6615305598357,19.47,1.13,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"268","E10","E10aSZX","LM_0392",2,24.75,"a",101.809954751131,24.31,1.28,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"269","E10","E10aTCS","LM_0379",10,15.81,"a",106.824324324324,14.8,1.22,"E64:UNI","E64",NA,"PWD_PWD",NA,34,24,31,33,30.5,250000,1
"270","E10","E10aTDF","LM_0393",10,17.18,"a",101.23747790218,16.97,1.12,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"271","E10","E10aTFM","LM_0372",11,20.99,"a",91.7796239615216,22.87,1.58,"E64:E88","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"272","E10","E10aTHK","LM_0397",1,17.35,"a",94.0379403794038,18.45,0.58,"UNI:E64","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"273","E10","E10aTIK","LM_0371",3,15.31,"a",94.7987616099071,16.15,1.38,"E64:E64","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"274","E10","E10aTJL","LM_0381",1,14.7,"a",99.3243243243243,14.8,1.04,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"275","E10","E10aTJP","LM_0385",5,16.28,"a",104.358974358974,15.6,0.98,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"276","E10","E10aTSD","LM_0379",8,15.12,"a",102.162162162162,14.8,1.33,"E64:UNI","E64",NA,"PWD_PWD",NA,14,11,13,12,12.5,93984.962406015,1
"277","E10","E10aTSW","LM_0374",11,NA,"a",NA,17.27,NA,"E64:E88","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"278","E10","E10aTXB","LM_0385",10,15.09,"a",96.7307692307692,15.6,0.48,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,5,2,10,7,6,125000,1
"279","E10","E10aUBS","LM_0399",10,15.31,"a",100.261951538965,15.27,0.6,"UNI:E88","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"280","E10","E10aUEE","LM_0388",5,21.6,"a",94.6953090749671,22.81,1.42,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"281","E10","E10aUFL","LM_0384",5,18.4,"a",95.4356846473029,19.28,1.39,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,1,1,1,0,0.75,5395.68345323741,1
"282","E10","E10aUGI","LM_0374",1,16.52,"a",95.6572090330052,17.27,0.91,"E64:E88","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"283","E10","E10aUKB","LM_0391",0,15.73,"a",100,15.73,NA,"E88:UNI","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"284","E10","E10aULI","LM_0386",0,16.9,"a",100,16.9,NA,"E88:E64","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"285","E10","E10aUMB","LM_0389",9,16.26,"a",83.5130970724191,19.47,0.41,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,4,8,4,6,5.5,134146.341463415,1
"286","E10","E10aUOJ","LM_0390",2,15.45,"a",94.6691176470588,16.32,1.28,"E88:UNI","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"287","E10","E10aUOP","LM_0384",3,18.79,"a",97.4585062240664,19.28,0.97,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"288","E10","E10aUQM","LM_0396",6,18.52,"a",104.988662131519,17.64,1.46,"UNI:E64","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"289","E10","E10aURA","LM_0383",2,13.28,"a",94.5868945868946,14.04,0.97,"E88:E88","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"290","E10","E10aUTC","LM_0376",3,17.53,"a",98.6494091164885,17.77,1.52,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"291","E10","E10aUTY","LM_0394",11,16.76,"a",115.745856353591,14.48,0.9,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"292","E10","E10aUZM","LM_0372",1,22.88,"a",100.04372540446,22.87,1.27,"E64:E88","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"293","E10","E10aUZY","LM_0377",6,16.48,"a",91.4539400665927,18.02,0.64,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,43,68,46,38,48.75,761718.75,1
"294","E10","E10aUZZ","LM_0398",5,17.51,"a",111.742182514359,15.67,1.25,"UNI:E88","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"295","E10","E10aVBF","LM_0379",11,15.77,"a",106.554054054054,14.8,1.45,"E64:UNI","E64",NA,"PWD_PWD",NA,2,4,3,0,2.25,15517.2413793103,1
"296","E10","E10aVDW","LM_0380",0,19.82,"a",100,19.82,NA,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,NA
"297","E10","E10aVEX","LM_0386",6,15.81,"a",93.5502958579882,16.9,1.33,"E88:E64","E88",NA,"PWD_PWD",NA,2,0,1,0,0.75,5639.0977443609,1
"298","E10","E10aVIS","LM_0380",10,16.31,"a",82.2906155398587,19.82,0.48,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,3,5,4,8,5,104166.666666667,1
"299","E10","E10aVIV","LM_0370",8,17.26,"a",106.215384615385,16.25,1.49,"E64:E64","E64",NA,"PWD_PWD",NA,17,13,13,14,14.25,95637.5838926174,1
"300","E10","E10aVIW","LM_0386",10,NA,"a",NA,16.9,NA,"E88:E64","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"301","E10","E10aVKD","LM_0381",0,14.8,"a",100,14.8,NA,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,NA
"302","E10","E10aVKD.1","LM_0393",4,17.81,"a",104.949911608721,16.97,1.91,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"303","E10","E10aVKF","LM_0380",8,17.02,"a",85.8728557013118,19.82,0.3,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,67,81,81,86,78.75,2625000,1
"304","E10","E10aVLS","LM_0369",7,17.68,"a",91.9875130072841,19.22,1.88,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,19,18,18,32,21.75,115691.489361702,1
"305","E10","E10aVMB","LM_0375",1,14.35,"a",95.3488372093023,15.05,0.51,"E64:E88","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"306","E10","E10aVMF","LM_0377",4,16.83,"a",93.3962264150943,18.02,0.86,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"307","E10","E10aVNF","LM_0397",0,18.45,"a",100,18.45,NA,"UNI:E64","UNI",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"308","E10","E10aVNV","LM_0384",10,16.46,"a",85.3734439834025,19.28,0.34,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"309","E10","E10aVPQ","LM_0388",6,21.14,"a",92.6786497150373,22.81,1.66,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,3,1,2,5,2.75,16566.265060241,1
"310","E10","E10aVRV","LM_0387",0,14.16,"a",100,14.16,NA,"E88:E64","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"311","E10","E10aVSN","LM_0385",4,16.56,"a",106.153846153846,15.6,1.23,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
