,labels,EH_ID,dpi,infHistory,oocyst_sq1,oocyst_sq2,oocyst_sq3,oocyst_sq4,oocyst_mean,weight,weight_dpi0,feces_weight,relative_weight,day_change,batch,primary,challenge,Eim_MC,delta,Position,CD4,Treg,Div_Treg,Treg17,Th1,Div_Th1,Th17,Div_Th17,CD8,Act_CD8,Div_Act_CD8,IFNy_CD4,IFNy_CD8,label,IFNy_MES,IFNy_CEWE,total_oocysts,OPG,experiment,dilution
240,P4aZRL,LM_0361,10,Eflab:E88,38,29,41,24,33,40.04,46.1,3.47,86.8546637744035,1.47505422993493,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660000,190201.729106628,P4,1
284,P4bHHA,LM_0361,7,Eflab:E88,3,4,5,6,"4,5",35.36,43.11,0.8,82.0227325446532,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,112500,P4,1
300,P4bIOZ,LM_0361,5,Eflab:E88,24,17,20,19,20,39.93,43.11,2.29,92.6235212247738,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400000,174672.489082969,P4,1
304,P4bIXP,LM_0361,2,Eflab:E88,0,0,0,0,0,42.68,43.11,1.41,99.002551612155,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
333,P4bNCD,LM_0361,0,Eflab:E88,NA,NA,NA,NA,NA,43.11,43.11,NA,100,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
342,P4bOOO,LM_0361,6,Eflab:E88,29,32,27,24,28,38.36,43.11,0.98,88.9816747854326,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560000,571428.571428571,P4,1
366,P4bRLM,LM_0361,8,Eflab:E88,1,1,1,0,"0,75",37.51,43.11,2.6,87.0099744838785,NA,b,NA,E88,TRUE,-4.80946666666667,mLN,14.7,18.9,30,20,12.4,58.7,3.03,58,7.3,10.2,23.5,9.7,21.5,P4bRLM,1530.7263620328,243.699389206344,15000,5769.23076923077,P4,1
367,P4bRLM,LM_0361,8,Eflab:E88,1,1,1,0,"0,75",37.51,43.11,2.6,87.0099744838785,NA,b,NA,E88,TRUE,-4.80946666666667,Spleen,15.8,21.5,21.9,3.68,19.5,46.4,1.9,53.6,7.31,21,22.1,17.3,31.3,P4bRLM,1530.7263620328,243.699389206344,15000,5769.23076923077,P4,1
370,P4bSBW,LM_0361,1,Eflab:E88,0,0,0,0,0,42.22,43.11,1.32,97.9355138019021,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
385,P4bTXK,LM_0361,4,Eflab:E88,0,0,0,0,0,41.68,43.11,2.61,96.6829041985618,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
403,P4bWGQ,LM_0361,3,Eflab:E88,0,0,0,0,0,41.36,43.11,1.28,95.940617026212,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
11,P4aBGC,LM_0362,10,Eflab:E64,0,1,0,0,0.25,36.62,51.1,0.23,71.6634050880626,-2.5440313111546,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,21739.1304347826,P4,1
21,P4aCLL,LM_0362,4,Eflab:E64,0,0,0,0,0,46.65,51.1,1.22,91.2915851272016,-1.99608610567516,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
36,P4aDTP,LM_0362,8,Eflab:E64,29,31,27,24,27.75,39.64,51.1,0.41,77.573385518591,-3.67906066536204,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555000,1353658.53658537,P4,1
52,P4aEUW,LM_0362,11,Eflab:E64,NA,NA,NA,NA,NA,NA,51.1,NA,NA,NA,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
93,P4aIAF,LM_0362,3,Eflab:E64,0,0,0,0,0,47.67,51.1,0.77,93.2876712328767,-0.880626223091966,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
115,P4aKCF,LM_0362,7,Eflab:E64,6,7,4,5,5.5,41.52,51.1,0.52,81.252446183953,-3.09197651663405,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,211538.461538462,P4,1
135,P4aMOX,LM_0362,0,Eflab:E64,NA,NA,NA,NA,NA,51.1,51.1,NA,100,NA,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
168,P4aPSG,LM_0362,6,Eflab:E64,6,4,3,6,4.75,43.1,51.1,0.44,84.3444227005871,-3.5812133072407,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95000,215909.090909091,P4,1
169,P4aPUM,LM_0362,9,Eflab:E64,7,6,5,6,6,37.92,51.1,0.3,74.2074363992172,-3.36594911937378,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,400000,P4,1
201,P4aUAQ,LM_0362,5,Eflab:E64,3,4,3,1,2.75,44.93,51.1,0.8,87.9256360078278,-3.36594911937377,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55000,68750,P4,1
216,P4aVQC,LM_0362,1,Eflab:E64,0,0,0,0,0,49.41,51.1,1.21,96.692759295499,-3.307240704501,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
236,P4aZCH,LM_0362,2,Eflab:E64,0,1,0,0,0.25,48.12,51.1,0.56,94.1682974559687,-2.52446183953032,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,8928.57142857143,P4,1
237,P4aZCH,LM_0362,2,Eflab:E64,1,2,0,2,1.25,48.12,51.1,0.56,94.1682974559687,-2.52446183953032,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,44642.8571428571,P4,1
247,P4bBHX,LM_0362,2,Eflab:E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
258,P4bDAR,LM_0362,8,Eflab:E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
272,P4bFUA,LM_0362,7,Eflab:E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
302,P4bISV,LM_0362,4,Eflab:E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
345,P4bOXC,LM_0362,3,Eflab:E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
359,P4bQNU,LM_0362,5,Eflab:E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
384,P4bTTS,LM_0362,1,Eflab:E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
421,P4bYHW,LM_0362,0,Eflab:E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
432,P4bZJC,LM_0362,6,Eflab:E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b,NA,E64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
5,P4aAQN,LM_0363,6,Eflab:UNI,17,17,22,19,18.75,41.62,46.7,0.91,89.1220556745182,-1.09207708779446,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375000,412087.912087912,P4,1
24,P4aCPI,LM_0363,8,Eflab:UNI,130,121,133,129,128.25,39.63,46.7,1.37,84.8608137044968,0.107066381156329,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2565000,1872262.77372263,P4,1
32,P4aDAQ,LM_0363,10,Eflab:UNI,11,13,9,7,10,41.13,46.7,2.1,88.0728051391863,2.26980728051393,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200000,95238.0952380952,P4,1
51,P4aETW,LM_0363,7,Eflab:UNI,21,25,22,19,21.75,39.58,46.7,1.17,84.7537473233405,-4.36830835117772,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435000,371794.871794872,P4,1
59,P4aFCS,LM_0363,5,Eflab:UNI,7,9,4,5,6.25,42.13,46.7,0.99,90.2141327623126,-2.0985010706638,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,126262.626262626,P4,1
101,P4aIUQ,LM_0363,0,Eflab:UNI,NA,NA,NA,NA,NA,46.7,46.7,NA,100,NA,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
155,P4aOEA,LM_0363,4,Eflab:UNI,0,0,0,0,0,43.11,46.7,1.15,92.3126338329764,-3.64025695931478,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
166,P4aPQW,LM_0363,1,Eflab:UNI,0,0,0,0,0,45.56,46.7,1.17,97.558886509636,-2.44111349036402,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
170,P4aPVF,LM_0363,11,Eflab:UNI,0,0,0,0,0,41.75,46.7,1.76,89.4004282655246,1.32762312633832,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
183,P4aRDV,LM_0363,9,Eflab:UNI,98,112,102,107,104.75,40.07,46.7,1.75,85.8029978586724,0.942184154175578,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2095000,1197142.85714286,P4,1
189,P4aSHF,LM_0363,3,Eflab:UNI,0,0,0,0,0,44.81,46.7,1.09,95.9528907922912,0.985010706638121,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
214,P4aVMI,LM_0363,2,Eflab:UNI,0,0,0,0,0,44.35,46.7,0.76,94.9678800856531,-2.59100642398288,a,Eflab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
292,P4bIAN,LM_0363,1,Eflab:UNI,0,0,0,0,0,43.52,43.11,2.15,100.951055439573,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
305,P4bIYG,LM_0363,5,Eflab:UNI,0,0,0,0,0,42.38,43.11,2.17,98.306657388077,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
318,P4bKGL,LM_0363,7,Eflab:UNI,0,0,0,0,0,42.17,43.11,2.44,97.8195314312225,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
323,P4bLHZ,LM_0363,4,Eflab:UNI,0,0,0,0,0,42.11,43.11,2.51,97.6803525864069,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
351,P4bPQS,LM_0363,8,Eflab:UNI,0,0,0,0,0,41.55,43.11,2.05,96.3813500347947,NA,b,NA,UNI,FALSE,-8.59073333333333,mLN,37.7,7.47,21.6,10.5,2.7,27.5,1.51,54.3,10.5,7.52,7.41,2.72,20.3,P4bPQS,1993.57437850383,189.494373803639,0,0,P4,1
352,P4bPQS,LM_0363,8,Eflab:UNI,0,0,0,0,0,41.55,43.11,2.05,96.3813500347947,NA,b,NA,UNI,FALSE,-8.59073333333333,Spleen,22.9,9.73,26.1,4.33,10.6,16.2,1.52,33.6,5.26,15.7,10.2,10.2,28.5,P4bPQS,1993.57437850383,189.494373803639,0,0,P4,1
357,P4bQCB,LM_0363,2,Eflab:UNI,0,0,0,0,0,43.13,43.11,1.88,100.046392948272,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
362,P4bRAP,LM_0363,6,Eflab:UNI,0,0,0,0,0,42.03,43.11,3.1,97.4947807933194,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
364,P4bRBY,LM_0363,3,Eflab:UNI,0,0,0,0,0,42.08,43.11,2.01,97.6107631639991,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
428,P4bYYO,LM_0363,0,Eflab:UNI,NA,NA,NA,NA,NA,43.11,43.11,NA,100,NA,b,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
2,P4aAKA,LM_0364,4,UNI:E88,0,0,0,0,0,42.23,41.6,1.98,101.514423076923,1.87499999999999,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
7,P4aAXB,LM_0364,2,UNI:E88,0,0,0,0,0,41.59,41.6,2.19,99.9759615384616,2.54807692307693,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
8,P4aBBE,LM_0364,5,UNI:E88,0,0,0,0,0,43.47,41.6,1.68,104.495192307692,2.98076923076924,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
54,P4aEVZ,LM_0364,0,UNI:E88,NA,NA,NA,NA,NA,41.6,41.6,NA,100,NA,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
61,P4aFFH,LM_0364,1,UNI:E88,0,0,0,0,0,40.53,41.6,1.44,97.4278846153846,-2.57211538461539,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
75,P4aGEH,LM_0364,7,UNI:E88,0,0,0,0,0,43.65,41.6,2.34,104.927884615385,-0.504807692307693,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
77,P4aGSL,LM_0364,3,UNI:E88,0,0,0,0,0,41.45,41.6,1.77,99.6394230769231,-0.336538461538467,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
95,P4aIJK,LM_0364,9,UNI:E88,0,0,0,0,0,43.82,41.6,2.83,105.336538461538,-0.52884615384616,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
146,P4aNOU,LM_0364,8,UNI:E88,0,0,0,0,0,44.04,41.6,2.67,105.865384615385,0.937500000000014,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
149,P4aNXU,LM_0364,6,UNI:E88,0,0,0,0,0,43.86,41.6,2.02,105.432692307692,0.937499999999986,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
171,P4aPWL,LM_0364,11,UNI:E88,0,0,0,0,0,43.76,41.6,2.09,105.192307692308,-1.80288461538461,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
184,P4aRFT,LM_0364,10,UNI:E88,0,0,0,0,0,44.51,41.6,1.7,106.995192307692,1.65865384615384,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
265,P4bEES,LM_0364,5,UNI:E88,67,59,64,69,"64,75",43.51,46.82,1.5,92.930371636053,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295000,863333.333333333,P4,1
266,P4bEJB,LM_0364,7,UNI:E88,33,41,29,37,35,41.83,46.82,0.99,89.3421614694575,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700000,707070.707070707,P4,1
269,P4bFMM,LM_0364,1,UNI:E88,0,0,0,0,0,45.53,46.82,1.23,97.2447671935071,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
279,P4bGTM,LM_0364,2,UNI:E88,0,0,0,0,0,45.13,46.82,0.86,96.3904314395557,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
337,P4bNUZ,LM_0364,0,UNI:E88,NA,NA,NA,NA,NA,46.82,46.82,NA,100,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
346,P4bOYK,LM_0364,3,UNI:E88,0,NA,0,0,0,44.88,46.82,1.01,95.8564715933362,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
375,P4bSMQ,LM_0364,8,UNI:E88,20,23,20,19,"20,5",38.35,46.82,0.77,81.9094404100812,NA,b,NA,E88,TRUE,4.01653333333333,Spleen,15.3,14.7,28.1,1.92,13.6,50.6,1.01,39.2,4.06,15.4,37.6,9.08,20.2,P4bSMQ,451.765267932286,493.723185018014,410000,532467.532467532,P4,1
376,P4bSMQ,LM_0364,8,UNI:E88,20,23,20,19,"20,5",38.35,46.82,0.77,81.9094404100812,NA,b,NA,E88,TRUE,4.01653333333333,mLN,25.3,7.83,41.2,8.04,6.85,83.7,1.19,73.9,7.56,26.5,42.5,3.11,22,P4bSMQ,451.765267932286,493.723185018014,410000,532467.532467532,P4,1
395,P4bVDY,LM_0364,4,UNI:E88,0,0,0,0,0,44.56,46.82,1.52,95.1730029901752,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
426,P4bYPF,LM_0364,6,UNI:E88,135,163,141,129,142,42.56,46.82,1.23,90.9013242204186,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2840000,2308943.08943089,P4,1
18,P4aCCC,LM_0365,3,UNI:E88,0,0,0,0,0,56.52,59.2,1.42,95.472972972973,-1.82432432432432,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
28,P4aCXA,LM_0365,1,UNI:E88,0,0,0,0,0,58.62,59.2,1.48,99.0202702702703,-0.979729729729741,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
31,P4aDAP,LM_0365,2,UNI:E88,0,0,0,0,0,57.6,59.2,2.64,97.2972972972973,-1.72297297297297,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
43,P4aEDT,LM_0365,9,UNI:E88,0,0,0,0,0,58.41,59.2,2.15,98.6655405405405,0.692567567567565,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
72,P4aGAV,LM_0365,7,UNI:E88,0,0,0,0,0,57.94,59.2,2.24,97.8716216216216,-1.11486486486487,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
111,P4aJRE,LM_0365,10,UNI:E88,0,0,0,0,0,57.82,59.2,3.13,97.6689189189189,-0.996621621621628,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
118,P4aKPL,LM_0365,11,UNI:E88,0,0,0,0,0,57.91,59.2,1.64,97.8209459459459,0.152027027027032,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
122,P4aLDK,LM_0365,5,UNI:E88,0,0,0,0,0,58.04,59.2,1.92,98.0405405405405,0.861486486486484,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
157,P4aONQ,LM_0365,8,UNI:E88,0,0,0,0,0,58,59.2,1.95,97.972972972973,0.101351351351354,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
192,P4aSRU,LM_0365,4,UNI:E88,0,0,0,0,0,57.53,59.2,2.28,97.1790540540541,1.70608108108108,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
209,P4aURG,LM_0365,6,UNI:E88,0,0,0,0,0,58.6,59.2,2.85,98.9864864864865,0.945945945945951,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
220,P4aWTF,LM_0365,0,UNI:E88,NA,NA,NA,NA,NA,59.2,59.2,NA,100,NA,a,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
261,P4bDRA,LM_0365,0,UNI:E88,NA,NA,NA,NA,NA,67.21,67.21,NA,100,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,1
280,P4bGXY,LM_0365,8,UNI:E88,0,0,0,0,0,52.38,67.21,0.24,77.9348311263205,NA,b,NA,E88,TRUE,1.439,mLN,28.3,16.7,45.1,5.68,7.26,70.2,1.45,47.7,5.79,25.9,62.7,2.7,14.5,P4bGXY,704.590664037918,875.6170169286,0,0,P4,1
281,P4bGXY,LM_0365,8,UNI:E88,0,0,0,0,0,52.38,67.21,0.24,77.9348311263205,NA,b,NA,E88,TRUE,1.439,Spleen,29.3,28.7,19.5,1.25,16.9,55,2.35,2.31,2.45,22.2,26.4,10.3,22,P4bGXY,704.590664037918,875.6170169286,0,0,P4,1
310,P4bJOV,LM_0365,2,UNI:E88,0,0,0,0,0,64.63,67.21,2.29,96.1612855229877,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
328,P4bMCM,LM_0365,3,UNI:E88,0,0,0,0,0,63.64,67.21,1.44,94.6882904329713,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
341,P4bOKV,LM_0365,6,UNI:E88,130,119,121,138,127,58.94,67.21,1.42,87.6952834399643,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540000,1788732.3943662,P4,1
344,P4bOSQ,LM_0365,4,UNI:E88,0,0,0,0,0,62.88,67.21,3.38,93.5575063234638,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
363,P4bRBK,LM_0365,1,UNI:E88,0,0,0,0,0,65.5,67.21,1.93,97.4557357536081,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,P4,1
423,P4bYNP,LM_0365,7,UNI:E88,18,19,14,21,18,55.52,67.21,0.44,82.6067549471805,NA,b,NA,E88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360000,818181.818181818,P4,1
