EH_ID,labels,Expe,Neubauer1,Neubauer2,Neubauer3,Neubauer4,oocyst_mean,dilution_ml,OPG,dpi,weight,weight_dpi0,weightloss,Wchange,fecweight,Eimeria,X,X.1,X.2,X.3,X.4,Locality,Genome,Strain,IDD,Dam,Gen,Sir,IDS,Sir.1,Gen.1,Born,Fpar,LS,MM,FF,ID,PIN,Sex,Gen.2,Wean,BW10,BW20,Clip,Departure,NOTE,Parent1,Parent2,HybridStatus,ageAtdpi0expe1a,Batch,InfectionStrain,Mouse_subspecies,Mouse_strain,infection_isolate,Eimeria_species,mean_Neubauer,OPGstatus
LM0236,LOY,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,23.44,23.64,"0,199999999999999",99.1539763113367,"0,42",E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,5146,59, BUSNA , SY ,5144,59,2018-04-26,7,4, 1+? , 2+? , EX ,1037, F ,60, 1F ,7.47,"9,79", P3 ,NA,NA, BUSNA , BUSNA ,parents,"10,5714285714286",1, E88 ,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,"0,75",positive
LM0237,GSZ,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,12.73,11.02,"-1,71",115.51724137931,"1,85",E88,,,NA,NA,NA, Buskovice , mus ,BUSNA_BUSNA, SY ,5146,59, BUSNA , SY ,5144,59,2018-04-26,7,4, 1+? , 2+? , EX ,1037, F ,60, 1F ,7.47,"9,79", P3 ,NA,NA, BUSNA , BUSNA ,parents,"10,5714285714286",1, E88 ,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E88,E.falciformis,0,negative
LM0238,DXY,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,17.17,15.31,"-1,86",112.148922273024,0,E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,NA,na
LM0239,GRV,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,18.30,16.84,"-1,46",108.669833729216,"1,48",E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,0,negative
LM0240,RWY,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,17.35,16.19,"-1,16",107.164916615195,"0,84",E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,17,positive
LM0241,CHP,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,16.27,14.51,"-1,76",112.129565816678,0,E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,NA,na
LM0242,CGR,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,18.03,15.65,"-2,38",115.207667731629,"1,02",E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,0,negative
LM0243,KTZ,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,19.23,18.58,"-0,650000000000002",103.498385360603,"0,89",E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,5,positive
LM0244,CRY,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,15.33,12.33,-3,124.330900243309,0,E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,NA,na
LM0245,NRV,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,17.40,16.71,"-0,689999999999998",104.129263913824,"0,83",E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,"71,25",positive
LM0246,GHL,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,18.96,17.95,"-1,01",105.626740947075,"1,38",E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,0,negative
LM0247,SUX,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,24.43,25.21,"0,780000000000001",96.9059896866323,"1,21",E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,0,negative
LM0248,DQV,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,18.21,17.99,"-0,220000000000002",101.222901612007,"0,7",E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,"1,75",positive
LM0249,ART,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,22.16,22.27,"0,109999999999999",99.5060619667714,"1,58",E88,,,NA,NA,NA, Schweben 2 , dom ,SCHUNT_SCHUNT, SY ,7907,37, SCHUNT , SY ,7904,37,2018-05-01,3,6,5,1, EX ,921, M ,38, 1M ,6.14,"10,02", L3 ,NA,NA, SCHUNT , SCHUNT ,parents,"9,85714285714286",1, E88 ,M.m.domesticus P,"M.m.domesticus P 
(SCHUNT_SCHUNT)",E88,E.falciformis,0,negative
LM0250,DOQ,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,20.45,20.59,"0,140000000000001",99.3200582807188,"1,38",E64,,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,0,negative
LM0251,CTX,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,20.51,19.67,"-0,84",104.270462633452,"1,05",E64,,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,0,negative
LM0252,GKN,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,15.63,15.01,"-0,620000000000001",104.130579613591,"1,5",E64,,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,381,positive
LM0253,ISX,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,11.25,11.08,"-0,17",101.534296028881,0,E64,,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,NA,na
LM0254,BTZ,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,20.66,20.16,"-0,5",102.480158730159,"0,79",E64,A bit diarrhea,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,"3,75",positive
LM0255,DFM,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,15.62,14.65,"-0,969999999999999",106.621160409556,"1,75",E64,,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,1,positive
LM0256,DSZ,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,25.29,25.63,"0,34",98.6734295747171,0,E64,,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,NA,na
LM0257,FOY,Expe005_2a,NA,NA,NA,NA,NA,1,NA,2,20.20,19.57,"-0,629999999999999",103.219213081247,"1,76",E64,,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,"1,75",positive
LM0258,QTU,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,17.35,17.53,"0,18",98.9731888191671,"2,15",E64,,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,0,negative
LM0259,KQT,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,25.13,24.62,"-0,509999999999998",102.071486596263,"1,64",E64,,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,0,negative
LM0260,HKM,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,19.46,20.11,"0,649999999999999",96.7677772252611,"1,43",E64,,,NA,NA,NA,PWD x BUSNA,mus x mus,PWD_BUSNA,SY,2996,46,BUSNA,SY,6113,60,2018-03-23,6,9,4,5,EX,726,M,F1,1M,4.44,"7,53",P2,NA,NA,PWD,BUSNA,outbred,"15,4285714285714",1,E64,M.m.musculus F1,"M.m.musculus F1 
(PWD_BUSNA)",E64,E.ferrisi,"53,5",positive
LM0261,DMP,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,15.41,15.38,"-0,0299999999999994",100.195058517555,"0,69",E64,,,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,0,negative
LM0262,EUX,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,16.10,15.24,"-0,860000000000001",105.643044619423,"0,6",E64,"soft feces, really little poop",,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,"0,25",positive
LM0263,DEL,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,18.25,18.47,"0,219999999999999",98.8088792636708,0,E64,,,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,NA,na
LM0264,COY,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,16.73,17.69,"0,960000000000001",94.5732052006784,"0,9",E64,,,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,"37,75",positive
LM0265,BJT,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,24.85,23.29,"-1,56",106.69815371404,"0,68",E64,,,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,0,negative
LM0266,DGL,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,18.85,18.04,"-0,810000000000002",104.490022172949,"1,47",E64,,,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,0,negative
LM0267,NQZ,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,27.08,26.73,"-0,349999999999998",101.309390198279,"0,88",E64,,,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,0,negative
LM0268,OPX,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,18.21,18.01,"-0,199999999999999",101.110494169906,0,E64,,,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,NA,na
LM0269,DJO,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,20.46,20.09,"-0,370000000000001",101.841712294674,"1,33",E64,,,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,"486,25",positive
LM0270,EFQ,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,20.06,19.14,"-0,919999999999998",104.806687565308,"1,26",E64,,,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,0,negative
LM0271,ADU,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,21.61,21.28,"-0,329999999999998",101.550751879699,"1,35",E64,,,NA,NA,NA,Buskovice,mus,BUSNA_BUSNA,SY,8209,62,BUSNA,SY,8208,62,2018-04-20,1,3,1,2,EX,873,F,63,1F,5.1,"8,63",L4,NA,NA,BUSNA,BUSNA,parents,"11,4285714285714",1,E64,M.m.musculus P,"M.m.musculus P 
(BUSNA_BUSNA)",E64,E.ferrisi,1,positive
LM0272,MST,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,15.92,16.13,"0,209999999999999",98.6980781153131,"0,83",E64,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,28,positive
LM0273,LNQ,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,18.66,18.66,0,100,0,E64,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,NA,na
LM0274,PSZ,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,21.03,24.65,"3,62",85.3144016227181,"0,85",E64,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,0,negative
LM0275,KPQ,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,19.53,19.40,"-0,130000000000003",100.670103092784,"0,76",E64,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,"11,25",positive
LM0276,ELO,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,24.61,24.31,"-0,300000000000001",101.234060057589,"0,91",E64,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,"120,75",positive
LM0277,BIZ,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,18.55,19.36,"0,809999999999999",95.8161157024793,"1,03",E64,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,0,negative
LM0278,GJK,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,17.55,17.54,"-0,0100000000000016",100.057012542759,"0,25",E64,"diarrhea, really little poo",,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,12,positive
LM0279,KPR,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,13.42,13.43,"0,00999999999999979",99.9255398361876,"0,53",E64,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,"118,25",positive
LM0280,LNS,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,16.46,16.32,"-0,140000000000001",100.857843137255,"0,96",E64,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,"0,25",positive
LM0281,HSY,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,14.08,14.41,"0,33",97.7099236641221,0,E64,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,NA,na
LM0282,LST,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,20.36,24.32,"3,96",83.7171052631579,"0,53",E64,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,664,M,43,1M,4.53,"5,37",P3,NA,NA,PWD,PWD,parents,"17,7142857142857",1,E64,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E64,E.ferrisi,0,negative
LM0283,DHX,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,14.50,15.15,"0,65",95.7095709570957,0,E64,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-03-21,3,11,7,4,EX,709,M,F1,1M,5.74,"11,35",P2,NA,NA,STRA,SCHUNT,outbred,"15,7142857142857",1,E64,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E64,E.ferrisi,NA,na
LM0284,DEX,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,20.02,21.53,"1,51",92.986530422666,"1,2",E64,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-03-21,3,11,7,4,EX,709,M,F1,1M,5.74,"11,35",P2,NA,NA,STRA,SCHUNT,outbred,"15,7142857142857",1,E64,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E64,E.ferrisi,18,positive
LM0285,BEI,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,15.28,15.92,"0,640000000000001",95.9798994974874,"1,64",E64,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-03-21,3,11,7,4,EX,709,M,F1,1M,5.74,"11,35",P2,NA,NA,STRA,SCHUNT,outbred,"15,7142857142857",1,E64,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E64,E.ferrisi,"91,75",positive
LM0286,ITY,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,15.42,15.42,0,100,"1,28",E64,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-03-21,3,11,7,4,EX,709,M,F1,1M,5.74,"11,35",P2,NA,NA,STRA,SCHUNT,outbred,"15,7142857142857",1,E64,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E64,E.ferrisi,"0,25",positive
LM0287,DJR,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,19.16,19.81,"0,649999999999999",96.7188288743059,0,E64,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-03-21,3,11,7,4,EX,709,M,F1,1M,5.74,"11,35",P2,NA,NA,STRA,SCHUNT,outbred,"15,7142857142857",1,E64,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E64,E.ferrisi,NA,na
LM0288,BJW,Expe005_2b,NA,NA,NA,NA,NA,1,NA,2,16.88,17.29,"0,41",97.6286871023713,"1,97",E64,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-03-21,3,11,7,4,EX,709,M,F1,1M,5.74,"11,35",P2,NA,NA,STRA,SCHUNT,outbred,"15,7142857142857",1,E64,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E64,E.ferrisi,"0,25",positive
