"","EH_ID","experiment","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","Locality","Genome","mouse_strain","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","primary_infection","InfectionStrain","challenge_infection","contamination","infection_history","InfectionHistoryTotal"
"287","LM0229","E57","E57aHIO",14.53,15.82,91.8457648546144,0.98,7,"primary",6,13,6,13,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",985,"F","37","1F","6.23",9.01,"P5",NA,"","SCHUNT","SCHUNT","parental strains",9,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"285","LM0229","E57","E57aBHK",13.27,15.82,83.8811630847029,0.27,8,"primary",29,25,27,25,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",985,"F","37","1F","6.23",9.01,"P5",NA,"","SCHUNT","SCHUNT","parental strains",9,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"299","LM0229","E57","E57aLRZ",13.07,15.82,82.6169405815424,1.37,9,"primary",37,47,37,33,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",985,"F","37","1F","6.23",9.01,"P5",NA,"","SCHUNT","SCHUNT","parental strains",9,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"291","LM0229","E57","E57aORU",13.83,15.82,87.4209860935525,0.8,10,"primary",9,4,4,9,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",985,"F","37","1F","6.23",9.01,"P5",NA,"","SCHUNT","SCHUNT","parental strains",9,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"292","LM0229","E57","E57aHJK",15.38,15.82,97.2187104930468,1.07,11,"primary",4,14,1,12,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",985,"F","37","1F","6.23",9.01,"P5",NA,"","SCHUNT","SCHUNT","parental strains",9,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"315","LM0230","E57","E57aERW",15.87,15.87,100,1.04,0,"primary",0,0,0,0,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"309","LM0230","E57","E57aDWX",15.13,15.87,95.3371140516698,0,1,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"307","LM0230","E57","E57aEWY",16.7,15.87,105.229993698803,0,2,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"312","LM0230","E57","E57aWYZ",16.03,15.87,101.008191556396,0,3,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"306","LM0230","E57","E57aHPX",15.84,15.87,99.8109640831758,1.82,4,"primary",0,0,0,0,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"313","LM0230","E57","E57aFJN",15.75,15.87,99.2438563327032,0.96,5,"primary",0,0,0,0,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"316","LM0230","E57","E57aGJS",14.98,15.87,94.3919344675489,0.74,6,"primary",0,0,0,0,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"311","LM0230","E57","E57aJTV",13.57,15.87,85.5072463768116,0.22,7,"primary",0,0,1,0,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"308","LM0230","E57","E57aSUV",12.12,15.87,76.3705103969754,0.05,8,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"314","LM0230","E57","E57aFMP",NA,15.87,NA,0.06,9,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"317","LM0230","E57","E57aCKO",NA,15.87,NA,0,10,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"310","LM0230","E57","E57aSUY",NA,15.87,NA,0,11,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",5146,59,"BUSNA","SY",5144,59,"2018-05-16",8,5,"1","4","EX",1040,"F","60","1F","5.76",9.03,"L3",NA,"","BUSNA","BUSNA","parental strains",7.71428571428571,2,"E88",NA,NA,NA,NA,NA
"326","LM0231","E57","E57aAFW",18.71,18.71,100,1.31,0,"primary",0,0,0,0,2,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"329","LM0231","E57","E57aDRV",18.82,18.71,100.587920897916,0,1,"primary",NA,NA,NA,NA,1,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"321","LM0231","E57","E57aDKZ",19.47,18.71,104.061998931053,0,2,"primary",NA,NA,NA,NA,1,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"338","LM0231","E57","E57aLQX",19.8,18.71,105.8257616248,0,3,"primary",NA,NA,NA,NA,1,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"330","LM0231","E57","E57aSXZ",19.08,18.71,101.97755211117,1.46,4,"primary",0,0,0,0,1,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"322","LM0231","E57","E57aBUY",18.44,18.71,98.5569214323891,1.18,5,"primary",0,0,0,0,1,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"324","LM0231","E57","E57aFMT",18.58,18.71,99.3051843933725,0.91,6,"primary",0,0,0,0,1,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"332","LM0231","E57","E57aBGQ",17.2,18.71,91.9294494922501,0.8,7,"primary",2,4,0,2,1,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"327","LM0231","E57","E57aNSW",15.87,18.71,84.8209513629075,0.2,8,"primary",1,4,10,9,1,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"320","LM0231","E57","E57aIWY",15.39,18.71,82.2554783538215,0.4,9,"primary",13,48,16,24,1,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"318","LM0231","E57","E57aAOR",16.64,18.71,88.9363976483164,0.51,10,"primary",20,27,15,26,1,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"319","LM0231","E57","E57aFLR",17.67,18.71,94.4414751469802,1.19,11,"primary",10,6,8,10,2,"PWD x SCHUNT","mus x dom","PWD_SCHUNT","SY",5681,42,"SCHUNT","SY",8172,37,"2018-05-07",5,8,"4","4","EX",979,"F","F1","1F","5.91",10.38,"L5",NA,"","PWD","SCHUNT","inter subsp. hybrids",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"356","LM0232","E57","E57aBGK",24.14,24.14,100,1.33,0,"primary",0,0,0,0,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"346","LM0232","E57","E57aCQX",24.26,24.14,100.49710024855,0,1,"primary",NA,NA,NA,NA,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"339","LM0232","E57","E57aHNQ",24.08,24.14,99.7514498757249,0,2,"primary",NA,NA,NA,NA,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"355","LM0232","E57","E57aCSY",24.08,24.14,99.7514498757249,0,3,"primary",NA,NA,NA,NA,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"344","LM0232","E57","E57aANW",23.86,24.14,98.8400994200497,1.7,4,"primary",0,0,0,0,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"352","LM0232","E57","E57aEMO",23.76,24.14,98.4258492129246,1.74,5,"primary",0,0,0,0,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"340","LM0232","E57","E57aEGZ",23.55,24.14,97.5559237779619,1.41,6,"primary",0,0,0,0,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"347","LM0232","E57","E57aHKN",23.1,24.14,95.6917978458989,1.54,7,"primary",10,5,14,9,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"351","LM0232","E57","E57aBDG",22.6,24.14,93.6205468102734,0.57,8,"primary",89,72,158,105,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"359","LM0232","E57","E57aNOT",21.82,24.14,90.3893951946976,0.53,9,"primary",17,20,18,44,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"349","LM0232","E57","E57aKRU",21.77,24.14,90.182270091135,0.81,10,"primary",8,8,8,14,1,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"354","LM0232","E57","E57aBDY",23.35,24.14,96.7274233637117,1.38,11,"primary",2,4,5,6,2,"BUSNA x STRA","mus x dom","BUSNA_STRA","SY",6114,60,"STRA","SY",6345,55,"2018-04-25",4,2,"2","0","EX",902,"M","F1","1M","7.8",12.45,"P3",NA,"","BUSNA","STRA","inter subsp. hybrids",10.71428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"378","LM0233","E57","E57aAJW",24.55,24.55,100,1.02,0,"primary",0,0,0,0,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"374","LM0233","E57","E57aBCL",24.77,24.55,100.896130346232,0,1,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"379","LM0233","E57","E57aMQV",24.97,24.55,101.710794297352,0,2,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"362","LM0233","E57","E57aCMZ",25.72,24.55,104.765784114053,0,3,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"370","LM0233","E57","E57aOPV",26.11,24.55,106.354378818737,1.75,4,"primary",1,1,8,6,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"372","LM0233","E57","E57aHKX",26.58,24.55,108.26883910387,1.03,5,"primary",1,0,0,1,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"360","LM0233","E57","E57aDVW",26.2,24.55,106.720977596741,1.16,6,"primary",0,0,0,0,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"377","LM0233","E57","E57aCOR",25.76,24.55,104.928716904277,0.84,7,"primary",6,8,18,8,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"373","LM0233","E57","E57aNSY",24.08,24.55,98.0855397148676,0.47,8,"primary",214,236,185,189,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"375","LM0233","E57","E57aNPY",23.6,24.55,96.1303462321792,0.38,9,"primary",15,16,13,24,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"380","LM0233","E57","E57aOTX",22.79,24.55,92.8309572301426,0.33,10,"primary",1,0,0,0,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"361","LM0233","E57","E57aDHI",25.27,24.55,102.932790224033,0.78,11,"primary",4,1,4,2,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",953,"F","57","1F","7.91",11.69,"L2",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"395","LM0234","E57","E57aDMN",28.55,28.55,100,0.92,0,"primary",0,0,0,0,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"388","LM0234","E57","E57aOQR",28.68,28.55,100.45534150613,0,1,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"382","LM0234","E57","E57aBIX",29.42,28.55,103.047285464098,0,2,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"394","LM0234","E57","E57aQRS",28.12,28.55,98.4938704028021,0,3,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"399","LM0234","E57","E57aNUV",29.85,28.55,104.553415061296,1.93,4,"primary",0,0,0,0,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"397","LM0234","E57","E57aFJY",31.03,28.55,108.686514886165,1.97,5,"primary",0,0,0,0,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"398","LM0234","E57","E57aLNY",31.45,28.55,110.15761821366,1.43,6,"primary",0,0,0,0,1.5,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"396","LM0234","E57","E57aBIS",31.3,28.55,109.632224168126,1.58,7,"primary",5,5,4,6,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"400","LM0234","E57","E57aEQW",28.47,28.55,99.7197898423818,0.45,8,"primary",140,92,154,113,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"392","LM0234","E57","E57aHLX",27.5,28.55,96.3222416812609,0.24,9,"primary",22,31,26,19,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"381","LM0234","E57","E57aCNW",26.97,28.55,94.4658493870403,0.07,10,"primary",7,4,8,13,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"401","LM0234","E57","E57aDNO",26.13,28.55,91.523642732049,0.15,11,"primary",40,29,29,27,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",951,"M","57","1M","8.16",12.32,"P5",NA,"REZERVA","STRA","STRA","parental strains",9.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"402","LM0235","E57","E57aMOY",17.03,17.03,100,1.44,0,"primary",55,48,68,58,1,"STRA x SCHUNT","dom","STRA_SCHUNT","SY",5825,55,"SCHUNT","SY",3470,36,"2018-03-21",3,11,"7","4","EX",712,"F","F1","1F","6.01",11.23,"P5",NA,"","STRA","SCHUNT","outbred hybrids",15.71428571,2,"E88","E64","E64","E64","E88:E64","E64 E88 E64"
"418","LM0235","E57","E57aJVX",17.89,17.03,105.049911920141,0,1,"primary",NA,NA,NA,NA,1,"STRA x SCHUNT","dom","STRA_SCHUNT","SY",5825,55,"SCHUNT","SY",3470,36,"2018-03-21",3,11,"7","4","EX",712,"F","F1","1F","6.01",11.23,"P5",NA,"","STRA","SCHUNT","outbred hybrids",15.71428571,2,"E88","E64","E64","E64","E88:E64","E64 E88 E64"
"416","LM0235","E57","E57aMOW",18.73,17.03,109.982384028186,0,2,"primary",NA,NA,NA,NA,1,"STRA x SCHUNT","dom","STRA_SCHUNT","SY",5825,55,"SCHUNT","SY",3470,36,"2018-03-21",3,11,"7","4","EX",712,"F","F1","1F","6.01",11.23,"P5",NA,"","STRA","SCHUNT","outbred hybrids",15.71428571,2,"E88","E64","E64","E64","E88:E64","E64 E88 E64"
