"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4","plate"
"38","D2","FALSE","E57aFJO","Eim","UNKNOWN","SYBR","None","Amp","1.45361899430196",NA,NA,"21.9721216951405","0.902017613666875","21.9293821690938","0.0925054738560368","TRUE","0.0938304685569981","TRUE","3","19","74.6531829833984",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"39","D3","FALSE","E57aFJO","Eim","UNKNOWN","SYBR","None","Amp","1.45105088665761",NA,NA,"21.8232346827098","0.893061144178653","21.9293821690938","0.0925054738560368","TRUE","0.0938304685569981","TRUE","3","18","74.5020523071289",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"47","D11","FALSE",NA,"Eim","UNKNOWN","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0938304685569981","TRUE","3","39","67.861701965332","63.3222961425781","93.1310424804688","84.0522384643555","qPCR_eimeria_lab_fecal_DB_11042022.eds"
"48","D12","FALSE",NA,"Eim","UNKNOWN","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0938304685569981","TRUE","3","39","74.5194854736328","78.1510162353516","81.1772766113281","84.3548583984375","qPCR_eimeria_lab_fecal_DB_11042022.eds"
"49","E1","FALSE","E57aGLV","Eim","UNKNOWN","SYBR","None","Amp","1.4077253321504",NA,NA,"30.4061449579297","0.852387843961233","30.1798955702996","0.259928212784083","TRUE","0.0938304685569981","TRUE","3","27","74.9554443359375",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"50","E2","FALSE","E57aGLV","Eim","UNKNOWN","SYBR","None","Amp","1.44244854224927",NA,NA,"30.2375663294357","0.853644436366753","30.1798955702996","0.259928212784083","TRUE","0.0938304685569981","TRUE","3","27","74.804313659668",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"51","E3","FALSE","E57aGLV","Eim","UNKNOWN","SYBR","None","Amp","1.41822344012807",NA,NA,"29.8959754235335","0.839960472659608","30.1798955702996","0.259928212784083","TRUE","0.0938304685569981","TRUE","3","26","74.804313659668",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"59","E11","FALSE",NA,"Eim","UNKNOWN","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0938304685569981","TRUE","3","39","80.1180877685547","73.1576690673828","70.28271484375","67.5590744018555","qPCR_eimeria_lab_fecal_DB_11042022.eds"
"60","E12","FALSE",NA,"Eim","UNKNOWN","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0938304685569981","TRUE","3","39","75.8813095092773","71.1905975341797","92.2231597900391","81.0259704589844","qPCR_eimeria_lab_fecal_DB_11042022.eds"
"61","F1","FALSE","E57aHJM","Eim","UNKNOWN","SYBR","None","Amp","1.45417660271149",NA,NA,"27.5235014899052","0.978437001301346","27.4550517957576","0.059499482738048","TRUE","0.0938304685569981","TRUE","3","23","75.4088363647461",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"62","F2","FALSE","E57aHJM","Eim","UNKNOWN","SYBR","None","Amp","1.46067410148423",NA,NA,"27.4259424129266","0.958343210273685","27.4550517957576","0.059499482738048","TRUE","0.0938304685569981","TRUE","3","23","75.4088363647461",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"63","F3","FALSE","E57aHJM","Eim","UNKNOWN","SYBR","None","Amp","1.45309569479693",NA,NA,"27.415711484441","0.944556051799486","27.4550517957576","0.059499482738048","TRUE","0.0938304685569981","TRUE","3","23","75.4088363647461",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"71","F11","FALSE",NA,"Eim","UNKNOWN","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0938304685569981","TRUE","3","39","71.0392837524414","88.5916366577148","79.3615188598633","65.4406814575195","qPCR_eimeria_lab_fecal_DB_11042022.eds"
"72","F12","FALSE",NA,"Eim","UNKNOWN","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0938304685569981","TRUE","3","39","89.3482055664063","78.9075775146484","63.4736099243164","73.7629241943359","qPCR_eimeria_lab_fecal_DB_11042022.eds"
"73","G1","FALSE","E57aIPT","Eim","UNKNOWN","SYBR","None","Amp","1.43474375065233",NA,NA,"25.9694194354282","0.907354655901696","25.9942588674626","0.029405451272145","TRUE","0.0938304685569981","TRUE","3","22","74.6531829833984",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"74","G2","FALSE","E57aIPT","Eim","UNKNOWN","SYBR","None","Amp","1.42362924598369",NA,NA,"25.986630328533","0.895596174284497","25.9942588674626","0.029405451272145","TRUE","0.0938304685569981","TRUE","3","22","74.804313659668",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"75","G3","FALSE","E57aIPT","Eim","UNKNOWN","SYBR","None","Amp","1.44547562316872",NA,NA,"26.0267268384265","0.88960169371682","25.9942588674626","0.029405451272145","TRUE","0.0938304685569981","TRUE","3","23","74.6531829833984",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"83","G11","FALSE",NA,"Eim","UNKNOWN","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0938304685569981","TRUE","3","39","87.9863891601563","70.8879699707031","76.3352508544922","81.4799041748047","qPCR_eimeria_lab_fecal_DB_11042022.eds"
"84","G12","FALSE",NA,"Eim","UNKNOWN","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0938304685569981","TRUE","3","39","64.3814926147461","81.6312255859375","86.4732513427734","68.1643218994141","qPCR_eimeria_lab_fecal_DB_11042022.eds"
"85","H1","FALSE","E57aMRT","Eim","UNKNOWN","SYBR","None","Amp","1.32264941328661",NA,NA,"34.2093786960982","0.865722698504427","33.699613959144","0.796182278826454","TRUE","0.0938304685569981","TRUE","3","30","73.8975296020508","85.0812072753906","63.0161170959473",NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"86","H2","FALSE","E57aMRT","Eim","UNKNOWN","SYBR","None","Amp","1.43817787665663",NA,NA,"34.1073107601522","0.899366068258257","33.699613959144","0.796182278826454","TRUE","0.0938304685569981","TRUE","3","30","81.4540634155273","77.6757965087891",NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"87","H3","FALSE","E57aMRT","Eim","UNKNOWN","SYBR","None","Amp","1.44262893493556",NA,NA,"32.7821524211816","0.899019615167467","33.699613959144","0.796182278826454","TRUE","0.0938304685569981","TRUE","3","28","75.4088363647461",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_11042022.eds"
"95","H11","FALSE",NA,"Eim","UNKNOWN","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0938304685569981","TRUE","3","39","64.2301788330078","82.6904144287109","79.3615188598633","69.8287734985352","qPCR_eimeria_lab_fecal_DB_11042022.eds"
"96","H12","FALSE",NA,"Eim","UNKNOWN","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0938304685569981","TRUE","3","39","84.2035522460938","70.1314010620117","64.3814926147461","89.0455780029297","qPCR_eimeria_lab_fecal_DB_11042022.eds"
"1","A1","FALSE","ABL","Eim","UNKNOWN","SYBR","None","Amp","1.51959365747829",NA,NA,"25.8186078861537","0.945292162529698","26.0017787861646","0.484546062275433","TRUE","0.140334832053577","TRUE","3","21","82.2077560424805","86.2880172729492",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"2","A2","FALSE","ABL","Eim","UNKNOWN","SYBR","None","Amp","1.48965386751884",NA,NA,"25.6355201551684","0.866483540398806","26.0017787861646","0.484546062275433","TRUE","0.140334832053577","TRUE","3","20","82.2077560424805","86.2880172729492",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"3","A3","FALSE","ABL","Eim","UNKNOWN","SYBR","None","Amp","1.49467951325533",NA,NA,"26.5512083171719","0.763395718504768","26.0017787861646","0.484546062275433","TRUE","0.140334832053577","TRUE","3","22","82.3588790893555","86.2880172729492",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"7","A7","FALSE","GNZ","Eim","UNKNOWN","SYBR","None","Amp","1.45036666338701",NA,NA,"28.5193028910115","0.92826603064989","29.0268980102643","0.442980630398766","TRUE","0.140334832053577","TRUE","3","23","82.5207214355469",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"8","A8","FALSE","GNZ","Eim","UNKNOWN","SYBR","None","Amp","1.45457849595789",NA,NA,"29.2259942436592","0.830026640731447","29.0268980102643","0.442980630398766","TRUE","0.140334832053577","TRUE","3","25","82.6719131469727","86.4518127441406",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"9","A9","FALSE","GNZ","Eim","UNKNOWN","SYBR","None","Amp","1.45144545855355",NA,NA,"29.3353968961223","0.801366323319473","29.0268980102643","0.442980630398766","TRUE","0.140334832053577","TRUE","3","24","82.5363922119141","86.3187713623047","76.1819915771484",NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"10","A10","FALSE","QVY","Eim","UNKNOWN","SYBR","None","Amp","1.43433663947979",NA,NA,"29.9268104783494","0.928577630563999","29.4968376045822","0.569672121964261","TRUE","0.140334832053577","TRUE","3","24","82.6876831054688",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"11","A11","FALSE","QVY","Eim","UNKNOWN","SYBR","None","Amp","1.45420748130123",NA,NA,"29.7129762335571","0.935085732395442","29.4968376045822","0.569672121964261","TRUE","0.140334832053577","TRUE","3","25","82.8389739990234",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"12","A12","FALSE","QVY","Eim","UNKNOWN","SYBR","None","Amp","1.45886232568787",NA,NA,"28.85072610184","0.978924495540357","29.4968376045822","0.569672121964261","TRUE","0.140334832053577","TRUE","3","24","82.6876831054688",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"13","B1","FALSE","ACY","Eim","UNKNOWN","SYBR","None","Amp","1.46453808190636",NA,NA,"28.5776934633133","0.952449446870416","28.7077108972078","0.472982333312628","TRUE","0.140334832053577","TRUE","3","23","82.3588790893555",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"14","B2","FALSE","ACY","Eim","UNKNOWN","SYBR","None","Amp","1.4416913921681",NA,NA,"28.3133353656347","0.868630276250117","28.7077108972078","0.472982333312628","TRUE","0.140334832053577","TRUE","3","23","82.3588790893555",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"15","B3","FALSE","ACY","Eim","UNKNOWN","SYBR","None","Amp","1.44768705254625",NA,NA,"29.2321038626753","0.777667289633551","28.7077108972078","0.472982333312628","TRUE","0.140334832053577","TRUE","3","25","82.3588790893555",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"19","B7","FALSE","GRV","Eim","UNKNOWN","SYBR","None","Amp","1.5145136123201",NA,NA,"26.6388701759305","0.985558534371896","24.838831950729","1.60253883430953","TRUE","0.140334832053577","TRUE","3","21","77.6824417114258","82.6719131469727",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"20","B8","FALSE","GRV","Eim","UNKNOWN","SYBR","None","Amp","1.52772096964814",NA,NA,"24.3103333709793","0.929308803061213","24.838831950729","1.60253883430953","TRUE","0.140334832053577","TRUE","3","20","79.3455963134766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"21","B9","FALSE","GRV","Eim","UNKNOWN","SYBR","None","Amp","1.51415357881926",NA,NA,"23.567292305277","0.902449512148118","24.838831950729","1.60253883430953","TRUE","0.140334832053577","TRUE","3","18","79.5104827880859",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"22","B10","FALSE","RTV","Eim","UNKNOWN","SYBR","None","Amp","1.36956828169862",NA,NA,"29.3655062819207","0.890072180891438","28.71034650028","0.571408381682175","TRUE","0.140334832053577","TRUE","3","25","75.4255142211914","82.9902725219727",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"23","B11","FALSE","RTV","Eim","UNKNOWN","SYBR","None","Amp","1.38949761780362",NA,NA,"28.4504554862945","0.909868421329772","28.71034650028","0.571408381682175","TRUE","0.140334832053577","TRUE","3","24","75.4255142211914","83.1415710449219",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"24","B12","FALSE","RTV","Eim","UNKNOWN","SYBR","None","Amp","1.40013513706011",NA,NA,"28.3150777326248","0.986186415179748","28.71034650028","0.571408381682175","TRUE","0.140334832053577","TRUE","3","23","75.2742156982422","82.8389739990234",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"28","C4","FALSE","CSX","Eim","UNKNOWN","SYBR","None","Amp","1.48300188959887",NA,NA,"28.3067126461191","0.970010661919188","25.9686235736654","2.06228752696938","TRUE","0.140334832053577","TRUE","3","24","82.3588790893555","77.6741333007813",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"29","C5","FALSE","CSX","Eim","UNKNOWN","SYBR","None","Amp","1.54303664101866",NA,NA,"25.1907752297105","0.974591661551689","25.9686235736654","2.06228752696938","TRUE","0.140334832053577","TRUE","3","20","79.043212890625","82.6719131469727",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"30","C6","FALSE","CSX","Eim","UNKNOWN","SYBR","None","Amp","1.53075458606439",NA,NA,"24.4083828451667","0.966097424898448","25.9686235736654","2.06228752696938","TRUE","0.140334832053577","TRUE","3","19","79.3455963134766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"31","C7","FALSE","HJT","Eim","UNKNOWN","SYBR","None","Amp","1.47164603957099",NA,NA,"29.9129731907384","0.861125741629039","30.4320878230513","0.449726240572185","TRUE","0.140334832053577","TRUE","3","25","80.4039764404297",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"32","C8","FALSE","HJT","Eim","UNKNOWN","SYBR","None","Amp","1.41511177049055",NA,NA,"30.6796580483047","0.783321898078085","30.4320878230513","0.449726240572185","TRUE","0.140334832053577","TRUE","3","26","80.4039764404297","73.2977600097656","62.8652267456055",NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"33","C9","FALSE","HJT","Eim","UNKNOWN","SYBR","None","Amp","1.43154548529153",NA,NA,"30.7036322301109","0.779750917243042","30.4320878230513","0.449726240572185","TRUE","0.140334832053577","TRUE","3","26","80.7208404541016",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"34","C10","FALSE","RWY","Eim","UNKNOWN","SYBR","None","Amp","1.5121706747807",NA,NA,"20.0222676546322","0.871318495739832","20.5300350951757","0.744783287664101","TRUE","0.140334832053577","TRUE","3","15","79.3591918945313",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"35","C11","FALSE","RWY","Eim","UNKNOWN","SYBR","None","Amp","1.50562912105406",NA,NA,"20.182810409811","0.851396575402063","20.5300350951757","0.744783287664101","TRUE","0.140334832053577","TRUE","3","16","79.3591918945313",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"36","C12","FALSE","RWY","Eim","UNKNOWN","SYBR","None","Amp","1.50525062734151",NA,NA,"21.3850272210838","0.933099503196254","20.5300350951757","0.744783287664101","TRUE","0.140334832053577","TRUE","3","16","79.207893371582",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"37","D1","FALSE","AJT","Eim","UNKNOWN","SYBR","None","Amp","1.40351026259861",NA,NA,"29.3652530948628","0.967451444140508","29.1250774969357","0.49250264887612","TRUE","0.140334832053577","TRUE","3","23","82.3588790893555","73.140510559082",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"38","D2","FALSE","AJT","Eim","UNKNOWN","SYBR","None","Amp","1.46595514595509",NA,NA,"28.5585643170063","0.886384923774621","29.1250774969357","0.49250264887612","TRUE","0.140334832053577","TRUE","3","24","82.5099945068359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"39","D3","FALSE","AJT","Eim","UNKNOWN","SYBR","None","Amp","1.43977797879147",NA,NA,"29.4514150789381","0.796754826936177","29.1250774969357","0.49250264887612","TRUE","0.140334832053577","TRUE","3","26","82.5099945068359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"40","D4","FALSE","DEK","Eim","UNKNOWN","SYBR","None","Amp","1.52400258483685",NA,NA,"26.4926991585837","0.990633297236073","24.4753930188614","1.79839226300406","TRUE","0.140334832053577","TRUE","3","22","77.3718872070313","82.5099945068359",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"41","D5","FALSE","DEK","Eim","UNKNOWN","SYBR","None","Amp","1.52601677294513",NA,NA,"23.8934385377157","0.951077505385173","24.4753930188614","1.79839226300406","TRUE","0.140334832053577","TRUE","3","20","79.1944046020508",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"42","D6","FALSE","DEK","Eim","UNKNOWN","SYBR","None","Amp","1.50114092427589",NA,NA,"23.0400413602848","0.942382317843119","24.4753930188614","1.79839226300406","TRUE","0.140334832053577","TRUE","3","18","79.4967956542969",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"43","D7","FALSE","IKZ","Eim","UNKNOWN","SYBR","None","Amp","1.31756935724936",NA,NA,"31.4839630925624","0.968316508433414","31.0327077640509","0.491658304674586","TRUE","0.140334832053577","TRUE","3","28","73.7513427734375","62.5628318786621",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"44","D8","FALSE","IKZ","Eim","UNKNOWN","SYBR","None","Amp","1.35375182304699",NA,NA,"30.5087441148339","0.982918265331073","31.0327077640509","0.491658304674586","TRUE","0.140334832053577","TRUE","3","23","73.9025421142578","62.7140274047852","82.2183227539063",NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"45","D9","FALSE","IKZ","Eim","UNKNOWN","SYBR","None","Amp","1.32457186426602",NA,NA,"31.1054160847563","0.963894451616815","31.0327077640509","0.491658304674586","TRUE","0.140334832053577","TRUE","3","27","74.0638580322266","62.5654182434082","82.2337951660156",NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"46","D10","FALSE","TUY","Eim","UNKNOWN","SYBR","None","Amp","1.44181144199546",NA,NA,"28.7764012321959","0.942918612572313","28.6888701203827","0.0873646430732038","TRUE","0.140334832053577","TRUE","3","23","82.3850936889648","62.4141235351563",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"47","D11","FALSE","TUY","Eim","UNKNOWN","SYBR","None","Amp","1.4554387202352",NA,NA,"28.6885362258336","0.972309414549301","28.6888701203827","0.0873646430732038","TRUE","0.140334832053577","TRUE","3","23","82.5363922119141","62.7167129516602",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"48","D12","FALSE","TUY","Eim","UNKNOWN","SYBR","None","Amp","1.43629000396919",NA,NA,"28.6016729031187","0.977235169637985","28.6888701203827","0.0873646430732038","TRUE","0.140334832053577","TRUE","3","23","82.3850936889648","62.4141235351563",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"49","E1","FALSE","AKO","Eim","UNKNOWN","SYBR","None","Amp","1.47920855937998",NA,NA,"26.6647567088712","0.990288748263285","24.1596049020661","2.3284554257446","TRUE","0.140334832053577","TRUE","3","21","77.8252563476563",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"50","E2","FALSE","AKO","Eim","UNKNOWN","SYBR","None","Amp","1.51437031259693",NA,NA,"23.7525261827659","0.949270694952603","24.1596049020661","2.3284554257446","TRUE","0.140334832053577","TRUE","3","19","77.6741333007813",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"51","E3","FALSE","AKO","Eim","UNKNOWN","SYBR","None","Amp","1.50477395015263",NA,NA,"22.0615318145611","0.880197011663481","24.1596049020661","2.3284554257446","TRUE","0.140334832053577","TRUE","3","17","79.4875793457031",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"55","E7","FALSE","IOX","Eim","UNKNOWN","SYBR","None","Amp","1.51985008835716",NA,NA,"24.8572535520689","0.958915776857246","25.3261929484475","0.464569677304809","TRUE","0.140334832053577","TRUE","3","19","81.9159317016602","85.8470306396484",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"56","E8","FALSE","IOX","Eim","UNKNOWN","SYBR","None","Amp","1.5081857537574",NA,NA,"25.3350593067587","0.858671765162799","25.3261929484475","0.464569677304809","TRUE","0.140334832053577","TRUE","3","20","82.0671310424805","85.8470306396484",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"57","E9","FALSE","IOX","Eim","UNKNOWN","SYBR","None","Amp","1.50798497557196",NA,NA,"25.786265986515","0.831510677321172","25.3261929484475","0.464569677304809","TRUE","0.140334832053577","TRUE","3","22","82.0825042724609","85.8648834228516",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"58","E10","FALSE","UWY","Eim","UNKNOWN","SYBR","None","Amp","1.46665735035633",NA,NA,"28.5919410575001","0.838213865374464","28.0678843204529","0.65177620868247","TRUE","0.140334832053577","TRUE","3","24","82.2337951660156",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"59","E11","FALSE","UWY","Eim","UNKNOWN","SYBR","None","Amp","1.50092768424115",NA,NA,"27.3380572468533","0.92848910367195","28.0678843204529","0.65177620868247","TRUE","0.140334832053577","TRUE","3","23","82.2337951660156",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"60","E12","FALSE","UWY","Eim","UNKNOWN","SYBR","None","Amp","1.45738446845524",NA,NA,"28.2736546570053","0.979966360386877","28.0678843204529","0.65177620868247","TRUE","0.140334832053577","TRUE","3","22","82.2337951660156",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"61","F1","FALSE","BGU","Eim","UNKNOWN","SYBR","None","Amp","1.43241840522759",NA,NA,"28.1086371254855","0.977148959544442","28.0185608872842","0.518604233108286","TRUE","0.140334832053577","TRUE","3","23","81.603271484375","75.1050796508789","62.8642959594727",NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"62","F2","FALSE","BGU","Eim","UNKNOWN","SYBR","None","Amp","1.44025268316824",NA,NA,"27.4608190973548","0.846076238267488","28.0185608872842","0.518604233108286","TRUE","0.140334832053577","TRUE","3","23","81.603271484375","75.4073181152344","62.8642959594727",NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"63","F3","FALSE","BGU","Eim","UNKNOWN","SYBR","None","Amp","1.42891036447242",NA,NA,"28.4862264390123","0.732522303831304","28.0185608872842","0.518604233108286","TRUE","0.140334832053577","TRUE","3","24","81.603271484375",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"67","F7","FALSE","IOY","Eim","UNKNOWN","SYBR","None","Amp","1.46511928321478",NA,NA,"27.1835434464827","0.961005016370069","27.6388719813715","0.480275707210421","TRUE","0.140334832053577","TRUE","3","22","82.2183227539063",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"68","F8","FALSE","IOY","Eim","UNKNOWN","SYBR","None","Amp","1.47900327736423",NA,NA,"27.5923616713589","0.806640012033699","27.6388719813715","0.480275707210421","TRUE","0.140334832053577","TRUE","3","23","82.2183227539063","86.1494293212891",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"69","F9","FALSE","IOY","Eim","UNKNOWN","SYBR","None","Amp","1.46007672576746",NA,NA,"28.140710826273","0.737812417358311","27.6388719813715","0.480275707210421","TRUE","0.140334832053577","TRUE","3","24","82.2337951660156","85.8648834228516",NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"70","F10","FALSE","VWX","Eim","UNKNOWN","SYBR","None","Amp","1.31380534589109",NA,NA,"29.6829278946947","0.702573066958399","28.1412973829547","1.58212649859909","TRUE","0.140334832053577","TRUE","3","25","76.3332824707031","81.0234375","62.1115341186523",NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"71","F11","FALSE","VWX","Eim","UNKNOWN","SYBR","None","Amp","1.35826370068607",NA,NA,"28.2193965995277","0.791469745574625","28.1412973829547","1.58212649859909","TRUE","0.140334832053577","TRUE","3","24","76.1819915771484","81.9312057495117","61.9602394104004",NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"72","F12","FALSE","VWX","Eim","UNKNOWN","SYBR","None","Amp","1.43947436408368",NA,NA,"26.5215676546416","0.983934346048546","28.1412973829547","1.58212649859909","TRUE","0.140334832053577","TRUE","3","19","84.3519287109375",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"73","G1","FALSE","CFW","Eim","UNKNOWN","SYBR","None","Amp","1.49787525991883",NA,NA,"27.7698029065716","0.989236032955518","28.1660749539672","0.706519736171129","TRUE","0.140334832053577","TRUE","3","22","82.3588790893555",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"74","G2","FALSE","CFW","Eim","UNKNOWN","SYBR","None","Amp","1.48445958786462",NA,NA,"27.7466379164494","0.910836465917304","28.1660749539672","0.706519736171129","TRUE","0.140334832053577","TRUE","3","23","82.3588790893555",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"75","G3","FALSE","CFW","Eim","UNKNOWN","SYBR","None","Amp","1.45858224374021",NA,NA,"28.9817840388804","0.823213601007231","28.1660749539672","0.706519736171129","TRUE","0.140334832053577","TRUE","3","24","82.5099945068359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"76","G4","FALSE","EUW","Eim","UNKNOWN","SYBR","None","Amp","1.52547811396925",NA,NA,"21.7416138484233","0.930319726785075","20.636450888106","1.04456365468358","TRUE","0.140334832053577","TRUE","3","17","79.1853408813477",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"77","G5","FALSE","EUW","Eim","UNKNOWN","SYBR","None","Amp","1.51836054017863",NA,NA,"20.502288279466","0.831613238546886","20.636450888106","1.04456365468358","TRUE","0.140334832053577","TRUE","3","16","79.3455963134766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"78","G6","FALSE","EUW","Eim","UNKNOWN","SYBR","None","Amp","1.49881755110803",NA,NA,"19.6654505364288","0.777418416944661","20.636450888106","1.04456365468358","TRUE","0.140334832053577","TRUE","3","16","79.3455963134766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"79","G7","FALSE","KMX","Eim","UNKNOWN","SYBR","None","Amp","1.49964390554966",NA,NA,"25.1751704958868","0.927118758612956","25.5286769709207","0.326165077846163","TRUE","0.140334832053577","TRUE","3","20","82.2183227539063",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
"80","G8","FALSE","KMX","Eim","UNKNOWN","SYBR","None","Amp","1.47591450652673",NA,NA,"25.5929200440603","0.833620685609163","25.5286769709207","0.326165077846163","TRUE","0.140334832053577","TRUE","3","20","82.0671310424805",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_17042022.eds"
